 	Marika	tu	hai	mangiato	</S>
a8	0.9950654	0.0019170665	0.00036825196	0.00038041358	0.002269033
a31	0.99984574	1.3245904e-06	3.0439148e-07	2.7837382e-07	0.00015230161
a24	0.9882032	0.0038950255	0.00024148566	0.0010413891	0.0066188313
a31	0.9775383	0.0008199703	0.00092297385	0.0028958928	0.017822891
a28	0.63356346	0.078977495	0.039188	0.057600215	0.19067088
a31	0.5166405	0.12859075	0.057163466	0.09328294	0.20432241
a3	0.5796245	0.03557458	0.036252916	0.037839994	0.31070796
a18	0.7355499	0.041739512	0.0686411	0.069958545	0.084110856
a31	0.5484182	0.09070942	0.06496517	0.06383203	0.23207517
a23	0.31278923	0.1667503	0.17390093	0.17427117	0.17228833
a31	0.2757545	0.17838515	0.17252426	0.17249529	0.20084079
a20	0.20452137	0.19744574	0.20038529	0.20047246	0.19717515
</S>	0.21290767	0.1958898	0.19616686	0.1961893	0.19884638
