 	la	macchina	vuole	riparata	dal	meccanico	</S>
a8	0.023212818	0.9335835	0.041627157	5.388192e-05	9.281982e-05	0.00046056786	0.00096931047
a46	0.031085556	0.928262	0.03642099	3.061313e-07	1.0185574e-06	0.00017597718	0.004054176
a35	0.0051601585	0.11162224	0.87521476	2.5781814e-05	0.00017740676	0.0037599823	0.004039712
a3	0.0020972348	0.41772208	0.5028897	6.8247165e-05	0.0010622183	0.060547676	0.015612918
a31	0.004332884	0.22264792	0.33158973	0.0005743761	0.006417278	0.30506608	0.12937172
a18	0.044097003	0.47501317	0.0687569	0.0013942153	0.0054907347	0.116999984	0.28824803
a31	0.0037872568	0.18288477	0.09424505	0.007635993	0.02734152	0.35198554	0.33211982
a46	0.13411146	0.77667177	0.024346069	0.0007097435	0.002432859	0.009980583	0.05174751
a31	0.15910456	0.543539	0.07221284	0.012850679	0.039821666	0.07581937	0.09665196
a46	0.61573774	0.33214703	0.011641874	0.0033290433	0.0056298575	0.00892085	0.022593623
a31	0.43158805	0.21249688	0.04308096	0.0350217	0.04708624	0.06308747	0.16763876
a17	0.30823398	0.23073553	0.09490803	0.08362531	0.08071611	0.08049533	0.12128576
a20	0.3011334	0.14759682	0.089477874	0.08712582	0.089100726	0.09154092	0.19402438
a31	0.22919957	0.17455119	0.14564268	0.09902101	0.09688072	0.0976835	0.15702139
a7	0.19008403	0.18446976	0.14672399	0.12119948	0.11884904	0.118228406	0.12044534
a39	0.22854333	0.1418476	0.115884975	0.11645332	0.11600185	0.11663147	0.16463745
a31	0.17463645	0.14694914	0.14506921	0.13189948	0.12985072	0.12955645	0.14203855
</S>	0.16272317	0.14858182	0.15157187	0.13634387	0.13404903	0.13341302	0.13331725
