 	stava	ancora	cucinando	</S>
a8	0.004343414	0.011043008	0.9829662	0.0016474392
a46	0.00022217746	0.06088004	0.9381453	0.00075254583
a24	6.1127444e-05	0.0325031	0.9673728	6.29503e-05
a37	2.8529486e-05	0.0053236242	0.9946049	4.291905e-05
a20	0.06543977	0.055708025	0.8602841	0.018568132
a31	0.08952109	0.07625791	0.7716498	0.062571175
a37	0.030068045	0.057768922	0.8975201	0.0146429585
a31	0.2662422	0.07936375	0.57697076	0.07742328
a20	0.25163528	0.04490937	0.6469155	0.056539867
a31	0.53875154	0.04010628	0.29355723	0.12758495
a6	0.15393606	0.3336101	0.2990707	0.21338323
a31	0.35325095	0.10161216	0.24843693	0.2966999
a20	0.19293244	0.27721426	0.28090277	0.24895057
a46	0.25089556	0.21989943	0.29110667	0.23809835
a31	0.24751265	0.24464443	0.26607057	0.24177232
</S>	0.23509155	0.24355762	0.2784249	0.24292594
