 	non	mi	aspetti	non	vengo	</S>
a33	0.0092809955	0.512296	0.3339077	0.00016893883	0.14325386	0.0010925026
a31	0.0695781	0.6797735	0.14970656	0.0001477845	0.036366623	0.06442736
a37	0.026826743	0.6019694	0.31562215	1.2843121e-05	0.05470434	0.00086447893
a35	0.0011857878	0.6086063	0.34030786	1.3508565e-05	0.04959456	0.0002920658
a31	0.0033464022	0.56700057	0.25172618	0.00027357208	0.1770697	0.0005836243
a7	0.029660678	0.2636907	0.15961514	0.00026605846	0.5463087	0.00045865943
a18	0.04708543	0.3386193	0.22415525	0.012903955	0.3647021	0.012533927
a24	0.028312841	0.07704247	0.19933893	0.016652072	0.64610195	0.03255166
a31	0.018771375	0.02803896	0.096520804	0.0073958253	0.6441274	0.20514563
a20	0.0060788905	0.012091116	0.010121677	0.0017941974	0.96154004	0.0083741695
a8	0.015902458	0.012694539	0.017063353	0.010971518	0.85695666	0.08641148
a31	0.031995412	0.029064056	0.033804074	0.027744597	0.73882014	0.13857172
</S>	0.12963206	0.1346	0.1342477	0.1266864	0.34151056	0.13332333
