 	è	pericoloso	di	nuotare	di	notte	</S>
a37	0.0019524777	0.14632241	0.68422765	0.0012597437	0.07432223	0.09104565	0.0008698799
a31	6.334418e-05	0.13463432	0.20172368	0.011963321	0.1015254	0.31156912	0.2385208
a7	9.317587e-06	0.115540236	0.038498152	0.00032765287	0.008969118	0.8159528	0.0207028
a31	8.612859e-05	0.017350944	0.054276843	1.787993e-05	0.006917519	0.92091954	0.00043121813
a20	0.0006780385	0.15462857	0.17513828	7.2048875e-05	0.017403971	0.65091676	0.001162291
a2	0.011227014	0.81229043	0.09171412	0.0011637759	0.006437044	0.07033592	0.006831742
a41	0.026741205	0.6826344	0.05672376	0.008608429	0.028359907	0.14033958	0.05659275
a20	0.026986426	0.3162314	0.11540791	0.04568924	0.100323275	0.280455	0.11490679
a46	0.034370616	0.3528307	0.09562707	0.04026789	0.10347791	0.28892273	0.08450314
a31	0.0345519	0.19186166	0.13442	0.043792542	0.13168752	0.3511597	0.11252675
a11	0.016077636	0.0906146	0.27218428	0.016941948	0.12261874	0.46342182	0.018140955
a35	0.09290887	0.40840352	0.22001502	0.016725725	0.046915658	0.09548257	0.1195487
a31	0.0735683	0.19066049	0.07832642	0.058742546	0.10407168	0.18837598	0.30625466
a11	0.119070746	0.15413792	0.11970036	0.11975345	0.14812885	0.21450053	0.1247081
a28	0.13230571	0.24838	0.064460486	0.042482518	0.07573009	0.10529536	0.33134583
a20	0.13082756	0.17961705	0.124585696	0.12024444	0.12635998	0.13384092	0.1845244
a10	0.08924172	0.17915288	0.094038695	0.0991751	0.12142708	0.20495854	0.21200599
a31	0.012070782	0.11296955	0.063815415	0.04949374	0.21150999	0.4160105	0.13413003
</S>	0.0566222	0.07771777	0.18263479	0.11849845	0.20913537	0.23323639	0.12215499
