 	il	muro	vuole	uno	specchio	</S>
a23	0.6021086	0.12557425	0.2607261	0.003470112	0.0010070783	0.0071138074
a20	0.75500566	0.08846348	0.12933104	0.00034586078	2.4450133e-05	0.026829503
a31	0.25796065	0.21184579	0.51952606	0.0078114257	0.001972508	0.0008835961
a24	0.46611914	0.28982818	0.2371265	0.005503275	0.0005637414	0.00085918343
a31	0.32835826	0.36191583	0.24575357	0.05806377	0.000687695	0.0052208425
a13	0.20758483	0.6761996	0.11140187	0.0041612894	0.00024630886	0.00040601488
a39	0.5986472	0.29254857	0.085320294	0.010284893	0.0054267244	0.007772282
a20	0.42650723	0.2989627	0.17654325	0.022769807	0.034173544	0.041043386
a31	0.27928686	0.123955175	0.23009662	0.17059773	0.118209496	0.07785412
a24	0.91885114	0.021152109	0.030488854	0.006271538	0.0032652533	0.019971028
a8	0.7699882	0.078682885	0.018331647	0.003939182	0.03476026	0.094297886
a31	0.64254695	0.07022024	0.07429521	0.04771692	0.06777971	0.09744096
a20	0.15800753	0.072622456	0.10159489	0.29379576	0.26611835	0.107861064
a31	0.38903728	0.07689342	0.047336575	0.057909444	0.16759562	0.26122764
a29	0.10498087	0.08248991	0.07867159	0.28134236	0.32444996	0.1280654
a31	0.33695275	0.12789467	0.05692632	0.049141977	0.08052565	0.34855872
a8	0.10765324	0.104599446	0.10406225	0.17479712	0.39951786	0.10937002
a20	0.33668098	0.12196731	0.11130591	0.104741074	0.12189312	0.2034116
</S>	0.17990077	0.1376162	0.13276796	0.13881913	0.24868318	0.16221276
