 	vuole	andare	a	Lecce	</S>
a20	0.6097482	0.0001052552	0.15181988	0.23673539	0.0015912482
a31	0.9514114	5.192692e-05	0.028509099	0.017669234	0.0023582885
a18	0.27878538	6.4977235e-06	0.5691022	0.14484729	0.0072586304
a46	0.040530946	1.950999e-05	0.01028345	0.93911344	0.010052623
a37	0.0010263118	8.786865e-06	0.0010251794	0.9893448	0.008594981
a23	0.5197957	0.0009941513	0.006092579	0.45776215	0.015355332
a18	0.24726108	0.0070783747	0.013866429	0.69381243	0.03798166
a38	0.23981565	0.014643784	0.024211178	0.6832155	0.03811386
a37	0.25715375	0.029301003	0.06436558	0.6008613	0.048318375
a31	0.20866251	0.047113113	0.1337353	0.5218593	0.088629775
a20	0.42973277	0.019123537	0.081056245	0.44752094	0.022566473
</S>	0.2016706	0.4808063	0.08458084	0.101702996	0.13123919
