 	aveva	lavorato	tutta	la	settimana	</S>
a31	0.13747922	0.09582711	0.32930163	0.04887819	0.37774965	0.010764226
a20	0.02319311	0.1504305	0.38540486	0.009053169	0.42669287	0.005225535
a31	0.00027799307	0.0005905612	0.017327547	0.00061879365	0.9802706	0.00091450894
a28	0.32889697	0.19652534	0.1750585	0.026138648	0.2653292	0.008051343
a31	0.12930155	0.11020533	0.278268	0.07542916	0.37757352	0.029222425
a13	0.4179524	0.26682606	0.2585156	0.016016817	0.035432596	0.0052565346
a18	0.16828929	0.091012426	0.36250418	0.09381796	0.17994794	0.10442823
a31	0.167145	0.11902183	0.24668647	0.101030916	0.19169812	0.17441766
a27	0.17351705	0.07276926	0.18256299	0.17492916	0.2146294	0.18159215
a31	0.10187792	0.5413271	0.062409073	0.066608824	0.084732294	0.14304487
a20	0.1820622	0.060117036	0.18746065	0.18778522	0.19562025	0.18695468
a31	0.13377528	0.36783978	0.110467434	0.11073049	0.12222502	0.15496197
a39	0.1769981	0.09294122	0.18239018	0.18160081	0.1865138	0.1795558
a31	0.17488055	0.23192956	0.14224821	0.14287253	0.14526424	0.16280495
a33	0.16891567	0.1532171	0.16979267	0.16902815	0.17056291	0.16848354
</S>	0.16853863	0.17913814	0.1603698	0.16115016	0.1623924	0.1684109
