 	deve	essere	bianco	</S>
a31	0.0058569335	0.00046008962	0.98518014	0.008502848
a11	0.0042236303	0.00081641844	0.9815104	0.013449679
a31	6.017174e-05	3.220319e-05	0.989066	0.010841677
a37	0.0037173065	0.0010362435	0.96922785	0.026018573
a31	0.0026964121	0.002156412	0.9481316	0.04701562
a37	0.005123696	0.0073485374	0.81063426	0.17689347
a31	0.034652077	0.092867844	0.5217123	0.3507678
a20	0.01274147	0.06552804	0.50762075	0.4141097
a31	0.14093465	0.20737556	0.3390481	0.31264168
a0	0.0740956	0.21245363	0.3625785	0.35087228
a31	0.24920368	0.2374879	0.25727344	0.25603494
a20	0.21798739	0.25104198	0.26596308	0.26500756
a18	0.25004908	0.24706195	0.25201747	0.25087148
</S>	0.28804877	0.24599823	0.23555794	0.23039506
