 	il	lenzuolo	vuole	lavato	</S>
a31	0.1957019	0.40878394	0.08726855	0.30685955	0.0013859757
a7	0.111727566	0.24812014	0.03157407	0.60471797	0.0038602438
a31	0.0053977324	0.21856092	0.014932085	0.75971997	0.0013893632
a0	0.035621442	0.48624915	0.015172378	0.46158606	0.0013709826
a17	0.010595205	0.7289819	0.0017229562	0.25775766	0.0009421966
a13	0.11294697	0.43278176	0.013589845	0.4208649	0.019816525
a31	0.09655291	0.27370304	0.018105319	0.5972948	0.014343953
a17	0.04824631	0.62726074	0.013021131	0.30261603	0.008855817
a8	0.044089694	0.30647072	0.047844447	0.5760848	0.025510356
a31	0.027370626	0.32130706	0.060119443	0.55102134	0.040181503
a24	0.0305178	0.51780385	0.047508128	0.3711624	0.033007808
a46	0.038713295	0.48156345	0.04646408	0.3836566	0.049602635
a24	0.040537212	0.35437682	0.07223866	0.43857083	0.09427656
a37	0.041593917	0.3195377	0.05895771	0.43493423	0.1449764
a31	0.031786144	0.15706654	0.024943328	0.70587224	0.08033187
</S>	0.051199052	0.22242802	0.14504606	0.45729628	0.124030635
