 	non	sono	ancora	vestita	</S>
a31	0.917224	0.0028646444	0.029949388	0.024037246	0.02592469
a23	0.9855621	0.0035742125	0.0037170805	0.004645606	0.0025009857
a31	0.037180685	0.0020868122	0.048931677	0.2059167	0.7058841
a7	0.16125941	0.054010816	0.02891371	0.17282736	0.5829887
a31	0.21376084	0.0067153135	0.042980976	0.13931602	0.5972268
a13	0.40443453	0.073393285	0.022940893	0.06589053	0.43334076
a31	0.5237941	0.11258129	0.05034745	0.055625156	0.25765198
a37	0.06501641	0.016445717	0.104608394	0.27937478	0.5345547
a18	0.44168594	0.16234483	0.10830278	0.11037158	0.17729491
a31	0.25830555	0.25041395	0.15533336	0.15579444	0.18015271
a46	0.1770503	0.08141545	0.23740871	0.24756669	0.2565588
a8	0.19587168	0.25408936	0.18012083	0.17998588	0.18993226
</S>	0.1547837	0.42881098	0.13461235	0.13202432	0.1497686
