 	i	bambini	non	possono	mangiare	il	gelato	prima	di	mangiare	</S>
a43	0.7149036	0.0027822633	0.0016216986	0.040468995	0.063756496	0.009629808	0.066113405	0.0003442458	0.01877082	0.074895315	0.0067133643
a20	0.04700027	9.657634e-07	9.950013e-07	0.00012135969	0.00020688621	0.00042501514	0.045557093	4.9560294e-05	0.10607398	0.79512864	0.0054352023
a31	0.005345643	1.4020791e-05	8.6865293e-07	4.0468065e-05	0.00056189037	0.00047727942	0.021278907	4.4488348e-05	0.07016527	0.89864063	0.0034305013
a39	0.004651021	2.8948165e-05	4.9348946e-06	0.00044941198	0.0023677628	0.0055416776	0.06250324	0.00046401293	0.088809446	0.82128733	0.013892219
a31	0.00014911068	6.99079e-05	6.1069026e-05	0.0013563903	0.0050976886	0.0031529935	0.1586546	0.0019342094	0.075247176	0.7464133	0.007863511
a46	0.0017977029	0.0003999235	9.511815e-05	0.00065700285	0.0017155304	0.0011974596	0.1432847	0.0036339783	0.39866465	0.43737853	0.011175366
a37	0.0003699858	0.0005337033	0.00036166233	0.0006436398	0.00164742	0.00054620317	0.109848306	0.0029234658	0.2760974	0.5938274	0.013200802
a31	0.0014196356	0.0010746269	0.0004910419	0.0007272163	0.0021930146	0.00056152977	0.045684963	0.0026829636	0.47271055	0.4314395	0.041014947
a13	0.0005764132	0.00047760273	0.00014292251	0.00060648465	0.0006893429	0.00031323996	0.007910772	0.00064245187	0.30615795	0.67495596	0.00752682
a11	0.0026617742	0.0013629803	0.0004067455	0.0005836067	0.0007184149	0.00046049047	0.0047958936	0.000827251	0.46557337	0.5029722	0.019637324
a31	0.0154232485	0.0030879572	0.0011320367	0.0011773003	0.0016175457	0.0011812275	0.0083714975	0.0013207451	0.45435315	0.48251778	0.029817523
a20	0.0017027006	0.007260773	0.0016612319	0.004061701	0.0050824527	0.0035788724	0.030546762	0.0038209222	0.25134176	0.6726966	0.018246254
a31	0.023871247	0.007035624	0.0026432045	0.00307434	0.0053097853	0.0051518683	0.013389719	0.0055901115	0.40227452	0.49099833	0.040661268
a41	0.0017543399	0.00815315	0.0022346587	0.006055206	0.009457183	0.009877677	0.020638429	0.011408258	0.19048356	0.7185951	0.021342497
a31	0.031994954	0.0101968935	0.004969934	0.0065579605	0.0125722	0.01464564	0.024895068	0.016848132	0.2818675	0.558276	0.037175674
a24	0.004851743	0.015177879	0.0054203826	0.012395623	0.02147359	0.025900057	0.039467327	0.029522896	0.18821879	0.6360447	0.021527035
a31	0.15686053	0.022099858	0.0120390775	0.011560722	0.024296794	0.039914455	0.07000971	0.06078629	0.23326302	0.33961406	0.029555479
a10	0.027529236	0.03053609	0.012902522	0.023122549	0.045490827	0.06682639	0.09449347	0.08426425	0.22357379	0.36668915	0.02457182
a31	0.06939614	0.015789382	0.011719537	0.014447895	0.026050048	0.046139	0.06118928	0.09660471	0.17019156	0.4310421	0.057430334
a46	0.05310229	0.028345214	0.0175056	0.025339132	0.046306834	0.08396015	0.103931166	0.14067775	0.12849364	0.3465076	0.025830673
a20	0.10874075	0.03615403	0.032865416	0.03545948	0.050710842	0.08705492	0.101394065	0.19934085	0.101259366	0.20296004	0.04406023
a46	0.0754265	0.036722865	0.034789406	0.038666897	0.052360732	0.08758142	0.09808111	0.20868687	0.093447484	0.22556148	0.048675276
a31	0.06357966	0.049306437	0.04792531	0.050275132	0.06265947	0.09535095	0.105478175	0.22884172	0.09135847	0.14963646	0.05558823
a7	0.111079246	0.056084793	0.053757977	0.05711896	0.06642004	0.09181101	0.09893377	0.20965582	0.08734256	0.10874675	0.05904907
a31	0.084137306	0.057880793	0.056612987	0.057916243	0.065224566	0.084155925	0.09100623	0.18520035	0.09826278	0.13526952	0.084333315
a39	0.12206946	0.061088283	0.05868469	0.06152972	0.06909894	0.08975054	0.095794514	0.19151695	0.08592764	0.101507485	0.063031755
a31	0.107157454	0.08312681	0.081814796	0.08142358	0.08296129	0.08651606	0.08891166	0.10620508	0.09180982	0.10072763	0.089345835
a15	0.10109495	0.08297924	0.08232493	0.083080836	0.08497961	0.09003326	0.09151276	0.116745725	0.08938341	0.09415055	0.08371472
a20	0.10172934	0.08654133	0.08565996	0.08540464	0.08605576	0.08739986	0.08893137	0.095570244	0.09290145	0.09601194	0.093794085
a35	0.10466354	0.072375216	0.06968652	0.07075321	0.07570903	0.0888946	0.09499372	0.15862386	0.09214644	0.09315007	0.07900381
a28	0.13034618	0.062319417	0.050518654	0.0485784	0.057108484	0.07838194	0.10368404	0.17836781	0.11451107	0.098168604	0.07801533
a31	0.06465952	0.03757745	0.01864058	0.017098283	0.027982425	0.05101013	0.13736899	0.10545582	0.26235852	0.18561313	0.09223512
a0	0.2506017	0.039379098	0.031916816	0.03293474	0.03388031	0.038184788	0.07003085	0.063195355	0.16454528	0.14476009	0.13057098
a31	0.15730748	0.11450246	0.07635958	0.021749968	0.03542138	0.034150608	0.12812616	0.039501615	0.22517325	0.090351135	0.07735641
a20	0.18572654	0.07664684	0.07393598	0.07433926	0.07443773	0.07513218	0.077705204	0.079423614	0.10855227	0.089901805	0.08419855
a41	0.15651183	0.08783814	0.08092237	0.07895009	0.07973749	0.080760695	0.087686986	0.0864539	0.08687426	0.084535085	0.08972911
a39	0.13269722	0.06951117	0.06183984	0.06279559	0.06873882	0.08440325	0.09738445	0.16510546	0.091366254	0.08893649	0.077221476
a31	0.19835275	0.06853064	0.03619393	0.034854665	0.03740908	0.044862986	0.121137	0.089708045	0.15608804	0.11221669	0.10064623
</S>	0.09540375	0.06170247	0.06089685	0.061214183	0.061125048	0.061420258	0.067316085	0.06323242	0.1900938	0.14646338	0.13113175
