 	la	casa	la	costruisce	il	mastro	</S>
a20	0.021414049	0.0022537773	0.0023980287	0.004020453	0.0038620166	0.96554613	0.0005055072
a17	0.23119044	0.00014716064	0.0010572895	0.0028789311	0.03526338	0.6661781	0.06328468
a10	8.1602324e-05	0.00011027072	1.51855875e-05	3.6339814e-05	0.00028174894	0.9993856	8.917612e-05
a24	0.00013228737	5.383126e-05	2.7256925e-05	8.6155604e-05	0.0006298703	0.9989881	8.251297e-05
a46	0.0013529065	0.00011071916	3.671809e-05	0.00020887217	0.00059140305	0.9972697	0.00042964434
a8	0.0010821448	7.34913e-05	3.6756148e-05	0.00040349428	0.00076921843	0.9961863	0.0014485518
a14	0.005382006	0.0006632565	0.00031614793	0.0015951231	0.00051354605	0.9911957	0.00033422717
a31	0.0030543914	0.0002756405	0.00012853826	0.0009903417	0.0010017953	0.9927233	0.0018259732
a20	0.0011073598	4.3122272e-05	0.00013954958	0.002891726	0.0011154676	0.99450463	0.00019815277
a41	0.7131066	0.00936712	0.0035200415	0.011822859	0.0043633296	0.25617215	0.0016478061
a29	0.09543444	0.0025660326	0.0016275547	0.019309705	0.0058425274	0.8689101	0.006309752
a31	0.36881715	0.008563836	0.005717424	0.050250094	0.011268321	0.5453118	0.010071339
a30	0.041855767	0.0078039817	0.0046398644	0.005831302	0.0009417246	0.93827206	0.0006553309
a31	0.6812438	0.029066397	0.03189352	0.14961322	0.030373745	0.05231762	0.025491783
a28	0.30088973	0.11387153	0.10683487	0.1167477	0.10012164	0.16162936	0.099905126
a31	0.23988363	0.10520165	0.10421615	0.22569007	0.106727764	0.11382932	0.10445137
a17	0.15289514	0.13991483	0.13919403	0.14120881	0.13871668	0.14924055	0.13882998
a20	0.16528136	0.13407864	0.13346437	0.16355327	0.13408478	0.13576704	0.13377057
a31	0.15552111	0.1376459	0.13770892	0.15028465	0.13766256	0.14309905	0.1380778
a20	0.15021354	0.13573614	0.13525325	0.1368785	0.1354842	0.17074068	0.1356937
a29	0.2052738	0.1269341	0.1250983	0.16336928	0.12583272	0.12736179	0.12612997
a31	0.19084492	0.13259265	0.13217828	0.14086282	0.13176145	0.13915907	0.13260074
</S>	0.1368065	0.1240613	0.12382372	0.12647755	0.1252329	0.23804317	0.12555483
