 	se	si	era	vestita	la	mia	figlia	l	avessi	portata	alla	chiesa	</S>
a31	0.025983222	0.0012420046	0.009228633	0.0022345458	0.005773218	0.0032942789	0.003954549	0.0025846043	0.00040202553	0.45386496	0.00015271018	0.4909201	0.0003651851
a24	8.89734e-05	3.6916235e-06	6.843809e-06	2.5208224e-06	8.055631e-06	5.71342e-06	1.0572822e-05	4.787631e-05	5.6370827e-05	0.3343813	8.996755e-06	0.66506076	0.0003183042
a28	2.9253657e-05	2.2294265e-05	7.818206e-06	1.4117156e-05	0.00014552531	5.2102758e-05	1.761507e-05	0.000110473775	0.0005191102	0.7619468	8.4922045e-05	0.23631635	0.0007336499
a39	6.491032e-05	0.00026462518	6.662921e-05	4.009365e-05	0.0007458351	0.00039602636	0.00014150162	0.000531811	0.0012531382	0.7961874	0.00019872449	0.19722748	0.0028818208
a17	0.00011669397	0.00014922995	9.3982e-05	6.7465066e-05	0.0023179234	0.0008050203	0.00020310414	0.0003655104	0.00048712533	0.16666219	0.00030959467	0.82220286	0.006219306
a31	0.00013117153	0.00011577492	7.50542e-05	4.1808154e-05	0.001992294	0.00065842964	0.00011314165	0.000110079876	0.000127743	0.04590697	0.00015034244	0.94885385	0.0017233287
a20	6.733347e-05	0.00045230569	0.00019854416	0.00016498803	0.0015727383	0.00083053176	0.0006675267	0.0016524532	0.0026967842	0.20377749	3.1909745e-05	0.7873808	0.00050655304
a31	0.0018645169	0.00054598926	0.00011601911	1.0486407e-05	0.00052400323	0.00017666692	0.000101858255	0.0001891544	0.00027045858	0.039134484	5.089599e-05	0.956224	0.00079144986
a17	0.0003081263	0.0021393201	0.00085447176	0.0015498254	0.008149979	0.0064199474	0.004435997	0.0054264474	0.010236206	0.2126067	0.00016398396	0.74540836	0.0023006822
a8	0.005236946	0.0028419246	0.00029836004	6.8107154e-05	0.002353166	0.0013892236	0.0013708012	0.0012732461	0.0014584007	0.08455284	0.00046972788	0.8970499	0.0016373597
a31	0.006690606	0.0055402415	0.001635281	0.00030727428	0.006843308	0.003064781	0.0023851814	0.004486868	0.00592161	0.0903626	0.0007460235	0.87043035	0.0015857777
a8	0.00066115207	0.007045499	0.0022310447	0.0019711584	0.011008278	0.011164712	0.016808942	0.018431194	0.021727882	0.10212583	0.0012499543	0.8023929	0.0031814452
a24	0.0052561294	0.002084405	0.00048064388	9.0123045e-05	0.0034758407	0.0016195306	0.0011057244	0.0016818843	0.001987403	0.20420568	0.00057158247	0.77684486	0.0005962479
a31	0.006940853	0.008982962	0.0017094372	0.0004425306	0.009872263	0.006208821	0.005994175	0.007870876	0.007976444	0.22675651	0.001475161	0.7143268	0.0014431729
a20	0.0014271076	0.0108798565	0.0034420085	0.002876021	0.019712824	0.025396384	0.025244255	0.025516799	0.041609846	0.05331935	0.0029674855	0.78220946	0.00539873
a31	0.016563296	0.009743088	0.0020182398	0.00054421567	0.0058756685	0.008725788	0.018913947	0.020071926	0.015914317	0.21835296	0.007881168	0.6725921	0.0028032528
a41	0.0032198594	0.012061554	0.002962598	0.0025346777	0.014868627	0.019903459	0.014906565	0.017021082	0.02154867	0.042895086	0.004615333	0.83979875	0.0036636658
a31	0.017583149	0.0131027615	0.0032555507	0.0014768951	0.008896706	0.010835404	0.029348807	0.030367471	0.025620257	0.17511667	0.010924324	0.670068	0.0034039717
a13	0.010251685	0.02013663	0.0046815025	0.004379921	0.016865348	0.020528013	0.0193092	0.025804093	0.032242507	0.065177105	0.010779862	0.76414	0.005704154
a37	0.029497374	0.021678617	0.006123033	0.0037153838	0.014435399	0.015141636	0.038569566	0.03978587	0.03913544	0.18169211	0.01671501	0.58808815	0.005422405
a8	0.032334667	0.026210558	0.0050698174	0.003006854	0.01258729	0.017172052	0.03265907	0.034941383	0.032768637	0.22737472	0.01875068	0.5532192	0.0039049985
a39	0.022099895	0.017342735	0.0051981905	0.003082403	0.018182432	0.019370832	0.041367102	0.05406281	0.06551166	0.39776418	0.014652016	0.33568943	0.0056762663
a20	0.016421193	0.018290028	0.0027095368	0.0018479656	0.008299106	0.017506996	0.035930023	0.027725922	0.023193795	0.42722234	0.020193117	0.39667764	0.0039822864
a24	0.06153596	0.026081607	0.010072305	0.004885274	0.012407083	0.016112452	0.037493043	0.05607026	0.06970307	0.4054947	0.022480492	0.27142626	0.0062374417
a18	0.05967016	0.019726094	0.010803638	0.0032831703	0.008926251	0.0131505905	0.040224154	0.07081737	0.07201736	0.33635634	0.019952111	0.34069806	0.0043746494
a23	0.03017565	0.011314791	0.0042157783	0.0013055076	0.004377153	0.007918784	0.018388107	0.039959528	0.0426074	0.50760347	0.010786464	0.31931502	0.0020323684
a24	0.025643332	0.014840337	0.004025298	0.00058705226	0.0028490648	0.0053656134	0.018819733	0.0439712	0.031283427	0.6072052	0.0057021305	0.23874633	0.0009612578
a31	0.012659661	0.013289751	0.002099784	0.0003954531	0.0026524148	0.0050905384	0.017411632	0.02434983	0.016160375	0.68276066	0.0033039108	0.21906908	0.0007569236
a20	0.02113131	0.019724904	0.009342896	0.004728896	0.020006513	0.030751845	0.019905636	0.08888562	0.19050701	0.28745943	0.014344345	0.28023928	0.012972315
a3	0.06592864	0.057671573	0.034959067	0.007947281	0.032480005	0.04859704	0.13766423	0.10599366	0.057037525	0.2856686	0.0447752	0.10461034	0.016666787
a31	0.114442185	0.030806148	0.02804728	0.011028923	0.014194516	0.01923513	0.028477581	0.06964195	0.100686885	0.35779047	0.031049155	0.18249017	0.012109645
a13	0.08505401	0.060183793	0.024325311	0.022976642	0.036158502	0.033891663	0.02960987	0.04498831	0.11093091	0.1877259	0.032191794	0.28237748	0.049585782
a31	0.085584305	0.073692285	0.043315966	0.025624435	0.03699524	0.056988064	0.107646324	0.068772994	0.045881946	0.18681997	0.07895027	0.1573812	0.03234694
a3	0.079256244	0.05838006	0.04249371	0.04228459	0.04737149	0.04812271	0.04759637	0.05834811	0.089885086	0.20097288	0.050875437	0.17756559	0.056847736
a20	0.08381281	0.072221674	0.055620544	0.049680375	0.054157503	0.06156404	0.07932317	0.06540346	0.060940295	0.12569895	0.07887968	0.16005622	0.05264129
a39	0.0857242	0.070501685	0.054389775	0.050059784	0.052708235	0.060632218	0.069385424	0.0651328	0.06673743	0.14491828	0.07878559	0.14837217	0.05265242
a20	0.08615342	0.063935615	0.052017823	0.044910815	0.04837251	0.054775193	0.06574239	0.06316839	0.06567177	0.1488484	0.06996613	0.18863995	0.0477976
a31	0.09017452	0.042855427	0.025727717	0.019204373	0.023685282	0.029094912	0.03326697	0.035862517	0.04034643	0.37732276	0.039635018	0.22094108	0.021882944
a24	0.080097005	0.06155816	0.049108967	0.048691496	0.052439004	0.051767115	0.051067684	0.054865953	0.06986238	0.2114925	0.05189098	0.15576018	0.061398562
a46	0.082839586	0.06832966	0.046149496	0.037361667	0.041534524	0.0534409	0.07045324	0.05235611	0.04132138	0.13351278	0.07507538	0.255252	0.042373236
a31	0.06783026	0.06430381	0.061477493	0.061375387	0.06272155	0.06363579	0.064152755	0.06625714	0.07216824	0.18368411	0.0656493	0.102544755	0.064199395
a18	0.070425615	0.06676786	0.06379485	0.06353741	0.06437029	0.065172814	0.06588498	0.067433245	0.07232806	0.17116012	0.06712885	0.09550392	0.066491954
a31	0.07869165	0.07529217	0.070930794	0.069478385	0.07077592	0.072433874	0.07655388	0.07284307	0.07149843	0.09191899	0.07693974	0.10222532	0.070417814
a20	0.07552056	0.07423162	0.07299983	0.07288338	0.07320996	0.07356718	0.0739212	0.07431882	0.075667635	0.10341148	0.07437476	0.082381435	0.07351219
a24	0.07782789	0.07563241	0.07283368	0.07197038	0.0727553	0.07379821	0.07623265	0.07411503	0.07346998	0.085593134	0.07660608	0.09647211	0.07269316
a31	0.07023071	0.062722474	0.054313365	0.051720217	0.053189907	0.057198968	0.062565774	0.05766584	0.055985752	0.09730224	0.06721713	0.25414795	0.055739727
a23	0.06976093	0.06767435	0.06605021	0.06600821	0.066546924	0.06690225	0.06714681	0.06858716	0.07261603	0.1625211	0.067716636	0.089829825	0.06863958
a20	0.08173789	0.07586082	0.068609156	0.06635251	0.06791791	0.07088669	0.076278605	0.07062346	0.06788774	0.098774195	0.07841937	0.10911442	0.06753722
</S>	0.08669383	0.075576484	0.06300329	0.05953966	0.061411966	0.06710197	0.07338521	0.066570505	0.06338611	0.12124206	0.08016607	0.12075142	0.061171375
