 	i	bambini	non	si	vestono	da	soli	</S>
a31	0.7044102	0.023861594	0.0038507015	0.14766029	0.082739785	0.024408756	0.009315735	0.0037530204
a0	0.8832956	0.0014020806	0.0005559483	0.013540462	0.0053943023	0.0033301925	0.082695715	0.009785755
a31	0.025995234	0.002143547	0.00010140005	0.006554651	0.17361768	0.3426404	0.38924313	0.05970402
a17	0.05859782	0.02022695	0.00046238184	0.013156117	0.04544844	0.21911217	0.506793	0.13620315
a20	0.016193723	0.004238763	0.0002284432	0.008803309	0.05458401	0.43498978	0.28636187	0.19460009
a31	0.14985354	0.0235796	0.0023093205	0.011389975	0.013611568	0.06798733	0.47636166	0.25490698
a37	0.14101632	0.0047249305	0.00034950685	0.018645415	0.023901401	0.022206774	0.719399	0.069756664
a15	0.6118918	0.0060843006	0.0021764326	0.007035245	0.0052809925	0.012406839	0.2766882	0.07843615
a46	0.63015735	0.023149153	0.02138455	0.041312993	0.022591371	0.038196616	0.15306093	0.070147075
a24	0.64771396	0.03243343	0.026011398	0.050098944	0.023959259	0.046941053	0.09871307	0.07412891
a31	0.41170073	0.031221215	0.043571852	0.065981574	0.044902716	0.04652788	0.23570651	0.12038758
a18	0.40486404	0.06024916	0.027752899	0.055617943	0.035407983	0.07106673	0.29217857	0.052862696
a11	0.83974814	0.032942437	0.020069495	0.033167955	0.015841719	0.01395738	0.029427893	0.014844935
a35	0.47184518	0.058767766	0.08967956	0.109274	0.076367445	0.037174955	0.11567486	0.041216243
a31	0.41929728	0.05782813	0.034947153	0.030905088	0.02780698	0.032428898	0.34260938	0.05417715
a13	0.6343441	0.051809885	0.047961753	0.098819755	0.043207277	0.030964427	0.06356579	0.029326988
a11	0.76629835	0.048299395	0.036694583	0.06263719	0.023436788	0.016984086	0.025706766	0.019942777
a31	0.368016	0.08937835	0.07879356	0.07929561	0.07603107	0.06962134	0.16204792	0.07681608
a46	0.70568234	0.03701515	0.038496383	0.08297839	0.03588357	0.030590361	0.03918119	0.030172708
a31	0.22304495	0.12157638	0.10911181	0.115514964	0.10814423	0.104408935	0.11356377	0.104635015
a24	0.12934028	0.12354984	0.12340723	0.12352298	0.12359709	0.12418715	0.128541	0.123854436
a35	0.20913014	0.11691265	0.11113662	0.11415363	0.11215814	0.11026628	0.11549407	0.110748544
a31	0.1474715	0.115508996	0.11425957	0.11613872	0.11488379	0.119393036	0.15567882	0.11666557
a46	0.13833998	0.119805045	0.11944682	0.11960869	0.12015129	0.12270815	0.13791212	0.12202791
a31	0.16172218	0.12392269	0.1196285	0.11913484	0.11849735	0.11819735	0.12027804	0.118619
</S>	0.12720817	0.12372242	0.123614274	0.1236698	0.12379607	0.12450172	0.12933457	0.12415301
