 	oggi	io	non	ho	cosa	da	fare	</S>
a46	0.49653816	0.39925787	0.038647868	0.05410205	0.010207246	0.0003644467	0.0007822499	0.00010012597
a27	0.68452215	0.24994057	0.009079738	0.006683859	0.0052866414	0.005702469	0.026146378	0.012638234
a8	0.14963512	0.09105003	0.13760471	0.20950381	0.36357245	0.013097885	0.027236387	0.008299659
a28	0.22036822	0.4186572	0.04459326	0.08768974	0.07142356	0.025422163	0.10507971	0.02676608
a31	0.1887926	0.7011882	0.011317542	0.003461921	0.006785657	0.005954707	0.03368927	0.048810065
a24	0.15049468	0.68844664	0.033708096	0.02155716	0.011867105	0.008242692	0.035364326	0.05031934
a31	0.3788933	0.29438263	0.07608051	0.01064195	0.013777388	0.015349803	0.0938499	0.11702458
a10	0.0728033	0.7903278	0.050914235	0.04168094	0.01576614	0.0021402335	0.016427716	0.009939603
a20	0.46965903	0.26569504	0.064327694	0.034098838	0.036647927	0.012321359	0.07015078	0.047099385
a31	0.18014605	0.4178287	0.16506855	0.10000186	0.044992767	0.014634705	0.057048045	0.020279404
a39	0.16503498	0.7017872	0.01987974	0.07535808	0.02628179	0.003369359	0.007572311	0.0007165837
a31	0.23681429	0.64068025	0.019396827	0.05678791	0.02552123	0.0050571077	0.0027245064	0.013017894
a18	0.20954746	0.5113016	0.04139961	0.1081686	0.058739398	0.0221668	0.026601149	0.022075431
a31	0.12885463	0.7350326	0.017267378	0.055453993	0.017067216	0.011714386	0.009850804	0.024759017
a17	0.12620987	0.35369033	0.08555096	0.09157337	0.08758826	0.08405594	0.08628626	0.08504498
a31	0.14465092	0.535644	0.05344826	0.06372612	0.05051763	0.048829164	0.048182614	0.0550013
a8	0.11743148	0.19733837	0.11461834	0.11548425	0.11441826	0.113079205	0.11411096	0.113519184
</S>	0.1533902	0.3112974	0.08723789	0.10260536	0.08899057	0.08365705	0.08328466	0.08953693
