 	il	vestito	della	sposa	deve	essere	bianco	</S>
a20	0.7147993	0.029158123	0.21587683	0.005021429	2.0168165e-05	2.8427705e-05	0.034332834	0.00076280994
a31	0.5522266	0.1018297	0.04657748	0.0336005	7.910567e-05	1.2279268e-05	0.2621637	0.0035106342
a7	0.01840211	0.060102247	0.043545604	0.02163526	6.064484e-06	5.526132e-06	0.85582215	0.00048104956
a31	0.013877222	0.0057242103	0.18042319	0.0122235315	4.3457047e-05	0.0001341114	0.78467244	0.0029018458
a21	0.010004859	0.0011033337	0.2338572	0.0030352776	4.506854e-06	1.5133383e-05	0.7511081	0.0008715212
a31	0.12770069	0.07756207	0.08362931	0.066511594	0.010199054	0.016132975	0.56399083	0.05427343
a11	0.52603334	0.023578776	0.13233945	0.017649753	0.005627208	0.013442368	0.24902654	0.032302555
a31	0.13020293	0.050930075	0.012088379	0.046066523	0.16155851	0.13436201	0.40500385	0.05978777
a46	0.02236713	0.06910355	0.061593402	0.112399355	0.18395813	0.24016632	0.211614	0.0987982
a31	0.20034331	0.05144118	0.050007265	0.088010564	0.2999795	0.14650819	0.111010954	0.052698955
a17	0.068284735	0.11238446	0.13623105	0.19688419	0.14152446	0.13138874	0.11263146	0.10067087
a20	0.2384067	0.0975636	0.09523885	0.10174231	0.15045002	0.11227006	0.10810074	0.09622779
a31	0.113263875	0.045211818	0.049452733	0.14718269	0.33219093	0.18579729	0.082119815	0.044780817
a20	0.09358288	0.07337283	0.21668553	0.2981777	0.0891287	0.08244307	0.08471587	0.061893456
</S>	0.29188716	0.07885581	0.051915623	0.07070854	0.24140488	0.121487096	0.08965615	0.054084707
