 	che	impara	una	cosa	che	studia	una	cosa	</S>
a31	0.10883451	0.0023885297	0.01836958	0.0075693848	0.0059376503	0.0006616452	0.08643108	0.7467503	0.023057338
a24	0.00035133216	6.246408e-05	0.00012631275	0.00037738838	0.0007856749	0.00017490023	0.013510423	0.9824254	0.0021861226
a31	0.00023895975	0.0004291231	0.00013415873	7.991777e-05	8.82134e-05	2.9636742e-05	0.012859932	0.98228204	0.0038581176
a20	0.021921536	0.02799711	0.013572411	0.0046985447	0.0070638997	0.0018059239	0.0075350236	0.8876921	0.027713427
a0	0.0043106778	0.06488827	0.0100863	0.0066775433	0.004144301	0.0029642298	0.008705122	0.88957316	0.008650432
a31	0.027905367	0.010105256	0.008125546	0.021419244	0.047191888	0.036732845	0.016914658	0.8212046	0.010400574
a20	0.07909862	0.16614437	0.14496636	0.1579912	0.21554407	0.04105915	0.013493891	0.17599897	0.005703329
a11	0.06502548	0.0316451	0.043578815	0.07829146	0.29405716	0.081309214	0.024540016	0.3651053	0.016447555
a20	0.05353246	0.034411844	0.043879032	0.085869655	0.4296266	0.14581798	0.06400221	0.12839015	0.014470094
a39	0.039490663	0.02697988	0.040381767	0.08404669	0.4495588	0.14114954	0.07989059	0.11652296	0.02197911
a10	0.048883226	0.030229775	0.024112083	0.07076373	0.27263406	0.19514179	0.1575673	0.17360501	0.027063046
a31	0.024381306	0.01731229	0.020728923	0.051433545	0.09822514	0.19274314	0.23868574	0.30870032	0.047789555
a20	0.043382637	0.040101305	0.033983912	0.056110315	0.33475375	0.20297298	0.075883016	0.19434288	0.018469157
a31	0.034039393	0.03165775	0.046967242	0.06971982	0.45659128	0.14221229	0.096661106	0.08323753	0.038913637
a11	0.17390516	0.11997814	0.09548266	0.09592504	0.1371854	0.111282006	0.07835471	0.13141331	0.056473497
a20	0.10054701	0.08403725	0.0924946	0.09333399	0.1510707	0.13048333	0.13371147	0.09662247	0.11769921
a39	0.072079465	0.11724235	0.07759725	0.08890997	0.19101588	0.13716646	0.113359615	0.118591115	0.08403789
a20	0.06388799	0.06001607	0.06143802	0.06594041	0.27082133	0.14984977	0.14740492	0.09600516	0.0846363
a31	0.038587146	0.016594796	0.021890858	0.038045615	0.24392457	0.17491837	0.22019786	0.21606028	0.029780537
a46	0.13760246	0.0399983	0.04180771	0.043968983	0.10211285	0.16432993	0.16237515	0.17059603	0.13720855
a31	0.17768562	0.074716434	0.080169804	0.08159142	0.106374696	0.10577864	0.13846183	0.10519376	0.13002783
</S>	0.07570722	0.068697795	0.06515487	0.066243045	0.07469117	0.13452247	0.21733852	0.2103173	0.08732774
