 	l	anno	che	viene	mia	sorella	sta	per	sta	per	studiare	medicina	</S>
a8	0.009424012	0.0012787641	0.00069748604	0.00024111853	0.008749499	0.014466222	0.0050853305	0.02116657	0.016129345	0.060000494	0.5274915	0.32418936	0.011080304
a31	0.0002989593	1.5407028e-05	7.273546e-06	1.0301876e-06	2.2412498e-05	0.0025218572	0.0021272104	0.031513568	0.050038744	0.18921337	0.37996998	0.2907358	0.05353435
a23	0.00018750585	2.634603e-05	2.5377224e-06	2.1735455e-06	7.529345e-05	0.008357156	0.008580097	0.24025288	0.111448616	0.28365728	0.20884643	0.13071819	0.0078454735
a31	1.2271769e-05	5.7528832e-05	1.2687159e-05	1.8489518e-05	4.605841e-05	0.0077186166	0.0115067605	0.13105196	0.03950537	0.16098404	0.43423432	0.20968662	0.005165352
a39	0.0008700189	0.0019271835	6.977253e-05	3.514304e-05	0.00021243178	0.0023561679	0.0035103648	0.011223155	0.0034807625	0.013385855	0.18598773	0.77688724	5.4114364e-05
a8	1.8550278e-05	3.042154e-05	1.06777115e-05	9.482401e-06	0.000106376916	0.0029752925	0.0011370486	0.004574512	0.0017515456	0.008854681	0.4390123	0.5413713	0.0001478429
a31	7.941046e-05	2.4851672e-05	3.6190518e-06	4.91826e-06	0.0003187978	0.0024466736	0.00041542013	0.0022728806	0.0009892235	0.0055747083	0.37939158	0.60846704	1.08532995e-05
a13	0.00022975489	0.0003857186	0.00014841929	9.9590514e-05	0.0011492774	0.005470877	0.003950504	0.028338816	0.017275559	0.02701883	0.24674368	0.66905546	0.00013352114
a31	0.0029347856	0.0021929878	0.00027008873	0.00032935108	0.0014159722	0.008532535	0.0043533775	0.09592061	0.03041456	0.053449247	0.2782557	0.5215929	0.00033787114
a46	0.002257369	0.011812335	0.0014229453	0.0011221551	0.0022924298	0.006156396	0.014674615	0.23430565	0.12153446	0.15654494	0.08852744	0.35900733	0.00034197894
a35	0.013880239	0.019693643	0.0016590733	0.003171769	0.0073593413	0.009063399	0.011907101	0.15756996	0.06782431	0.1445402	0.16384888	0.3986206	0.0008614702
a24	0.0089951735	0.007981322	0.002632084	0.004282766	0.009963945	0.008583508	0.010262274	0.09011114	0.06440487	0.1911223	0.30597278	0.29430863	0.0013792694
a18	0.010960718	0.0066805244	0.0027260645	0.0048783277	0.014175533	0.0071154158	0.00636229	0.0342328	0.032554496	0.13435987	0.36287135	0.3805472	0.0025354645
a17	0.0028404063	0.0012058528	0.00057924975	0.0009949363	0.003588717	0.0030208586	0.0026175785	0.010051757	0.0068097077	0.036288843	0.5426491	0.38739687	0.00195613
a43	0.0015379869	0.0003829174	0.00014933538	0.00018535809	0.0012918041	0.0023285982	0.0013217536	0.004835964	0.0025080803	0.01136276	0.50547343	0.4682884	0.00033367067
a31	0.0012025714	0.00038838954	0.00014770051	0.00015529583	0.0015827232	0.0029515745	0.0014672801	0.0049889167	0.002670195	0.008853618	0.39018577	0.585095	0.0003109138
a20	0.0011588935	0.0022437258	0.00090986106	0.00071215106	0.002601564	0.0053345817	0.0067135897	0.036930565	0.022936735	0.07250317	0.22071752	0.6269743	0.0002633708
a24	0.007869637	0.00363228	0.0031395399	0.0047460324	0.012075217	0.012669912	0.013206883	0.028755324	0.019957334	0.070095554	0.4748849	0.34188312	0.0070843254
a49	0.008298813	0.004445869	0.0044849752	0.0049851523	0.011302041	0.009627577	0.012614953	0.021568647	0.013545788	0.045636445	0.4469702	0.4096671	0.006852428
a39	0.0035546883	0.0021240471	0.0015949112	0.0014728828	0.0033692974	0.006526	0.008951391	0.019497488	0.009427317	0.023414742	0.4132725	0.5050104	0.0017843149
a19	0.0033170169	0.0022992492	0.0010554832	0.0008814107	0.0042534713	0.011934974	0.00848575	0.019940369	0.011754848	0.02762882	0.32606292	0.58194315	0.00044252246
a18	0.0050558676	0.0017834089	0.0003612664	0.0006785286	0.010479258	0.005220424	0.001207811	0.0048854365	0.0037165147	0.013002447	0.35097483	0.6022411	0.00039305558
a31	0.0020993252	0.0023479746	0.00068873685	0.0005596209	0.01341691	0.060006406	0.035029206	0.081145875	0.046304125	0.06818932	0.31955388	0.36988178	0.00077690114
a17	0.008887909	0.0043820934	0.0023143103	0.0011910605	0.007625583	0.02262127	0.04038753	0.14451322	0.053531833	0.07212466	0.16039951	0.4805361	0.0014849277
a20	0.07261466	0.0075374832	0.0037916466	0.0064056045	0.03107031	0.029163191	0.027627114	0.045053147	0.015548808	0.02741204	0.2820557	0.43439987	0.017320424
a31	0.043659266	0.017896106	0.006698792	0.0053896806	0.02645934	0.043021128	0.04630876	0.056631777	0.04201803	0.084327124	0.2524015	0.37004742	0.0051410375
a37	0.04281732	0.024571886	0.009260504	0.0073493486	0.014661689	0.018935204	0.032978576	0.086199716	0.054740615	0.11880482	0.23656674	0.3464965	0.006617187
a31	0.076443635	0.026602495	0.014617922	0.021003485	0.10217102	0.049923938	0.052894555	0.06430714	0.037704088	0.046136025	0.20279631	0.21573725	0.089662135
a20	0.064197384	0.03501313	0.027659472	0.02339573	0.026843349	0.03513073	0.055447474	0.060413722	0.056373525	0.08766395	0.23781948	0.2732107	0.016831333
a31	0.067063816	0.03551733	0.02064042	0.021490065	0.06372466	0.069845416	0.07818534	0.074884474	0.06381904	0.06876428	0.1854236	0.19515418	0.055487365
a24	0.05411991	0.040739376	0.043931253	0.039302245	0.041711885	0.062215168	0.09797701	0.08148151	0.06580757	0.07410774	0.19044252	0.1736183	0.034545496
a20	0.053727373	0.024125405	0.01190177	0.01308094	0.050992496	0.038564086	0.040468045	0.0423839	0.03742457	0.045176674	0.20900722	0.38539034	0.04775728
a24	0.067229636	0.023365863	0.012759822	0.009776822	0.02364598	0.044367053	0.06876463	0.08286115	0.0635706	0.09114352	0.29231644	0.20177077	0.018427702
a8	0.025431693	0.0065204534	0.0027099634	0.0013505741	0.0064322506	0.013437991	0.016459547	0.028016755	0.024756646	0.051828384	0.31020188	0.5088999	0.0039539463
a31	0.00532951	0.0021584176	0.0022922268	0.001505006	0.005645681	0.053346805	0.07079965	0.0861327	0.031926654	0.054816853	0.47058386	0.21292807	0.0025346128
a29	0.02549584	0.011096281	0.008925946	0.007571192	0.0122731775	0.0657721	0.10603778	0.11832218	0.07688034	0.09350918	0.34168148	0.10880902	0.023625515
a31	0.067393914	0.04367592	0.029134726	0.031929985	0.10128117	0.05813543	0.05955876	0.07008233	0.0600564	0.069923975	0.14368062	0.15964542	0.105501324
a28	0.045631193	0.028771823	0.028711522	0.025409214	0.027033241	0.043576155	0.06642327	0.08711462	0.08169282	0.10112993	0.27527833	0.15484105	0.034386795
a24	0.07456069	0.048705317	0.028013213	0.027323736	0.083662316	0.06387727	0.06536957	0.06986142	0.064061694	0.07166247	0.16289473	0.15875015	0.08125744
a46	0.038839847	0.008440603	0.0045120707	0.001892816	0.0067224335	0.01841268	0.029815517	0.04844618	0.03827375	0.07616858	0.35198772	0.37152258	0.004965238
a31	0.015035887	0.0042369473	0.004548465	0.002746558	0.0055508036	0.046409473	0.10652224	0.123979025	0.043476634	0.06734348	0.44184676	0.13129082	0.007012873
a33	0.029799959	0.014316501	0.011640965	0.0106039	0.01515213	0.052705176	0.070579536	0.11547075	0.09152443	0.10175328	0.34041077	0.11763232	0.028410275
a17	0.049066063	0.03208953	0.028763277	0.03554705	0.07639066	0.08925804	0.107892185	0.10326906	0.07162345	0.076570004	0.12612371	0.1259547	0.07745227
