 	voi	avete	mai	mangiato	il	pasticciotto	</S>
a8	0.0061369133	0.20736444	0.10060958	0.0020720894	0.017836442	0.6606427	0.0053378334
a31	0.0019840815	0.313047	0.21850978	0.00013721564	0.00831869	0.36237183	0.09563146
a21	6.0259023e-05	0.016805533	0.008963246	5.753055e-05	0.011328838	0.9275178	0.035266735
a37	0.00020689522	0.0045029433	0.0007011397	2.2425922e-06	0.0031076518	0.98235923	0.009119939
a8	0.0004041282	0.0013112448	0.0016536475	3.7720565e-05	0.001941567	0.98584324	0.008808493
a31	0.051820315	0.16099426	0.08761572	0.00494044	0.045203142	0.5439343	0.10549178
a13	0.29935113	0.25788102	0.04656363	0.003221011	0.02323961	0.32564008	0.044103455
a20	0.03159057	0.19591826	0.07549926	0.002219259	0.02364716	0.5554091	0.115716405
a3	0.123427816	0.20298709	0.049886994	0.014789868	0.036438093	0.5394213	0.033048876
a31	0.20047817	0.5970608	0.07893077	0.003171613	0.015485352	0.09131703	0.013556221
a29	0.16269083	0.14168613	0.05888435	0.013588266	0.041376576	0.5678853	0.0138885975
a31	0.2368422	0.61067045	0.14142275	0.0008161793	0.0012276572	0.006188536	0.0028321713
a3	0.8267149	0.061470777	0.010419049	0.00909742	0.02273469	0.04785802	0.021705182
a31	0.74397355	0.20612429	0.04317918	0.0010277183	0.0011104404	0.0024582355	0.0021265817
a24	0.4882831	0.1010837	0.02881012	0.07135566	0.096679084	0.11888692	0.09490142
a31	0.88300663	0.09327331	0.017157026	0.0014859625	0.0015100368	0.0018283597	0.0017386685
a39	0.19047399	0.1458323	0.08139168	0.13472113	0.14628583	0.15590888	0.14538611
a31	0.7736293	0.14697014	0.028832328	0.012334956	0.01244717	0.012894933	0.012891209
a33	0.22675985	0.13109282	0.103218	0.13098972	0.13468534	0.13885699	0.13439728
a31	0.68703985	0.08497174	0.05056514	0.04353379	0.04373407	0.045819454	0.044335894
a23	0.36990097	0.12133033	0.091978475	0.10135634	0.10057813	0.118762754	0.09609303
</S>	0.66476405	0.119177796	0.04905514	0.04102719	0.041143008	0.04320155	0.041631166
