 	dove	aveva	per	stare	non	aveva	</S>
a24	0.86315703	0.00059020537	0.0011757729	0.13463607	2.0242487e-05	1.1849211e-05	0.00040882037
a20	0.8679884	0.000106800435	0.0012586754	0.065942734	0.0018954912	0.0002440726	0.06256374
a13	0.03680221	0.00012738696	0.0030470586	0.9566309	9.3950664e-05	0.00014446139	0.0031540259
a37	0.18521515	0.00023405114	0.0026909146	0.8074704	0.00038594657	0.00046694107	0.0035364795
a24	0.1463511	0.0013847287	0.006980399	0.6841164	0.0065850713	0.01572695	0.13885535
a31	0.23171014	0.003343185	0.0029350456	0.115946285	0.014459765	0.09875272	0.5328529
a20	0.3273942	0.0034802698	0.0026939209	0.37897903	0.0054789204	0.03946369	0.24250993
a0	0.20619105	0.0063699796	0.006311361	0.38760546	0.019693552	0.05334093	0.3204877
a20	0.31262997	0.009203134	0.011348535	0.4131769	0.04577867	0.063894965	0.14396782
a31	0.1567015	0.009726095	0.011498929	0.25271326	0.016234107	0.02882724	0.5242989
a8	0.025026066	0.003491448	0.0014170961	0.9639122	0.0017011156	0.0008115379	0.0036405376
a23	0.3934677	0.045389768	0.05355112	0.24500157	0.03593394	0.046211343	0.18044448
a38	0.19552968	0.010411207	0.028734175	0.6436028	0.048894614	0.04477153	0.02805608
a33	0.4646225	0.005170836	0.015358058	0.4837384	0.010252237	0.006201235	0.014656802
a31	0.33656952	0.0049597486	0.017140638	0.61254424	0.009272041	0.0060553774	0.013458408
a24	0.35938948	0.009759511	0.016915463	0.53739697	0.03366609	0.017218223	0.025654249
a18	0.35829562	0.054293737	0.062727086	0.30085292	0.06181546	0.06285583	0.0991594
a31	0.0898709	0.017446741	0.034986135	0.7858807	0.02794285	0.025587957	0.018284725
a33	0.14609466	0.036060337	0.036759116	0.63604045	0.051798828	0.045270618	0.04797599
</S>	0.23256324	0.10539101	0.105312034	0.19837514	0.11696803	0.115928784	0.1254618
