 	qui	dentro	deve	mettere	un	tappeto	</S>
a20	0.002618329	0.45357135	9.921109e-05	0.23238404	0.0598247	0.25005305	0.0014492539
a31	0.013436257	0.12825106	0.0016457345	0.024998242	0.06356661	0.6585949	0.10950714
a4	6.777397e-06	0.014624912	3.9657403e-05	0.012373915	0.21721125	0.73973376	0.016009707
a46	5.418216e-06	0.004540764	4.957213e-07	0.0738766	0.48634234	0.43501505	0.00021933085
a31	5.6817385e-07	0.00030234092	8.743135e-08	0.00081741036	0.02130647	0.9775423	3.089697e-05
a28	0.0006205827	0.0037112937	1.4827877e-05	0.033320554	0.18701632	0.77522004	9.642957e-05
a27	0.0019717787	0.01382826	6.6195826e-05	0.006036155	0.13234603	0.8394842	0.006267346
a31	0.00396648	0.025503024	0.00011206406	0.0053711347	0.020220859	0.9419891	0.0028373415
a49	0.017416034	0.043477867	0.007021691	0.10225629	0.32532737	0.49208653	0.012414304
a23	0.012758889	0.023907524	0.0018770214	0.012740285	0.080326155	0.8212277	0.047162376
a31	0.00572347	0.011415755	0.0024971745	0.01922321	0.06484339	0.87980896	0.016488066
a29	0.002167347	0.013186275	0.006222064	0.043649394	0.08079406	0.84383106	0.01014978
a17	0.024079772	0.030406432	0.008037931	0.019161887	0.044634845	0.81070644	0.06297266
a20	0.027517948	0.033798754	0.020808833	0.043231614	0.06803208	0.7560533	0.05055744
a17	0.026788251	0.03177272	0.0132239275	0.09010194	0.1601681	0.63968426	0.03826087
a31	0.016983697	0.04481672	0.00332243	0.060586385	0.2286382	0.626668	0.01898463
a20	0.010612382	0.041648492	0.005566149	0.5367336	0.27130234	0.120468065	0.013668973
a31	0.051663358	0.052692674	0.03075199	0.1109791	0.11367246	0.57715523	0.063085146
a3	0.056966815	0.20935097	0.0539336	0.09291425	0.19405499	0.28064686	0.11213254
a31	0.08812441	0.08416447	0.064953335	0.0790318	0.08425008	0.50163984	0.09783606
a8	0.060552638	0.120310925	0.06172821	0.088765614	0.2340269	0.27295282	0.16166292
</S>	0.11233247	0.09847423	0.07968361	0.14218232	0.11373012	0.34620276	0.107394464
