 	deve	che	entra	da	qui	</S>
a31	0.018846126	0.13916875	0.00095014094	0.052553575	0.7459005	0.042580884
a21	0.0031178962	0.022311864	0.00060964545	0.11655228	0.81159496	0.045813423
a31	0.0031965948	0.23370916	0.00086474855	0.01097595	0.39018205	0.36107153
a20	0.005756099	0.7824436	0.0010665559	0.019686975	0.14896485	0.042081907
a11	0.0038646024	0.8762017	0.0020386167	0.011472212	0.07369687	0.032726094
a31	0.03095173	0.2820466	0.03472501	0.23449667	0.33117902	0.08660101
a37	0.046509404	0.5681069	0.050388075	0.0733368	0.08230324	0.17935565
a31	0.058697432	0.09231804	0.09853377	0.37021083	0.26602548	0.11421444
a8	0.16646735	0.21422912	0.16455981	0.13543461	0.12623292	0.19307622
a31	0.11255556	0.12092806	0.1323574	0.29723302	0.20903264	0.12789331
a46	0.15979409	0.1634123	0.1634522	0.18212669	0.16983798	0.16137668
a31	0.15368599	0.1552488	0.15800267	0.19963393	0.17662752	0.15680104
</S>	0.16575535	0.16695346	0.16696954	0.16781034	0.16669287	0.16581844
