 	se	aveva	vestito	la	figlia	l	avessi	portato	alla	chiesa	</S>
a23	0.41690138	0.002873728	0.04004432	0.1121245	0.13815433	0.019118216	0.009720899	0.0031794528	0.00023699283	0.25667018	0.00097594893
a31	0.058383252	5.2618557e-06	0.00078872655	0.00020453717	0.00012979381	0.0026887313	0.014955485	0.0026367642	0.00010492435	0.91933656	0.00076594244
a20	0.002543597	3.5955027e-06	1.8396047e-05	5.2564177e-05	0.00011898236	0.000114856826	0.0021025	0.00015229486	4.057714e-05	0.9947789	7.378157e-05
a13	5.1094725e-05	5.62165e-06	5.9387872e-05	0.00040814956	0.00028606178	0.0005312274	0.0028994533	5.294559e-05	4.4635453e-05	0.99533504	0.0003263836
a37	0.0023708055	0.00032461455	0.0013165416	0.013175205	0.016747145	0.005099438	0.013938005	0.0006416892	0.00049976306	0.92920476	0.016681902
a31	0.005858125	0.0020253037	0.0059115784	0.07097457	0.100854516	0.0128099425	0.022869466	0.001973776	0.0031591381	0.66384864	0.10971497
a43	0.00030090718	9.8914694e-05	0.0004844709	0.0034332955	0.0016595984	0.0003861351	0.0022873166	4.377842e-05	0.00041988082	0.9858679	0.0050176703
a31	0.024656193	0.0017720595	0.0011836115	0.008100628	0.010953896	0.0011504879	0.001555282	0.00095162104	0.0022360315	0.93790054	0.0095396945
a24	0.00036650518	0.0004395257	0.0011666409	0.0025073064	0.002078749	0.0013553019	0.0020373685	0.00014429487	0.00076318375	0.98821974	0.0009214159
a7	0.23186645	0.014667679	0.004216336	0.015434687	0.038117245	0.013769433	0.01812585	0.010664462	0.015505717	0.62201226	0.015619939
a31	0.075522065	0.006219059	0.004619969	0.008196134	0.012475546	0.012317615	0.01882892	0.010168736	0.025665773	0.81208	0.013906121
a13	0.0032245922	0.006857024	0.008436753	0.011071083	0.010901459	0.015354107	0.027431302	0.007003973	0.024451071	0.87249106	0.012777566
a28	0.26577616	0.026634058	0.009470555	0.018301776	0.036875952	0.027979253	0.06643114	0.02277063	0.06270783	0.43736792	0.025684757
a20	0.13179497	0.031841956	0.023903012	0.0272753	0.033894777	0.04639083	0.16586126	0.039329432	0.12923104	0.3326447	0.037832703
a31	0.0670234	0.029091364	0.025323704	0.02751275	0.031501077	0.048863858	0.175779	0.042807233	0.14997183	0.36213455	0.039991282
a37	0.07872624	0.03336946	0.034136172	0.035455674	0.034979295	0.049214438	0.19890396	0.05031013	0.1373179	0.30546737	0.04211935
a1	0.2068751	0.08197827	0.054651808	0.058931008	0.072749265	0.06149094	0.12042856	0.060250096	0.09155284	0.12842706	0.062665
a28	0.07849904	0.06304857	0.055720136	0.05713569	0.061511155	0.06649927	0.19278128	0.06410915	0.13473213	0.1620382	0.06392532
a1	0.085753255	0.061021827	0.036764864	0.039067823	0.05270177	0.057262845	0.21427919	0.05584756	0.15243961	0.19320334	0.05165788
a28	0.073623024	0.028951848	0.0068878275	0.0066088405	0.02223541	0.011333107	0.047547612	0.014894048	0.0358464	0.73098177	0.021090062
a31	0.1037262	0.019581778	0.0058679697	0.025903929	0.036883835	0.020350123	0.0825154	0.054976463	0.018832322	0.56520694	0.0661551
a20	0.2184687	0.02475722	0.018742757	0.017666817	0.01729221	0.018384954	0.21169531	0.042582612	0.054163024	0.33569944	0.04054695
a31	0.23626186	0.14284536	0.029731382	0.040175032	0.11844629	0.0514533	0.05586497	0.048495937	0.031196723	0.1644467	0.081082374
a20	0.25222328	0.0679099	0.06433278	0.06445008	0.064827956	0.06387806	0.079206556	0.08541367	0.069200784	0.1231747	0.06538223
a31	0.12902752	0.089821376	0.07096043	0.07337743	0.08273116	0.0766634	0.1273114	0.07588841	0.099402726	0.098432116	0.07638403
a8	0.09507923	0.07976127	0.07994327	0.08012309	0.08005229	0.08215734	0.11396837	0.095428415	0.09585528	0.11544131	0.0821901
</S>	0.112044014	0.09173705	0.083942465	0.085990325	0.08925698	0.08548892	0.09475223	0.08644361	0.08993696	0.0944219	0.08598556
