 	ho	messo	uno	specchio	sul	muro	</S>
a8	0.044298623	0.012102083	0.0017158366	0.00020100577	0.7658807	0.1751677	0.00063399586
a31	0.29113302	0.023854675	0.00061830133	3.0202086e-06	0.05637256	0.6227759	0.0052424837
a17	0.06912849	0.4389599	0.0003313623	1.852323e-06	0.08750106	0.39913112	0.0049462407
a11	0.0036687064	0.00828068	4.2544507e-05	3.4629845e-06	0.17623106	0.81160814	0.00016547475
a31	0.044011906	0.48667774	0.0008828173	4.98486e-05	0.07052218	0.3900808	0.007774637
a20	0.068819255	0.12696922	0.002900829	0.0011620087	0.49289364	0.30121	0.0060451436
a31	0.13740481	0.6929895	0.0011609099	3.5464276e-05	0.016578043	0.12055179	0.031279527
a37	0.44750422	0.21976246	0.002314014	0.0012324435	0.29942283	0.028429288	0.0013347603
a24	0.7199043	0.13095193	0.004147924	0.0010835272	0.007908216	0.04920516	0.08679891
a28	0.57050127	0.09147946	0.034001496	0.045746338	0.07619	0.112357534	0.06972397
a31	0.19004521	0.01673976	0.0072769714	0.012239742	0.6153997	0.13845783	0.019840812
a24	0.4300404	0.10942446	0.025696093	0.013397832	0.30043325	0.083165124	0.037842814
a35	0.62812334	0.04685138	0.007751004	0.014320336	0.17657109	0.06815022	0.058232494
a31	0.37954155	0.12851748	0.040971253	0.027087709	0.3456589	0.04092225	0.03730084
a20	0.3075625	0.12637685	0.08655828	0.19911358	0.12600175	0.0837714	0.07061569
</S>	0.26903105	0.07721671	0.036423005	0.041494	0.38597754	0.09284386	0.09701378
