 	li	vestono	i	genitori	</S>
a31	0.5323057	0.14056331	0.30800653	0.0032123118	0.0159122
a46	0.8095538	0.01652579	0.1672377	0.00010161829	0.0065811425
a18	0.101081535	0.110654116	0.75541127	0.01817664	0.014676381
a35	0.6857293	0.19390163	0.10064272	0.004221653	0.01550463
a15	0.8086651	0.07920165	0.047817282	0.0081712045	0.056144767
a39	0.83207524	0.06280439	0.03714492	0.012419552	0.05555592
a31	0.6237176	0.10205704	0.09135421	0.020908983	0.16196212
a11	0.23035638	0.23257926	0.37274766	0.016576298	0.1477404
a20	0.76513344	0.032433107	0.014451314	0.02407738	0.16390483
a31	0.5885642	0.094295725	0.05649532	0.026763929	0.2338808
a39	0.5018833	0.19944453	0.111738026	0.051603884	0.13533022
a20	0.3006294	0.05774325	0.052958984	0.06688019	0.52178824
a46	0.25391334	0.10731116	0.10530424	0.11444945	0.41902176
a31	0.18648863	0.14531147	0.14514126	0.15086964	0.372189
a15	0.2672379	0.18596935	0.17998692	0.18243916	0.18436663
a24	0.17161106	0.15969083	0.15971017	0.16216862	0.34681928
a20	0.21137443	0.17885937	0.1797393	0.18167235	0.24835455
a31	0.1972767	0.19109064	0.1919425	0.19978	0.21991022
a13	0.20701496	0.19730198	0.19787765	0.20030414	0.19750135
a46	0.19098583	0.18664761	0.1867767	0.1888447	0.24674518
a14	0.19988167	0.1947584	0.19578674	0.20362328	0.20594986
a20	0.19729863	0.19461712	0.19611771	0.2085893	0.2033772
a31	0.1964445	0.19142851	0.19377738	0.21344887	0.20490074
</S>	0.20369774	0.1966791	0.19999424	0.20285659	0.19677235
