 	ho	finito	di	scrivere	</S>
a38	0.950248	0.017153665	0.029207328	0.00036786302	0.003023197
a31	0.8756676	0.009201981	0.042025305	1.0037848e-05	0.07309512
a15	0.5946472	0.019286534	0.38566282	7.457774e-06	0.0003959914
a18	0.16187604	0.12981604	0.699827	0.00016213313	0.0083187865
a31	0.20881361	0.26285142	0.48215058	0.01149273	0.03469159
a37	0.07767028	0.62097096	0.2861924	0.013467915	0.0016984141
a31	0.65641004	0.0924697	0.13617726	0.05902121	0.05592169
a0	0.44901675	0.10660857	0.092865035	0.07873532	0.2727743
a31	0.2047055	0.028758023	0.061653744	0.12160255	0.5832802
a18	0.23386861	0.15899993	0.17158888	0.16602108	0.26952147
a31	0.28405327	0.12112615	0.11919038	0.13416857	0.3414616
a39	0.20169927	0.19699799	0.20485878	0.1980204	0.19842362
a20	0.3008441	0.16550869	0.16202877	0.16522166	0.20639674
a31	0.28979427	0.17411791	0.17709447	0.17518355	0.18380979
a8	0.19109248	0.18445204	0.24934758	0.18934481	0.18576312
a20	0.31405333	0.14807492	0.14715903	0.1510208	0.23969191
a31	0.2223825	0.19183592	0.19599375	0.19302069	0.19676706
</S>	0.19340372	0.18890913	0.23509313	0.19221845	0.1903755
