 	lo	posso	finire	di	scrivere	</S>
a20	0.9857108	0.0001964617	4.610391e-05	0.013648822	4.350136e-05	0.0003543964
a31	0.7117057	3.4464738e-05	2.47874e-05	0.12695749	6.947292e-05	0.16120812
a39	0.9183515	0.00016723106	2.4426938e-05	0.078040294	2.8986276e-05	0.0033875015
a24	0.97202545	0.0010451723	0.0001714339	0.020375965	3.1683332e-05	0.006350351
a18	0.35779706	0.014309332	0.0056422725	0.59214085	0.0102473935	0.019863157
a24	0.7358936	0.004389346	0.005805812	0.20387302	0.010095958	0.039942265
a31	0.3426392	0.010896403	0.030497123	0.4247977	0.047553357	0.14361624
a20	0.4190146	0.020729369	0.030728955	0.17270274	0.049882296	0.30694205
a31	0.1391738	0.015492703	0.025439126	0.11957792	0.09371871	0.6065977
a1	0.15805452	0.14408977	0.1450282	0.14885817	0.14831644	0.25565293
a31	0.12271202	0.112734325	0.1202328	0.12077154	0.1362949	0.3872544
</S>	0.17038566	0.1646294	0.16794336	0.16536282	0.16453867	0.16714014
