 	sembra	che	il	ladro	è	entrato	da	qui	</S>
a31	0.016199687	0.15194955	0.33249533	0.45891246	0.00063585665	3.9899947e-05	0.002585115	0.033243444	0.0039386395
a28	0.0002983887	0.0026452988	0.2582263	0.62567127	5.7607653e-05	6.8771774e-06	0.0049640266	0.10478809	0.0033421025
a37	0.0008079754	0.0013012191	0.013465814	0.97391087	5.7214067e-05	6.432303e-07	0.00013218117	0.0066914144	0.0036327546
a31	0.008727013	0.024280699	0.112684704	0.63952094	0.00064985553	0.00011594415	0.0042231637	0.10699986	0.102797866
a11	0.04876484	0.047765195	0.04358454	0.8005339	0.012691224	0.00012570946	0.008254226	0.012315498	0.025964918
a31	0.10773928	0.078308366	0.22960666	0.27955428	0.0014326642	0.0027689985	0.06515174	0.07990431	0.15553372
a20	0.011181871	0.0071965987	0.017121898	0.8321208	0.07289104	0.0016821559	0.02712717	0.012806245	0.01787209
a31	0.07505748	0.044345383	0.056812774	0.17324035	0.033995856	0.041599814	0.261531	0.23971424	0.073703155
a39	0.016022153	0.018693678	0.050378725	0.40487105	0.25527006	0.03025104	0.11511192	0.042439893	0.06696156
a31	0.12277396	0.086820655	0.057565007	0.07574538	0.06668563	0.04747037	0.28280538	0.19670181	0.063431814
a13	0.07738726	0.08323234	0.10506014	0.1549425	0.14378133	0.09454695	0.13356853	0.10112094	0.10636
a31	0.14802307	0.13361475	0.081074454	0.07627615	0.07059782	0.07146285	0.2216096	0.122022	0.075319245
a13	0.109232545	0.109684125	0.108800665	0.11745403	0.11387173	0.10671286	0.11681862	0.10912259	0.108302824
a31	0.1425398	0.13596521	0.09813944	0.09678476	0.09193245	0.091955684	0.14198653	0.10735729	0.09333887
a39	0.11292468	0.11254366	0.10943751	0.11407887	0.11113101	0.10874141	0.11241654	0.10974729	0.10897905
a11	0.13975114	0.13516627	0.10340821	0.10259076	0.09823873	0.098007776	0.11945935	0.1046516	0.098726176
a46	0.18629768	0.17741507	0.09799183	0.102480486	0.085060164	0.07764814	0.108662546	0.086973734	0.077470325
a18	0.07956611	0.074820615	0.06582833	0.26823822	0.122445405	0.06922555	0.1568498	0.09622286	0.06680308
a31	0.13498731	0.10587478	0.052719064	0.18241972	0.07828777	0.04744876	0.2287652	0.12522084	0.044276528
a39	0.11204867	0.10764973	0.07531939	0.29095215	0.11017799	0.07003065	0.08341621	0.07757292	0.072832234
a18	0.18781003	0.171302	0.152483	0.124647446	0.048210748	0.045967717	0.14111601	0.07985619	0.048606854
a46	0.16083302	0.139532	0.0850416	0.25623316	0.07391347	0.06217636	0.08899492	0.07116926	0.062106192
a31	0.05988641	0.057094883	0.056515228	0.42896122	0.11858245	0.052227233	0.098901965	0.071728945	0.05610174
</S>	0.113402985	0.11049852	0.08645652	0.25577897	0.096941374	0.082574934	0.08577186	0.084871195	0.083703645
