 	la	casa	la	costruiscono	i	muratori	</S>
a31	0.62774885	0.026976956	0.053175732	0.0030378047	0.21054198	0.009926927	0.06859176
a18	0.57251817	0.026404565	0.08501019	0.012024845	0.15878543	0.007935467	0.13732131
a31	0.003224606	0.006523643	0.0022428383	0.08867264	0.76321656	0.0051312554	0.13098843
a20	0.069086716	0.14433616	0.05937024	0.33198506	0.23478441	0.028801208	0.1316362
a31	0.024598908	0.16157308	0.036437437	0.23397604	0.30763403	0.058750346	0.17703022
a37	0.063819475	0.113483354	0.021364313	0.14773466	0.5510494	0.044525906	0.05802291
a18	0.085070096	0.13866489	0.019478839	0.12893987	0.4744969	0.054840956	0.09850842
a46	0.19410539	0.054353822	0.025789483	0.16444252	0.39367133	0.047184706	0.1204528
a31	0.098678514	0.0608226	0.04318504	0.2605308	0.29293352	0.07153448	0.172315
a46	0.12657438	0.12969816	0.09866276	0.2265765	0.17046745	0.11317352	0.13484725
a31	0.101653226	0.095185414	0.08800148	0.27838156	0.19496426	0.100763515	0.14105053
a46	0.15098195	0.13461386	0.12905897	0.16699211	0.14946024	0.13318191	0.13571107
a31	0.1298978	0.12926188	0.12706661	0.18349369	0.15621577	0.13068981	0.14337435
a46	0.14390612	0.13913982	0.13764067	0.15419626	0.14647624	0.13917166	0.13946928
a31	0.13729073	0.13767305	0.13679278	0.15863581	0.148172	0.13824314	0.14319254
a18	0.14349364	0.13986209	0.13918148	0.15162858	0.145907	0.14012897	0.13979821
a31	0.13980708	0.13955703	0.13902502	0.15185006	0.14596204	0.13987589	0.1439228
a37	0.14372496	0.13960892	0.13911344	0.1518377	0.14637922	0.13999169	0.13934408
a13	0.14157777	0.14063269	0.14024937	0.14841327	0.14482036	0.14078957	0.14351697
a31	0.1280164	0.1267895	0.12552094	0.19708799	0.16552751	0.13010406	0.12695356
a20	0.14389813	0.13436851	0.13380024	0.161999	0.15676823	0.13563576	0.13353013
a31	0.14405696	0.1409142	0.1404611	0.14666612	0.14419357	0.14084569	0.1428623
a20	0.14296378	0.1402204	0.13992278	0.150135	0.14617038	0.14060794	0.13997965
a31	0.14328668	0.1406225	0.14022717	0.14801495	0.1447066	0.14073627	0.14240582
a20	0.14238699	0.13986461	0.13954619	0.15156828	0.14667529	0.14034884	0.13960981
</S>	0.14382225	0.1403575	0.13992554	0.14843705	0.1449345	0.14048539	0.14203772
