 	nella	pasta	metti	sale	vuole	il	sale	</S>
a28	0.3715293	0.37136886	0.18092358	0.023481889	0.013018512	0.00368849	0.035756093	0.00023323916
a31	0.18960494	0.3651874	0.07105061	0.035638493	0.02066706	0.18124387	0.11453888	0.022068843
a7	0.046526928	0.036043238	0.02375989	0.034660675	0.003917846	0.048856784	0.7701469	0.036087677
a46	0.14434594	0.23552534	0.12792102	0.06271483	0.01096126	0.008886484	0.40766737	0.0019778209
a10	0.18750523	0.2523473	0.06638961	0.047996413	0.0027983927	0.0014877339	0.43661305	0.004862268
a14	0.054475512	0.42566732	0.22126609	0.0311904	0.0025617585	0.0008348173	0.25354567	0.0104584005
a31	0.17713732	0.28079996	0.046537198	0.016151572	0.0026507122	0.00059588917	0.47420594	0.0019215003
a0	0.13237618	0.6299668	0.009456786	0.02220904	0.06411085	0.02221142	0.11922426	0.00044465298
a20	0.16502388	0.10896124	0.14559327	0.10639127	0.021984128	0.009218799	0.441424	0.001403456
a31	0.1633226	0.24805267	0.06570132	0.2518317	0.03411359	0.0065305317	0.22871074	0.001736821
a10	0.05817405	0.1586944	0.03343138	0.33684617	0.11560774	0.074646	0.22233866	0.00026164931
a0	0.56302875	0.11614945	0.03882424	0.03662185	0.037375648	0.0060476707	0.19945261	0.0024997103
a18	0.24949525	0.47660118	0.04968541	0.061246313	0.030927466	0.03499127	0.09165629	0.005396786
a17	0.137945	0.5266716	0.032705728	0.039626274	0.07240841	0.07668315	0.1112412	0.0027186912
a8	0.055695686	0.60339695	0.22031115	0.024041953	0.04318775	0.022606533	0.027990239	0.0027696935
</S>	0.011674836	0.778108	0.20236203	0.0025592535	0.002151328	0.0011563811	0.0016703738	0.00031773635
