 	tu	le	hai	cucinati	le	verdure	</S>
a46	0.0022926098	0.9515572	0.00079731585	0.025470408	0.017244719	0.0024333359	0.00020426209
a8	0.020567074	0.49608314	0.00077882287	0.07261488	0.19389202	0.19612227	0.019941755
a20	0.0049644066	0.07006499	0.0008141796	0.20401286	0.17287241	0.54562616	0.0016449987
a8	0.0006454925	0.61001104	0.00033653452	0.072361246	0.20725825	0.10078923	0.008598129
a31	0.0006530264	0.13055752	0.00445296	0.5329092	0.07418755	0.16191092	0.095328845
a37	0.003785626	0.32731882	0.0037085658	0.28549352	0.12533543	0.17527544	0.07908258
a10	0.0034114695	0.47058886	0.008477008	0.18943407	0.05631145	0.1428128	0.12896438
a31	0.009314119	0.1374361	0.012698122	0.30969703	0.041563544	0.35476562	0.13452543
a21	0.0035562147	0.18933661	0.0028923252	0.5184044	0.017319364	0.25205117	0.016439857
a31	0.022563672	0.76995426	0.00650721	0.14560701	0.0074494053	0.035779838	0.012138545
a10	0.0010634697	0.7526746	0.009409908	0.1662178	0.011875471	0.05087933	0.007879529
a17	0.03382228	0.6756816	0.007567715	0.19771391	0.009653341	0.056745578	0.018815547
a20	0.02859059	0.7313982	0.015089591	0.18387496	0.01060099	0.021416243	0.009029374
a31	0.014255893	0.57181174	0.023974702	0.29655346	0.024840003	0.06156658	0.0069976267
a39	0.00653876	0.6289677	0.020203609	0.12294546	0.1166982	0.08522073	0.019425582
a31	0.06753383	0.3599085	0.026251083	0.44753334	0.028961796	0.034987576	0.034823995
a8	0.04413779	0.19164903	0.1529356	0.167056	0.12480359	0.17109494	0.14832303
a39	0.091573484	0.3972691	0.07885656	0.1879199	0.08029991	0.082208075	0.0818729
a8	0.12857763	0.20522109	0.1278278	0.14865734	0.12829298	0.13253658	0.12888664
</S>	0.11552267	0.25725278	0.10953709	0.1779367	0.11083441	0.11733182	0.11158445
