 	sul	muro	vuole	uno	specchio	</S>
a31	0.5792703	0.24762553	0.16938497	0.0014495449	0.00026383036	0.0020058241
a39	0.46355054	0.40362096	0.1326575	0.000107244225	6.1457245e-06	5.755867e-05
a35	0.91166055	0.044825222	0.04166137	0.0009893159	6.9980604e-05	0.0007935814
a31	0.44660702	0.20045558	0.3481272	0.003956537	0.00016808524	0.0006854991
a2	0.97463346	0.019276673	0.005418804	0.0002098319	0.0001470052	0.00031425807
a0	0.23004323	0.6955494	0.07067017	0.001483794	0.0010758234	0.0011776056
a20	0.15556756	0.640172	0.18084557	0.017376864	0.0043503284	0.0016876751
a18	0.29190952	0.53242344	0.1684477	0.0046788673	0.0009401395	0.0016003082
a31	0.7951665	0.1195037	0.053318754	0.005057888	0.004764401	0.02218879
a0	0.96002716	0.028859364	0.002725301	0.0016922374	0.004168589	0.0025272837
a31	0.8602352	0.06920328	0.013461702	0.002709425	0.011577661	0.042812694
a46	0.6941403	0.0812868	0.0682337	0.061916627	0.05283091	0.041591577
a33	0.7564693	0.050880294	0.043645408	0.04063291	0.041643485	0.06672855
a8	0.666152	0.060839362	0.055015594	0.052822724	0.06383643	0.10133382
a31	0.8036396	0.01466148	0.016673218	0.027185503	0.050596267	0.08724386
</S>	0.3632999	0.06529247	0.036374297	0.06714316	0.18884698	0.27904317
