 	non	sapeva	dove	a	stare	</S>
a20	0.015866902	0.0066209924	0.78867674	0.05662255	0.12937325	0.0028394961
a31	0.16425297	0.025563994	0.2957116	0.060152702	0.14639993	0.30791882
a37	0.00048550245	0.002746852	0.11133768	0.0078850305	0.7955538	0.08199112
a38	0.00015724867	0.00016936236	0.046939876	0.00287528	0.9493766	0.00048165568
a31	0.00044811497	0.00050973875	0.1301907	0.0011081548	0.8672363	0.0005070135
a41	0.01754986	0.006054551	0.750059	0.0064792763	0.21878874	0.001068603
a10	0.006621811	0.0062754224	0.055832304	0.0032909142	0.92232364	0.0056558712
a20	0.0010929236	0.004923964	0.016891683	0.0046544475	0.9632493	0.009187686
a9	0.0012694302	0.0013012997	0.0059919874	0.0013885966	0.9874144	0.0026341812
</S>	0.0018847432	0.015360801	0.04380818	0.01730134	0.8006932	0.12095175
