 	qualcuno	al	telefono	vuole	sapere	dell	Anna	</S>
a23	0.01602308	0.0115304645	0.6684802	0.062181845	0.160059	0.0015531562	0.07985084	0.00032143632
a31	0.048389614	0.013525373	0.18375598	0.042662352	0.22430904	0.045273855	0.43542537	0.006658371
a29	0.021954034	0.00639352	0.16808423	0.010381642	0.043428298	0.045997735	0.6919623	0.011798232
a46	0.0023393442	0.0054333243	0.24048515	0.015680838	0.024179468	0.041394334	0.66584927	0.0046382956
a11	0.0040582507	0.001957849	0.50989276	0.023090351	0.06850788	0.0026330098	0.3874948	0.0023650888
a20	0.0021901873	0.0015562	0.19165908	0.02308163	0.06628354	0.0024591964	0.6996535	0.013116608
a8	0.0032442394	0.0008880095	0.02906187	0.016603613	0.045741383	0.0044773216	0.8837621	0.016221484
a31	0.014780737	0.0012894474	0.05191285	0.08945819	0.50258523	0.0032754515	0.32002985	0.016668333
a38	0.0019776877	0.0005228303	0.3626337	0.1987102	0.39950317	0.00048614707	0.0357524	0.00041380586
a31	0.027669897	0.00089131785	0.15015158	0.16266918	0.33697224	0.0074787457	0.3077952	0.0063718357
a24	0.007638397	0.0014801607	0.7318386	0.0908308	0.12265273	0.009851984	0.03195893	0.0037484388
a37	0.101689845	0.0016193716	0.08626153	0.06296901	0.45149863	0.022481365	0.2512933	0.022186968
a15	0.016926115	0.0014947919	0.06029911	0.094844945	0.67805856	0.0126092145	0.13118464	0.0045825294
a31	0.010978888	0.0010871084	0.04149617	0.12530424	0.7397891	0.005687844	0.073525354	0.002131199
a20	0.033333164	0.005613894	0.10710127	0.24580736	0.43759474	0.027963227	0.13347611	0.009110286
a31	0.05257162	0.0058254558	0.0874093	0.10895827	0.5238253	0.035820965	0.1548491	0.030740008
a37	0.021019768	0.008791522	0.059860848	0.24873303	0.35851523	0.034600228	0.2543585	0.01412085
a46	0.046686906	0.011605309	0.10134124	0.17589404	0.4281436	0.03870514	0.16836943	0.02925434
a20	0.009455651	0.0070719873	0.028675139	0.1217969	0.68846065	0.014114673	0.12012045	0.0103044985
a24	0.0107237	0.0056093275	0.012076797	0.07226028	0.8122684	0.009336499	0.07170564	0.00601933
a31	0.025880788	0.0064105582	0.0097270245	0.03161867	0.87238735	0.010034712	0.039173897	0.0047669536
a17	0.149359	0.021679617	0.09544082	0.11256723	0.41393128	0.07400833	0.0798661	0.053147573
a20	0.058908965	0.021148587	0.018872868	0.028931154	0.83094215	0.008192494	0.023700228	0.009303449
a38	0.08798616	0.03217493	0.026704367	0.030318739	0.73489076	0.020059597	0.061847217	0.006018246
a31	0.06442856	0.025654528	0.022781797	0.09351638	0.65370655	0.0486461	0.08573423	0.005531916
a17	0.24469966	0.03033896	0.08788863	0.113413244	0.2583071	0.098687105	0.1055077	0.061157588
a31	0.19748922	0.087318294	0.054159436	0.04599565	0.4863375	0.032778665	0.059231397	0.036689818
a37	0.0827546	0.047175944	0.053822078	0.1640214	0.24909255	0.14529717	0.19698134	0.060854837
</S>	0.21694212	0.1266884	0.07066465	0.08344025	0.29710102	0.063419126	0.0764414	0.065303035
