 	sta	seduta	nel	giardino	nel	giardino	</S>
a33	0.79128	0.008181366	0.0019347591	0.022807341	0.0017444687	0.16096473	0.0130873155
a31	0.10827606	1.1494514e-05	1.0663007e-05	0.11732372	0.0001326612	0.6278065	0.1464389
a20	0.035664774	2.5341433e-05	8.873108e-06	0.009509112	0.0001472892	0.937454	0.017190639
a31	0.0022477997	0.00027451498	0.00010524394	0.047005855	0.001199976	0.9442612	0.0049053724
a20	0.10921927	0.0063568484	0.005596251	0.03562845	0.00894275	0.75222534	0.08203109
a38	0.013449938	0.015274665	0.00917378	0.090327896	0.008107491	0.7816177	0.08204855
a31	0.046839565	0.010634627	0.024055945	0.16359016	0.013758717	0.62053007	0.12059093
a29	0.1027783	0.10316368	0.07552307	0.2345441	0.12031377	0.34616643	0.0175106
a20	0.054545265	0.06731807	0.09119302	0.18178374	0.19987021	0.2539387	0.15135099
a31	0.03631286	0.08225136	0.10837028	0.18749766	0.20120275	0.24156535	0.14279974
a20	0.05748754	0.06545173	0.079472445	0.1657783	0.2717881	0.32289842	0.037123438
a46	0.04444609	0.068369366	0.08906643	0.15741345	0.28780282	0.26410308	0.08879876
a31	0.07101588	0.08035688	0.08915536	0.12511739	0.30042568	0.21909985	0.11482885
a20	0.10509344	0.10894129	0.113121465	0.13542093	0.24094012	0.19423738	0.10224537
a31	0.071112834	0.083632044	0.09217696	0.12849355	0.30269495	0.225433	0.09645664
a39	0.10498445	0.11118938	0.1152492	0.13558918	0.23735425	0.19118077	0.10445275
a0	0.13094085	0.13131426	0.13221523	0.14050046	0.15891755	0.15822795	0.14788367
a20	0.086869106	0.09051516	0.093219176	0.15250453	0.16868258	0.2566809	0.15152857
a23	0.016497731	0.022595253	0.02982568	0.2164981	0.092955284	0.38642803	0.23519996
a31	0.0371195	0.017209604	0.019958122	0.1536894	0.060281124	0.2748662	0.43687603
a20	0.071865894	0.053427894	0.054025736	0.24629436	0.09241731	0.3108154	0.17115344
a31	0.17557897	0.1049128	0.104876585	0.11062976	0.11719527	0.119374156	0.26743248
a46	0.12720518	0.12810643	0.12921429	0.14732198	0.16146904	0.1783368	0.12834623
</S>	0.13951474	0.13945621	0.1397599	0.14212051	0.14783382	0.14653349	0.1447813
