 	il	vino	buono	deve	essere	invecchiato	</S>
a24	0.9993259	0.00010343431	5.3862146e-05	4.5685494e-05	5.0910763e-05	6.6302644e-05	0.00035402828
a46	0.99362344	0.00028460822	1.0551771e-05	2.3443552e-05	5.098021e-05	0.0002880573	0.005718998
a31	0.9988919	0.00026729715	4.0400617e-05	6.901795e-05	7.471414e-05	0.0003086728	0.0003481139
a17	0.99816966	0.00050619204	1.9616773e-05	5.3239717e-05	4.9320137e-05	0.0004822694	0.0007197788
a37	0.8860855	0.057928093	0.0017098208	0.0020606958	0.0021676028	0.01731259	0.032735534
a31	0.5653001	0.097281724	0.014387724	0.015303863	0.01847809	0.11304999	0.17619854
a39	0.4273933	0.048286114	0.04985341	0.05559434	0.06533725	0.25825393	0.09528165
a31	0.14638805	0.04003401	0.053291474	0.069926605	0.08013437	0.49065927	0.119566225
a37	0.17686228	0.048942406	0.059542265	0.14514619	0.26524535	0.2681512	0.036110245
a31	0.10007258	0.093397	0.096690185	0.1292501	0.24556288	0.23057832	0.10444895
a46	0.12197317	0.117433876	0.11924133	0.1369686	0.20244673	0.1868427	0.115093544
a31	0.13947536	0.13851935	0.13881372	0.1416846	0.15209602	0.14999998	0.13941099
a46	0.13746092	0.13749002	0.13789105	0.14177626	0.15587954	0.15250853	0.13699359
</S>	0.1399289	0.13962844	0.13986006	0.1421166	0.15027736	0.14844997	0.13973874
