 	è	possibile	che	è	entrato	da	qui	</S>
a13	0.0015845055	0.95180017	0.010259926	4.5108194e-05	9.1105885e-06	0.0075563733	0.027867984	0.0008769091
a31	8.733317e-05	0.28181428	0.018020663	4.4536642e-05	6.224033e-07	0.079557694	0.49750695	0.12296792
a15	5.6354824e-05	0.929345	0.04462709	3.5773308e-05	2.957024e-07	0.0017896815	0.01966541	0.004480389
a20	0.00021776519	0.88638824	0.09391535	0.00030627803	3.7153595e-06	0.00090939604	0.016260836	0.001998548
a11	0.008580512	0.7770529	0.06403699	0.0012531802	0.0003410012	0.039390426	0.08964801	0.01969701
a31	0.019273123	0.53479815	0.09029022	0.0030881683	0.0019302709	0.09038031	0.23272736	0.027512407
a39	0.0032750347	0.6026156	0.31864926	0.0037430741	0.0002953664	0.01737226	0.051939644	0.0021097343
a46	0.16472983	0.6545496	0.026136883	0.0030080103	0.007380574	0.044357993	0.08540136	0.014435755
a18	0.10095125	0.37212572	0.034054235	0.006869216	0.00823938	0.13782197	0.23128718	0.108651035
a31	0.062045164	0.21002083	0.022681298	0.0053358627	0.011925845	0.16996777	0.27069294	0.2473303
a13	0.1321274	0.43679142	0.068775974	0.039942667	0.03322989	0.07411774	0.1608471	0.05416781
a31	0.055950847	0.043876052	0.01731852	0.015460588	0.031309586	0.27554026	0.23742378	0.32312042
a46	0.1231925	0.1267224	0.12414331	0.12481617	0.12236466	0.12580928	0.12936653	0.123585165
a31	0.09204888	0.09184904	0.087123044	0.08682187	0.08937055	0.1746536	0.23694448	0.14118853
</S>	0.124331035	0.124638036	0.124726385	0.1250463	0.12424996	0.1255047	0.12676801	0.12473555
