 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.973055	0.024069209	0.0025467505	0.00030186944	1.5575219e-05	7.035757e-06	4.6717237e-06
n	0.98648804	0.01334447	7.9280515e-05	7.280624e-05	1.036104e-05	3.2822115e-06	1.7709175e-06
a	0.8387232	0.14854096	0.011393479	0.00084971875	7.35755e-05	1.4858387e-05	0.0004042676
a	0.5142706	0.46162623	0.020487636	0.0030442772	0.00037473775	7.446294e-05	0.0001220564
f	0.012310438	0.90125835	0.08410142	0.002077947	0.00017564853	4.007086e-05	3.6143225e-05
o	0.0017762422	0.8457536	0.14780945	0.0043257526	0.0001380205	1.0751155e-05	0.00018613721
r	0.015654938	0.65155023	0.32437277	0.007917532	0.00036704526	9.6701464e-05	4.0813735e-05
à	0.0010303273	0.62964904	0.3310823	0.03523034	0.00096880156	0.00011872274	0.0019204126
s	0.0056073717	0.0449478	0.61743367	0.30689597	0.020826118	0.002640455	0.0016486618
o	0.0005313833	0.62326366	0.35322952	0.017164007	0.001430276	9.9705765e-05	0.0042815716
t	0.030610424	0.016601652	0.48366582	0.39107853	0.05850724	0.00848588	0.011050356
o	7.3387375e-05	0.009595052	0.7083246	0.24042828	0.014824814	0.0011521658	0.025601696
t	0.013818269	0.0008568743	0.011375448	0.6981444	0.20447978	0.032637935	0.038687274
s	6.111267e-05	0.0006524213	0.058331117	0.7289231	0.08422622	0.011566012	0.11624005
o	2.417025e-06	1.3030077e-05	0.00094377104	0.48195645	0.1906421	0.08530092	0.24114133
m	0.0015891802	6.127534e-05	0.0013691701	0.2100655	0.5092419	0.11770039	0.15997256
ì	0.012450852	0.0048879473	0.0049345596	0.29981983	0.17932828	0.04473798	0.45384055
p	0.009041538	3.5134944e-05	0.00016004186	0.011959874	0.48353657	0.3743586	0.12090824
à	7.1653805e-05	0.00013502757	0.0009704385	0.044880774	0.4008207	0.044206966	0.5089144
s	0.0016312678	2.6442936e-05	0.0002038864	0.0036045625	0.14485252	0.64244246	0.20723891
s	7.524363e-05	4.037885e-05	0.0002700562	0.0051069316	0.34982798	0.158552	0.48612738
i	5.0572817e-05	1.1607578e-05	6.147563e-05	0.0006326653	0.072026245	0.48756242	0.43965504
n	0.0023787743	7.440149e-05	0.00020275211	0.0017742238	0.022844456	0.6352837	0.33744168
i	0.0002056031	6.277624e-05	0.00011034398	0.00018115016	0.064318866	0.45626417	0.47885716
m	0.004473223	0.00032064234	0.0010210245	0.001545197	0.016141603	0.76251394	0.21398441
è	0.0044424203	0.0002325259	0.00024021062	0.00024609664	0.0056910207	0.15186834	0.8372793
r	0.08404767	0.0038497718	0.010798455	0.029386856	0.075119294	0.50943977	0.28735816
a	0.012935823	0.0066970275	0.010648169	0.0022382229	0.0031771054	0.15645012	0.8078535
</S>	0.13232677	0.011369912	0.03103493	0.08681545	0.15670462	0.31702757	0.2647208
