 	se	la	pasta	voleva	sale	lo	avevo	messo	</S>
s	0.93851095	0.061330058	0.00013316405	1.3175009e-05	1.1791815e-05	8.4122667e-07	3.0730583e-08	1.483822e-08	6.5386154e-09
e	0.16104873	0.77196705	0.06658946	0.00034570674	3.8699913e-05	8.052577e-06	8.386833e-07	7.5756077e-07	6.188671e-07
t	0.0022128152	0.6872089	0.30740625	0.0030387035	0.00013025047	2.8565623e-06	3.6632e-08	1.2837508e-07	5.915486e-08
i	0.010867009	0.97380733	0.00872772	0.0055430993	0.00090318936	0.00014362486	6.942645e-06	5.286672e-07	6.1492676e-07
p	0.0021123854	0.42163008	0.540584	0.03293137	0.0026867972	5.4266096e-05	3.4825018e-07	5.071245e-07	2.6939344e-07
à	0.02535029	0.2215183	0.5176825	0.21417466	0.016137322	0.004823854	0.00024652208	2.7593987e-05	3.8957427e-05
s	0.00033523137	0.031835712	0.837298	0.12267787	0.006289408	0.0015334506	2.1478092e-05	4.2564134e-06	4.551899e-06
t	0.0020059815	0.019609002	0.93201494	0.040777747	0.004053746	0.0012797038	5.958021e-05	0.0001385798	6.070257e-05
a	0.024969485	0.19224237	0.16752717	0.39765415	0.15024745	0.06584301	0.0007260636	0.000483027	0.00030728197
ì	0.0008879402	0.0055703986	0.040641587	0.80564445	0.13573901	0.011363303	5.7730645e-05	5.1747447e-05	4.383539e-05
t	0.0039890413	0.0014841814	0.022342728	0.792762	0.1680379	0.010611327	0.00030174234	0.00027966296	0.00019134564
e	1.5107378e-05	0.000110141606	0.072049566	0.76183087	0.10962876	0.03765586	0.009797193	0.0062088487	0.0027036152
l	0.0069003794	0.0016324929	0.00067138846	0.27232045	0.6642657	0.05332678	0.0004094018	0.00021636464	0.00025707038
e	0.0024168182	0.002737188	0.0031598904	0.59657884	0.25655597	0.11865738	0.015159563	0.00321166	0.001522667
à	0.06539863	0.008519619	6.107906e-05	0.043699786	0.7411813	0.13957085	0.00066216814	0.00039654964	0.0005100235
l	0.008027403	0.00013563286	0.000112701026	0.026864298	0.7418713	0.20770738	0.01001733	0.0021815468	0.0030823417
a	2.148181e-05	2.6267053e-05	0.00036686225	0.059849996	0.34084255	0.2501706	0.1842566	0.13071793	0.033747755
t	0.0044169514	0.00025095596	3.297601e-05	0.001706857	0.1832553	0.7736261	0.023299253	0.00544546	0.007966147
o	0.00043484714	7.2825615e-06	1.8810421e-06	0.0043399637	0.24502517	0.5544978	0.1367563	0.031135	0.027801752
n	0.005045734	0.0005614391	6.460223e-05	0.0006732452	0.073862374	0.61572504	0.19172297	0.03706405	0.07528055
ì	0.0006898594	1.0906622e-05	2.0532334e-06	0.00055297435	0.063794695	0.41174752	0.34021193	0.09473309	0.088257
c	0.14380167	0.004451071	0.0008018628	0.0004292627	0.0134245325	0.14032377	0.46420282	0.10286769	0.12969735
h	4.158345e-06	1.536126e-06	4.5687552e-06	0.0004176153	0.036116686	0.34774455	0.34708723	0.19354309	0.07508063
a	1.4952756e-05	2.185512e-05	1.485445e-06	6.927284e-05	0.00036938206	0.07073874	0.2804573	0.35806435	0.29026264
v	0.00035048873	0.00041550255	0.000348578	0.0027109368	0.00835314	0.031842895	0.088598125	0.36203524	0.5053451
à	0.0007837098	4.0318057e-05	6.707844e-06	0.00016710508	0.00031126707	0.010160706	0.09561668	0.49612215	0.39679137
l	0.008346449	0.0027159457	0.0015072178	0.0037980163	0.007301289	0.0069019315	0.025856007	0.5410259	0.40254736
o	2.8650805e-07	5.3790627e-06	1.1743084e-05	3.7238242e-05	5.0595103e-05	0.002210566	0.08221342	0.75845486	0.15701595
n	0.00088575005	0.003072338	0.006687845	0.014066113	0.020014679	0.0066965376	0.016951963	0.4110078	0.520617
t	6.0882656e-05	1.203226e-05	2.8561685e-06	9.945799e-06	3.713896e-05	0.00038468748	0.030677306	0.61076784	0.35804728
a	9.0311805e-05	3.1013675e-05	5.3192907e-06	1.547188e-05	2.5069501e-05	0.00024945024	0.053403657	0.4275804	0.51859933
</S>	0.0003067219	0.0019453907	0.0023324527	0.0075782062	0.011962875	0.0071085775	0.015885336	0.39439633	0.55848414
