 	questa	canzone	venne	scritta	quattro	anni	fa	</S>
ì	0.9875234	0.010829368	0.0014284606	0.00021162083	6.6019943e-06	3.6283936e-07	1.1637636e-07	9.357571e-08
s	0.7346531	0.2637731	0.0015691374	1.0301873e-06	3.3776928e-06	1.04916666e-07	2.611097e-08	7.265099e-08
o	0.78839266	0.19573785	0.0077438634	0.0075002	0.0004414869	9.6025586e-05	5.2264197e-05	3.5759396e-05
t	0.21502578	0.76726747	0.017693417	5.9132644e-06	7.3039196e-06	7.492352e-08	1.3920205e-08	4.6674742e-08
r	0.5038824	0.43128252	0.051817954	0.0125013115	0.00043326063	5.6801247e-05	8.427299e-06	1.732601e-05
a	0.9663503	0.03292468	0.0005661145	0.00015501163	3.4712332e-06	2.3944838e-07	3.4138235e-08	1.2845724e-07
ù	0.041534793	0.94083416	0.017537327	7.76284e-05	1.5971427e-05	1.2060408e-07	1.1594106e-08	2.6043736e-08
d	0.00041769058	0.5949798	0.40348214	0.0007732543	0.00031219618	1.1383666e-05	5.288759e-06	1.8295816e-05
i	0.0004948094	0.07819363	0.45718312	0.4283389	0.022535082	0.0089541385	0.0026899434	0.0016103568
ì	0.004968922	0.41329357	0.5694608	0.010699081	0.0015577006	1.4640312e-05	1.6322616e-06	3.6036017e-06
r	0.00027344818	0.013673832	0.9754077	0.0082367	0.0023067396	5.4324828e-05	1.1949571e-05	3.516833e-05
t	6.933416e-05	0.0026443982	0.41156894	0.5694181	0.010719889	0.0036568155	0.0011174141	0.0008051556
e	0.00051529735	0.010432215	0.2885845	0.6905836	0.00785777	0.0009715805	0.00037155498	0.0006835754
g	0.0076958407	0.004210989	0.5483896	0.37119257	0.06734473	0.00090107234	5.160878e-05	0.00021359728
r	2.55437e-05	6.77045e-05	0.17559028	0.8064922	0.011213192	0.004168827	0.0014186237	0.0010234991
a	1.1692468e-05	3.0516245e-05	0.023488514	0.8914265	0.07091881	0.0057045305	0.0015861166	0.006833227
m	0.0036786394	0.0005248056	0.018708186	0.8192882	0.15411897	0.0026899853	0.00016079907	0.0008304141
m	8.818118e-06	4.07713e-05	0.088712685	0.88652086	0.016112987	0.004933276	0.0017766587	0.001893893
è	1.3482802e-05	5.834363e-05	0.0012242899	0.18760946	0.7775603	0.015653716	0.0023712416	0.0155092245
n	0.18938465	0.10366014	0.0014690801	0.5104165	0.18895015	0.0037626566	0.00078976824	0.0015669717
o	1.3029778e-05	0.00010584011	0.06817341	0.9047703	0.01750801	0.0047545955	0.0015739788	0.0031007687
t	0.00083695137	0.00026266766	0.0011633291	0.049654976	0.9151462	0.027676454	0.00079801853	0.004461351
è	1.5739679e-05	6.615888e-06	0.003909099	0.41520214	0.323456	0.14980257	0.052646663	0.054961167
s	0.0051884768	0.00018132632	6.290253e-05	0.0039397683	0.92783326	0.048645496	0.0036144454	0.010534383
s	3.0008227e-06	1.2221314e-05	0.007396745	0.41389623	0.30895627	0.13249953	0.04330542	0.09393061
e	4.3303226e-06	1.0066473e-06	2.9482246e-05	0.0397485	0.4460896	0.24322402	0.09061944	0.18028359
r	0.00072961225	0.0002562641	0.00030352	0.0013615802	0.72168684	0.21613121	0.009102232	0.050428655
u	4.6149926e-05	8.692e-05	0.00037030503	0.04457731	0.13639708	0.334593	0.23806797	0.24586129
c	0.001159499	0.00021182766	0.00011534853	0.000813125	0.117963016	0.55676234	0.060844354	0.26213053
h	8.331012e-05	2.594157e-05	0.00017282995	0.0031372635	0.02394265	0.20066255	0.3207129	0.4512626
r	2.6819203e-07	3.7015989e-06	7.845351e-05	0.0003539404	0.010232941	0.080803804	0.40357387	0.504953
ò	8.9408644e-07	2.9180517e-06	4.47604e-05	0.00043325158	0.0142008215	0.11928774	0.2987105	0.5673191
n	0.050076928	0.0055366256	0.008325135	0.0064813844	0.035402194	0.123276725	0.26553345	0.5053675
u	4.4328357e-05	2.006916e-05	0.00016283724	0.00045304617	0.005062183	0.197186	0.43531048	0.361761
a	0.00492159	0.0009556345	0.00043661435	0.0017149382	0.0031291523	0.122514024	0.30933136	0.55699664
m	0.0030947726	0.0019535357	0.00064114074	0.0014380723	0.011330079	0.16267066	0.20624106	0.61263067
p	8.79595e-05	1.6307626e-05	1.0593253e-05	9.41232e-05	0.0007765394	0.026182912	0.42072108	0.5521105
ì	2.5392454e-05	0.00014700407	0.0007233117	0.00029278104	0.016133094	0.022167081	0.13434717	0.8261641
</S>	0.2615389	0.038818415	0.08759369	0.04373822	0.060316794	0.059063576	0.08507719	0.36385328
