 	sono	stato	sempre	poveretti	</S>
ì	0.99277025	0.0067621744	0.00041653533	4.5654033e-05	5.3625104e-06
m	0.9933229	0.0065256557	0.0001356514	6.375282e-06	9.3749995e-06
e	0.56801873	0.4022388	0.02102038	0.0021549957	0.006567166
s	0.783758	0.19481614	0.020750562	0.00018504221	0.00049023755
t	0.122912794	0.8675632	0.00889588	0.00031354063	0.00031448767
a	0.1784641	0.81297827	0.00816655	0.0002377864	0.00015329118
m	0.012420243	0.9301361	0.05650609	0.00054238026	0.0003951489
m	0.0041015875	0.9453938	0.047819912	0.0010856937	0.0015988932
è	0.0049923323	0.40219516	0.4732288	0.02252532	0.097058445
n	0.08001088	0.3910888	0.47795618	0.005025797	0.04591831
a	0.0010775636	0.87200004	0.119246535	0.0041636177	0.0035122584
p	0.0055089793	0.012801311	0.93105817	0.019822635	0.030808909
à	0.0068608997	0.0458182	0.81105953	0.050954454	0.08530686
n	0.14597522	0.0026942417	0.6778057	0.050659455	0.12286539
t	5.011296e-05	0.0011867655	0.87022305	0.06267243	0.06586763
a	3.1110067e-05	6.5396984e-05	0.50202763	0.21257998	0.28529587
t	0.0106172105	0.00029012788	0.082931854	0.4406488	0.46551198
e	2.8861221e-05	5.783598e-05	0.06799382	0.64608634	0.28583312
c	0.027945874	0.00012153458	0.0011823615	0.86503047	0.10571969
h	0.00025811978	4.651026e-05	0.006668269	0.5959497	0.39707744
ù	7.176848e-07	4.0233755e-07	0.0007640092	0.3314931	0.6677418
d	0.012346964	7.6007316e-05	0.00085743424	0.47173822	0.5149814
d	3.2087755e-05	2.7825043e-05	0.020199094	0.7854618	0.19427921
h	5.4788325e-05	2.1494083e-05	0.0018139906	0.580832	0.41727778
i	0.00015036913	5.1052906e-05	0.002264429	0.37555775	0.6219764
</S>	0.07611913	0.00499893	0.0015537352	0.13696833	0.78035986
