 	il	muro	vuole	uno	specchio	</S>
o	0.99146783	0.0082119405	0.00026849835	4.6759757e-05	3.0130152e-06	1.9413512e-06
t	0.091157556	0.8948436	0.013749968	1.849998e-05	8.380941e-05	0.00014665826
ì	0.2886914	0.69673026	0.014201901	0.0003672939	1.3557365e-06	7.8503035e-06
c	0.008553923	0.96569186	0.025069457	7.68948e-05	0.00040033244	0.0002074691
h	0.44023648	0.55150187	0.007966871	0.00019181556	1.7715465e-05	8.5298685e-05
o	0.76079035	0.23753169	0.0015678293	8.4519874e-05	6.023419e-06	1.9656565e-05
t	0.003328403	0.7070708	0.2838783	0.0018929244	0.00083277473	0.002996713
è	0.002724856	0.642689	0.3009604	0.052244138	0.00042107608	0.0009606006
l	0.01107288	0.30450726	0.6649411	0.008416455	0.007725226	0.0033371558
i	0.0023304485	0.10698222	0.7534886	0.11830181	0.0059581245	0.012938796
n	0.0036232795	0.025415517	0.9463886	0.0096720345	0.0068744617	0.008026076
a	0.00013831996	0.0011626516	0.45789948	0.5247641	0.003403154	0.012632295
n	0.10941706	0.005406687	0.14899775	0.34814543	0.2228035	0.16522963
g	0.0002881184	6.3289284e-05	0.025202448	0.9184541	0.020235717	0.035756215
h	4.5559896e-06	1.4410578e-05	0.005012476	0.32107666	0.27567425	0.39821762
i	2.0571183e-06	2.107605e-06	0.0045977714	0.1393997	0.37040976	0.48558858
a	0.0021791183	6.2068066e-05	7.188386e-05	0.012373257	0.86990935	0.11540434
l	0.018998971	0.00038760927	0.00016096808	0.051286757	0.7062971	0.22286856
ì	0.00022337676	0.00013686846	0.0010028539	0.6302927	0.14717118	0.22117296
</S>	0.015736742	0.0004937749	4.3238335e-05	0.0007039044	0.8977333	0.085289076
