 	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
e	0.9721292	0.024771964	0.0024840136	0.0005240421	7.1218725e-05	1.759138e-05	1.6088281e-06	9.835924e-08	4.5409056e-08	2.064933e-08
n	0.30040565	0.69857734	0.0009606441	5.3606287e-05	2.1858152e-06	3.1453456e-07	1.0437581e-07	1.0176109e-08	1.908428e-08	5.2776276e-08
è	0.08013767	0.8978377	0.020420672	0.001304791	0.00022473882	6.202678e-05	1.1887798e-05	3.171086e-07	8.4039925e-08	6.278616e-08
g	0.017357709	0.9770941	0.00080960494	0.0044029737	0.0003305728	2.3120062e-06	2.2076786e-06	4.0094233e-07	5.822446e-08	7.892584e-08
r	0.013532146	0.5956672	0.38104612	0.00811176	0.001039634	0.00036436578	0.00018608963	2.3067123e-05	1.5553345e-05	1.4136195e-05
a	0.0030938208	0.4638966	0.5316932	0.0011419808	0.00010808251	5.4941753e-05	1.068035e-05	1.6553805e-07	1.7567505e-07	2.6861616e-07
t	0.0068549872	0.070977606	0.2872146	0.54713374	0.08504797	0.0017630954	0.00091058377	3.9746898e-05	2.1852238e-05	3.5896654e-05
s	0.0005194133	0.039787337	0.63245827	0.24319412	0.03854692	0.03999669	0.0052104536	0.00012977447	6.8831265e-05	8.8123226e-05
a	0.0004980053	0.004821453	0.04979455	0.4135275	0.16636615	0.33200753	0.03162799	0.00073274615	0.00023002412	0.00039405684
m	0.0072780903	0.013197596	0.0037922324	0.58549714	0.3652879	0.013924261	0.010624412	0.00030067924	3.339124e-05	6.426357e-05
à	0.00195908	0.008974905	0.028069846	0.59466696	0.13474348	0.21398969	0.016709672	0.00036190293	0.00015203204	0.00037239876
i	0.072420806	0.013809645	0.006155724	0.4978449	0.38338786	0.016708955	0.009213957	0.00031927406	8.6818975e-05	5.2004598e-05
è	0.0018483929	0.0005371492	0.00038778578	0.019827308	0.9079426	0.0346801	0.031254224	0.002999288	0.00010316889	0.00041990704
n	0.0005270277	0.00033620742	0.00036053456	0.0043134764	0.8369728	0.067341566	0.0676261	0.011481233	0.0011379654	0.009903125
a	9.867384e-07	3.48768e-05	7.7043704e-05	0.1814716	0.39414904	0.28847122	0.10561388	0.0135924565	0.0054981057	0.011090813
g	0.0009129165	0.00010891614	9.634318e-05	0.0010319061	0.5985395	0.205008	0.18253048	0.0094286315	0.00076617935	0.0015770865
r	1.6917349e-05	6.2271225e-05	0.00046663042	0.0072022853	0.12674959	0.757985	0.095597535	0.004978459	0.0031011342	0.003840237
à	1.1607011e-06	4.6216286e-07	4.8851034e-06	0.00061336363	0.10260307	0.7003707	0.16030659	0.016627865	0.006481059	0.01299071
m	0.0039855754	0.00025853942	0.00014382148	0.00045976375	0.058211062	0.25345942	0.63557285	0.038190674	0.0042315833	0.0054867556
m	4.2802903e-06	7.4447365e-05	3.0048834e-05	0.013990482	0.3284429	0.22071189	0.2657075	0.07660345	0.05435797	0.040077
a	4.7975085e-05	0.0004579057	0.0006891255	0.00025559703	0.0019541848	0.34851235	0.46434444	0.07609869	0.06560917	0.042030573
s	0.0030436302	0.0004726768	5.2842435e-05	5.3570468e-05	0.0024034518	0.02200704	0.53403014	0.37272957	0.021163037	0.04404417
o	3.348967e-05	2.7795859e-05	0.00075545924	1.7268061e-05	0.002240874	0.28847277	0.23579517	0.24657825	0.0391707	0.18690826
n	0.0051140045	0.00033820316	8.689587e-05	9.295967e-05	0.00047991224	0.0023664772	0.051831294	0.857933	0.0074678604	0.07428938
a	2.084469e-05	2.2768087e-05	0.00068647624	1.2481808e-05	0.00044410842	0.051306013	0.089265086	0.5142772	0.05472341	0.2892415
d	0.0061993366	0.0001579372	9.3394425e-05	0.00028812262	0.000426141	0.0013034977	0.014283265	0.90731186	0.007979518	0.061956875
e	2.0465392e-05	2.4618876e-05	0.00021910697	9.711428e-06	0.00039610648	0.037744768	0.080478795	0.23924188	0.29158178	0.35028276
r	0.037895784	0.00089399173	0.00041498977	0.0009605356	0.00054301997	0.001854439	0.0075617568	0.824569	0.02309125	0.102215245
f	6.67529e-06	1.1041184e-05	3.7409165e-05	1.1243328e-05	0.00019774525	0.027462564	0.06565711	0.23590381	0.36178973	0.30892265
ò	7.868457e-06	1.6250492e-06	1.9065615e-06	2.58513e-05	0.00040549148	0.0019926392	0.0022041702	0.047740545	0.6132419	0.33437806
m	0.022132792	0.002020971	0.001270494	0.0015594411	0.003533093	0.0076949233	0.013562265	0.06159224	0.7898489	0.096784785
m	1.8874034e-06	4.6369012e-05	1.075767e-06	1.1478208e-05	0.00011060873	0.002537149	0.029386694	0.2931477	0.4747166	0.20004039
u	7.625422e-06	4.8386078e-06	2.1409533e-05	1.5813583e-05	0.00012598655	0.006356819	0.0016810964	0.011885143	0.82227045	0.15763083
</S>	0.0188589	0.007195867	0.0063698366	0.022869073	0.034858737	0.026719375	0.03046255	0.10842617	0.33297303	0.41126645
