 	le	melanzane	vogliono	ee	girate	</S>
t	0.9093281	0.09027413	0.0003187416	2.3813058e-05	5.1043666e-05	4.187662e-06
e	0.987676	0.012109559	0.00021006395	1.5290246e-06	1.6981427e-06	1.1422002e-06
s	0.99776447	0.0021183605	0.000103596445	4.19428e-06	8.456516e-06	9.562875e-07
m	0.9464069	0.051637404	0.0019074208	2.2071881e-05	1.3642411e-05	1.2481714e-05
a	0.3533122	0.6424806	0.0038116355	0.00022531679	0.00010135592	6.88534e-05
r	0.7506909	0.22519566	0.023827346	0.0002527611	2.415561e-05	9.206479e-06
a	0.027873585	0.9255701	0.044553924	0.0007853514	0.00017406499	0.0010430661
n	0.12159873	0.56450355	0.31244317	0.0011954489	0.00013657083	0.00012254372
g	0.00813177	0.9272093	0.05972562	0.0017684171	0.0006483989	0.0025166029
i	0.009762291	0.24194288	0.5444193	0.11559452	0.0444787	0.04380232
à	0.0023330364	0.029748809	0.96231383	0.004388096	0.000800912	0.00041524225
n	0.0025893874	0.021037592	0.92823404	0.026963655	0.013885573	0.0072897743
e	9.806431e-05	0.13404754	0.8010626	0.027003497	0.020476557	0.017311715
t	0.004489786	0.0006686438	0.9319912	0.037968688	0.017127464	0.007754123
è	2.368204e-05	0.0082744025	0.92225444	0.026755324	0.010730464	0.031961706
l	0.0016290176	0.00046525308	0.8296885	0.09970215	0.048379585	0.020135462
u	1.6582235e-05	0.0020275384	0.76602983	0.08776986	0.090936154	0.053219937
n	0.009810486	0.00077472854	0.15922268	0.4518217	0.22731528	0.15105508
e	1.3348425e-05	0.0026387018	0.60011035	0.14257976	0.088847645	0.16581014
e	0.0016566548	9.2386246e-05	0.0033219361	0.4246978	0.37762672	0.1926045
e	0.00086529035	4.968506e-05	0.00043414946	0.36117813	0.46845683	0.1690159
v	0.00079463754	8.1200254e-05	0.00013508134	0.3025099	0.6000033	0.09647585
o	2.8107208e-05	0.005026307	0.0017874193	0.04934284	0.44577056	0.4980448
t	0.0032061932	0.00025958588	0.00023279205	0.07315518	0.8307854	0.092360824
i	1.2263424e-05	0.00072858576	0.00013467202	0.06556256	0.560454	0.37310794
m	0.0007719814	7.4469586e-05	0.00014960975	0.031301692	0.8102662	0.157436
m	5.577077e-05	0.0051865284	0.00053674064	0.0065326816	0.44328517	0.54440314
è	3.2695812e-06	5.924875e-06	0.0001817765	0.0051473826	0.35004723	0.64461446
n	0.38556612	0.034582745	0.26102844	0.011489721	0.08723468	0.22009832
e	0.00011704615	0.0030695675	0.00044326953	0.0031335917	0.77741015	0.21582632
</S>	0.031837337	0.0009386821	0.010203014	0.045681316	0.29591912	0.6154206
