 	che	impara	una	cosa	che	studia	una	cosa	</S>
n	0.9856566	0.0115454495	0.0022954068	0.00046675128	3.4132805e-05	1.6201735e-06	8.818955e-08	4.5154295e-08	3.5396077e-08
a	0.98223346	0.017138904	0.00060534046	1.8760578e-05	3.1198138e-06	3.5756375e-07	1.27864235e-08	5.929907e-09	1.4633e-08
m	0.42341846	0.5274314	0.048479076	0.00060842285	4.918677e-05	1.2744062e-05	3.8699477e-07	1.04048816e-07	1.8782144e-07
à	0.043609146	0.7706845	0.17859563	0.0061102277	0.0009717352	2.6907775e-05	7.0545417e-07	1.2759386e-07	9.799849e-07
t	0.0024058516	0.9375341	0.055041432	0.0049166176	8.48356e-05	1.6164588e-05	7.0813536e-07	1.5370131e-07	1.1393694e-07
i	0.0568305	0.77308017	0.1431161	0.022384584	0.0036624267	0.00081893295	2.7450642e-05	1.6638496e-05	6.319976e-05
è	0.00028399285	0.044699915	0.9160651	0.03495151	0.0037074727	0.00028263783	6.4090327e-06	1.0387129e-06	1.8343704e-06
n	0.00020822733	0.0026194348	0.9093917	0.07776878	0.008574949	0.0013836995	2.4942055e-05	7.786383e-06	2.046979e-05
a	0.00010060365	0.031015426	0.45337924	0.3865458	0.08266207	0.041199416	0.0025025303	0.00068358565	0.0019112779
p	0.0010577692	0.000335115	0.25891054	0.598934	0.13184178	0.008680115	0.00014867137	3.1121126e-05	6.08689e-05
r	0.003162453	0.0008260931	0.31125748	0.53445876	0.1433829	0.0062005036	0.00027769577	8.763605e-05	0.00034654318
à	4.792309e-05	6.8172976e-06	0.016858846	0.722691	0.23479801	0.018134814	0.0025973143	0.0013320269	0.0035333342
m	0.00070319267	0.000109593966	0.005933536	0.53122485	0.4304325	0.030485885	0.00066471816	0.00016925267	0.00027648362
a	2.8528248e-06	7.805298e-05	0.03284214	0.5598405	0.23348103	0.14684875	0.01658089	0.0050077946	0.0053180405
n	0.011213873	0.00032989998	0.001302276	0.026948698	0.7564839	0.19652195	0.005097426	0.0005927252	0.0015092237
a	1.263753e-05	3.7519987e-06	0.0005849749	0.15416095	0.75363225	0.07643152	0.006048038	0.0024002756	0.0067255655
s	0.0014464249	6.204415e-05	4.4705608e-05	0.0012444941	0.45271903	0.5205916	0.018121561	0.0017057881	0.004064344
t	2.6463735e-05	5.956393e-06	5.052044e-05	0.011588255	0.7335415	0.19484538	0.025004601	0.010285304	0.024651993
u	2.7295011e-06	6.60465e-07	6.746554e-06	0.0011138228	0.2515879	0.41694477	0.1302473	0.07002527	0.13007078
d	0.00013264075	2.2268281e-05	3.7836442e-05	0.00028518218	0.08698375	0.7717332	0.10302255	0.011025929	0.026756607
i	7.048538e-05	9.119376e-06	7.589403e-05	0.0012473094	0.15477386	0.4630893	0.16271599	0.08603838	0.13197969
è	0.0032273997	0.00027144674	6.988756e-05	0.00012948092	0.004082501	0.49884224	0.3926335	0.043698147	0.057045437
t	0.00040551374	0.00016064517	7.654628e-05	0.000101429396	0.0032080263	0.5698254	0.29009286	0.037868507	0.09826109
s	4.016708e-06	3.5163553e-06	3.0545964e-06	1.1821601e-05	0.0040349737	0.5323134	0.21589422	0.07706826	0.17066671
i	2.6150433e-06	1.1099645e-06	1.2835551e-06	5.0470353e-06	0.00016556935	0.04274443	0.38325748	0.28642586	0.28739664
è	0.0013209739	0.00063211995	0.00036830673	0.00041729372	0.004307932	0.11357476	0.5111803	0.15182452	0.21637388
n	0.00110951	0.0011905734	0.0005551707	0.0004456653	0.00037671567	0.012212721	0.3219485	0.27884117	0.38331997
a	1.4350139e-05	1.1354104e-05	3.0135345e-06	3.434076e-06	0.0001646973	0.040304482	0.26542118	0.23268424	0.46139324
p	0.0013706534	0.002659142	0.002341963	0.00300011	0.0016621579	0.0063871923	0.09357864	0.5041562	0.38484395
r	0.0004373756	7.623431e-05	1.5302945e-05	1.4627596e-05	0.0001229397	0.0010173729	0.024136469	0.34278822	0.63139147
à	1.6425616e-06	2.0550924e-06	1.1661649e-05	4.090941e-05	0.000120292665	0.0003436952	0.013031683	0.6168349	0.36961326
m	0.003930413	0.008917108	0.004770581	0.010835692	0.017545845	0.014856639	0.037337765	0.50753963	0.3942663
a	3.6900474e-05	3.0887477e-05	6.139019e-05	4.818635e-05	0.00033762734	0.00671546	0.13576558	0.49177158	0.36523235
</S>	0.052134346	0.10268766	0.07105698	0.11083336	0.07812467	0.07622836	0.07742095	0.19569418	0.23581958
