 	guardate	che	il	ladro	che	il	ladro	è	entrato	da	qui	che	ci	sono	i	segni	</S>
k	0.98910856	0.008376805	0.001785269	0.00065984624	3.8030747e-05	2.67996e-05	3.5641451e-06	2.950386e-07	3.3147668e-07	1.933302e-07	1.1111287e-07	2.8428527e-08	1.866896e-07	1.09498925e-08	5.4543063e-09	3.5651766e-09	5.908737e-09
a	0.87781966	0.11450586	0.005109735	0.0023119098	0.00015576567	6.531849e-05	2.0007205e-05	2.974018e-06	5.674982e-06	1.9459774e-06	9.772315e-07	8.393328e-08	9.804339e-08	1.7405059e-08	4.658473e-09	1.625414e-09	7.486194e-09
n	0.57393235	0.4042372	0.020619687	0.001081519	8.3861e-05	1.6448612e-05	1.3178266e-05	4.2148195e-06	1.0937019e-05	5.0257967e-07	2.5757206e-08	1.437169e-08	1.0448314e-09	2.9534035e-09	3.1743508e-10	5.688457e-10	2.2260358e-09
o	0.29169437	0.6701121	0.032384314	0.004688735	0.0006534808	0.00032359723	7.0032045e-05	2.2330689e-05	2.8453262e-05	1.3855539e-05	7.887935e-06	4.833877e-07	1.9161476e-07	8.6279535e-08	1.870114e-08	1.7893287e-08	1.5312305e-07
n	0.027919967	0.9493269	0.020189054	0.0025328358	2.2024471e-05	3.0733904e-06	3.173168e-06	2.293402e-07	2.7724573e-06	2.2937506e-08	1.9471034e-09	6.098012e-10	2.7732078e-10	9.36785e-11	1.8059682e-11	3.528436e-11	1.6283487e-10
ì	0.04406282	0.89474803	0.049963225	0.008988957	0.0012421699	0.0007852953	0.00012257743	2.704141e-05	3.137594e-05	1.75513e-05	8.945324e-06	7.31143e-07	7.502739e-07	1.7131794e-07	4.991359e-08	5.82975e-08	2.2697671e-07
s	0.001931963	0.890694	0.074065864	0.033054043	0.00021673988	1.9557348e-05	1.5120662e-05	5.3653275e-07	2.1318497e-06	4.4156696e-08	1.4353912e-08	2.2645006e-09	3.773169e-09	2.5548938e-10	1.8552414e-10	5.871555e-11	2.7091396e-10
e	0.007816394	0.90884376	0.05988349	0.021756882	0.0010236009	0.00021821329	0.00037590743	2.4233415e-05	1.4682506e-05	1.89492e-05	2.110413e-05	1.4868539e-06	2.1694247e-07	1.0075617e-07	1.1870699e-07	7.57162e-08	8.0663574e-07
t	0.0009846577	0.18881692	0.6772952	0.12055838	0.009788823	0.0015107476	0.0006998248	9.2679154e-05	0.00024167603	8.884704e-06	1.3941317e-06	2.870765e-07	3.526524e-07	3.3075043e-08	1.0342576e-08	6.5263293e-09	5.527987e-08
e	0.0008354881	0.34331867	0.45222157	0.12356326	0.04854355	0.02516716	0.0040587997	0.0007671748	0.00035375005	0.0006216671	0.00045028538	3.1902775e-05	4.41148e-05	7.2067232e-06	3.1884872e-06	1.6065628e-06	1.0535518e-05
k	0.0035434267	0.013840483	0.50783783	0.40701154	0.046291467	0.011995682	0.0055671656	0.0007082158	0.0030480702	0.00014183726	1.1299601e-05	1.6049337e-06	9.715848e-07	1.9630473e-07	2.9492037e-08	4.4845788e-08	1.9087445e-07
o	0.0016704693	0.02316455	0.6035774	0.22110696	0.095770136	0.045250516	0.0052453913	0.0012363155	0.00077368855	0.00096657133	0.0007355335	0.000105498606	0.00026326993	3.966723e-05	2.345951e-05	1.7291657e-05	5.332945e-05
l	0.011428428	0.0106942495	0.31851816	0.6149314	0.03437712	0.007123064	0.0023345116	0.00014534818	0.00042587862	1.9915884e-05	1.3961837e-06	1.7550245e-07	3.1563067e-07	1.9921568e-08	5.1062115e-09	5.656634e-09	2.2498444e-08
à	0.0007013285	0.0037332785	0.4195117	0.3460409	0.14771664	0.06887784	0.007834969	0.0016437685	0.0009586938	0.0013248951	0.0010209876	0.00012938405	0.0003211718	4.9586124e-05	3.3037904e-05	1.9977597e-05	8.184138e-05
d	0.00018619554	0.004166841	0.28650546	0.65962183	0.044010933	0.0037403917	0.0015953518	6.468043e-05	9.471398e-05	7.770772e-06	3.9027864e-06	4.0299835e-07	1.3605659e-06	3.9977813e-08	3.8495156e-08	6.982345e-09	4.6459448e-08
r	5.4902226e-05	0.0005251908	0.10685133	0.6583846	0.08888273	0.026649615	0.08259021	0.0056682113	0.0057360106	0.007476304	0.01243129	0.0021211202	0.00044865266	0.00027333183	0.00035916077	0.00041232412	0.0011349511
o	0.001124222	0.0029972135	0.4958295	0.21077034	0.15951301	0.10998564	0.012631092	0.0025812646	0.0012516557	0.0016902455	0.0011883655	0.00011201685	0.00022702123	2.7791768e-05	1.5076958e-05	6.0673024e-06	4.9385962e-05
k	0.0010488223	0.0016575238	0.0048815003	0.14096592	0.42091337	0.23449834	0.13025759	0.016274987	0.044067528	0.004826032	0.0004888224	6.719149e-05	3.216488e-05	8.463941e-06	1.5228915e-06	1.0309805e-06	9.21599e-06
e	1.7650438e-05	6.1298175e-05	0.00908251	0.16108058	0.46683747	0.29210544	0.040461857	0.0076145665	0.0028312611	0.006995119	0.0072376532	0.0010230412	0.0034135375	0.00038122895	0.00027503655	0.000102578786	0.00047915426
o	0.0013273741	0.00012754042	0.00022798595	0.026678137	0.3801285	0.38826776	0.14969411	0.019227862	0.028153071	0.0056828833	0.0003863244	4.715649e-05	3.697284e-05	5.5884557e-06	1.1509666e-06	1.1123085e-06	6.4879546e-06
l	0.00016957823	2.3313192e-05	1.9505967e-05	0.001476312	0.10134678	0.1884181	0.38016012	0.057856236	0.24197645	0.025442073	0.0025811137	0.00034559725	8.938769e-05	4.5913734e-05	6.3243556e-06	6.0688867e-06	3.706683e-05
à	1.3504548e-05	3.331613e-05	0.00083933974	0.017897472	0.31791204	0.48433098	0.084374994	0.021614924	0.013591964	0.019506129	0.017485013	0.0040414566	0.011678361	0.0019441785	0.0014506418	0.0008621762	0.002423398
d	0.000589643	0.00011466672	6.352895e-05	0.0052703926	0.17794728	0.33142966	0.3560166	0.024700833	0.091699146	0.009556918	0.002089543	0.00020166174	0.0002625138	2.914159e-05	9.7174625e-06	4.3030027e-06	1.4438383e-05
r	1.6538897e-06	1.9270845e-05	0.00025545323	0.028331565	0.13819724	0.12572074	0.46745905	0.032169826	0.032923665	0.04527708	0.089404695	0.016641011	0.0041442905	0.0020553658	0.0028812473	0.0039466126	0.0105712665
o	1.3726393e-05	1.4785936e-05	3.2225737e-05	0.00090172736	0.06595173	0.6870781	0.097727224	0.04116273	0.030435788	0.038290974	0.02628417	0.003383512	0.0051743668	0.0011447839	0.00062379515	0.00034734	0.0014330463
e	6.2574225e-05	3.1450916e-05	7.090044e-06	4.887957e-05	0.0021739777	0.12756278	0.32360587	0.116270795	0.3373345	0.08072606	0.010396402	0.0010955993	0.00037216925	0.00013906126	2.456863e-05	1.5211164e-05	0.00013297873
m	3.3233908e-05	1.7718125e-05	5.50798e-06	1.2745224e-05	0.00010093371	0.0046077	0.08310737	0.11816716	0.6480583	0.110439464	0.029114924	0.003936693	0.001026702	0.00051811466	0.00010622829	9.783279e-05	0.00064939674
b	3.9925075e-05	1.4185363e-05	4.132054e-05	0.00022333754	0.010352429	0.19926849	0.20431408	0.12047877	0.07515908	0.15052767	0.1301258	0.02322248	0.047051743	0.010634663	0.007593527	0.004652112	0.016300363
ì	2.1064677e-06	1.6735006e-06	1.8200333e-05	0.0007167823	0.00091039215	0.018528312	0.16487196	0.060985822	0.6704152	0.06587452	0.010592916	0.0021270697	0.0012643498	0.0009835559	0.00047561844	0.000522893	0.0017085847
k	0.0017524101	0.002189011	0.00044041444	0.0009108828	0.001366878	0.07472815	0.15480681	0.15439722	0.38684008	0.18370847	0.03175374	0.0038178852	0.002283112	0.0004947408	0.00010026415	6.245321e-05	0.000347429
e	7.49351e-08	5.9369013e-06	1.01992055e-05	0.000115461364	0.0017816388	0.034499966	0.3664115	0.065600686	0.07029521	0.12093691	0.24363266	0.044435203	0.008419563	0.0059685195	0.008098103	0.008410359	0.021377964
a	0.00036423543	0.00040101525	0.0001030474	0.00053049746	0.0007494296	0.01214142	0.0453036	0.10683068	0.27527088	0.39016864	0.13465634	0.020827726	0.0070397183	0.0028336686	0.00045617443	0.0003027334	0.0020201548
p	3.5410445e-05	5.5588505e-05	2.666789e-05	3.0771407e-05	1.9405616e-05	0.00036709904	0.004078894	0.08266972	0.21598627	0.43853396	0.18801074	0.044690076	0.010605708	0.0062529235	0.0011465136	0.0012592565	0.0062310053
ò	6.0633567e-05	2.3233812e-05	2.006826e-05	6.0933027e-05	0.0005118742	0.0061139846	0.00408249	0.015329128	0.0090411585	0.08375852	0.30940732	0.09395532	0.25210547	0.055065393	0.048008192	0.027899396	0.09455687
t	0.0018689263	0.000673902	0.0002847858	0.00054662686	0.0005244541	0.0015799897	0.007753817	0.02301268	0.08658529	0.17904158	0.3811203	0.12836838	0.12667263	0.029258355	0.00832714	0.006703486	0.017677715
t	1.4899206e-06	2.7781919e-06	1.111008e-06	6.0551447e-06	1.749593e-05	0.00054151245	0.020097625	0.03216839	0.034296084	0.14600982	0.46541473	0.07622776	0.020338174	0.010057033	0.017577117	0.042375743	0.13486713
u	1.6673494e-06	5.6245165e-07	1.1444312e-06	2.1275182e-06	2.534754e-06	3.567671e-05	5.0713792e-05	0.0037411808	0.0038120958	0.045711245	0.23642929	0.14948	0.26269406	0.09613748	0.06901923	0.052138206	0.08074276
