 	e	forse	è	entrato	dalla	finestra	il	ladro	</S>
c	0.9556988	0.042712156	0.0011921048	0.00038067708	1.3510809e-05	1.9854199e-06	3.5361592e-07	2.3286617e-07	5.867017e-08
e	0.67888075	0.3008817	0.013605518	0.0065744054	5.537878e-05	2.0425346e-06	1.3686662e-07	2.0869635e-08	1.4604409e-08
f	0.6948488	0.23121779	0.062477257	0.010379196	0.0010424515	3.1714346e-05	1.6186759e-06	1.1352969e-06	1.1410959e-07
ò	0.020110557	0.80484825	0.12681067	0.045498542	0.001683736	0.0009545998	7.71226e-05	3.6945135e-06	1.2968894e-05
r	0.27070194	0.69841623	0.028529625	0.0020617968	0.00027062526	1.7534761e-05	2.127851e-06	3.684582e-08	7.545548e-08
s	0.018355494	0.9773292	0.003772531	0.0003801193	0.00013589265	2.2562372e-05	3.137574e-06	2.892243e-07	6.573571e-07
i	0.009392325	0.98511064	0.004695495	0.0007591056	2.9596156e-05	1.0973578e-05	1.4295349e-06	8.394114e-08	3.6375366e-07
è	0.0023322057	0.33417535	0.61149937	0.04764785	0.0031893984	0.0010965922	4.5466524e-05	4.7628223e-06	9.054424e-06
n	0.0004475636	0.031542767	0.65377307	0.28069907	0.03316366	0.00032856627	3.1733714e-05	5.418467e-06	8.19827e-06
a	0.00012261372	0.076782785	0.25898367	0.2327317	0.42219076	0.0062246565	0.0009579362	0.0014444927	0.00056141126
m	0.0011821091	0.0040454976	0.6842329	0.26260877	0.045438316	0.0022386606	0.00021054961	1.4611848e-05	2.862403e-05
b	0.008179442	0.02449235	0.6811576	0.2366657	0.03510717	0.0123697445	0.0015808617	0.000105645224	0.00034156203
ì	0.00020465997	4.1172534e-05	0.08596357	0.86758965	0.043084364	0.0023563511	0.0004914887	7.362175e-05	0.0001951628
k	0.18874887	0.07971691	0.13202882	0.22468865	0.32451162	0.04411401	0.005235749	0.00024971188	0.0007056918
e	1.2994356e-06	0.0001515159	0.081158526	0.29363593	0.5978958	0.015606708	0.0035379655	0.006649907	0.0013623133
à	0.1226099	0.00792118	0.05388989	0.1302983	0.57949	0.09511197	0.008686226	0.0006597034	0.001332837
t	0.00041711231	4.846621e-05	0.00046048933	0.0386231	0.94787323	0.010288595	0.0014999505	0.00029982737	0.00048927387
t	6.920409e-08	7.6459594e-07	0.007160009	0.12778474	0.8226311	0.028257579	0.004126102	0.006901505	0.0031380844
i	1.2176415e-05	6.4324406e-05	0.001234115	0.09183619	0.21178913	0.4916005	0.14457563	0.016081356	0.042806637
f	0.009299998	0.00026033455	0.00036017454	0.0038963826	0.50919026	0.41249174	0.057138667	0.0019077653	0.005454646
i	8.684013e-05	0.00039055425	0.0004955579	0.002821764	0.40363085	0.41344	0.10438119	0.030042235	0.044711
n	0.0053294576	0.00044528753	5.747539e-05	0.00022708297	0.09126884	0.71158004	0.16985257	0.0068079177	0.014431232
è	2.0533249e-05	8.847632e-05	3.90687e-05	0.0012781828	0.16358206	0.5369668	0.18133701	0.028027363	0.08866059
s	0.0010944492	0.00068110315	6.889409e-05	0.0002566203	0.08091888	0.5607737	0.30156615	0.0239796	0.030660667
t	1.3312633e-06	1.6645315e-06	5.029277e-05	0.00067085936	0.61803436	0.20433664	0.043860845	0.08261058	0.05043333
r	1.1178464e-06	4.1993126e-06	1.6586116e-06	1.488405e-05	0.002727841	0.40418246	0.3868531	0.070632964	0.13558185
a	6.681626e-05	0.00026591885	0.00014386482	0.00019840986	0.014354811	0.43169373	0.37207726	0.043186318	0.13801287
o	0.0030215739	0.00071263965	0.0003818132	0.00044141407	0.005736127	0.06794241	0.6260727	0.108286254	0.18740511
l	0.006471618	0.0007843794	0.00049626216	0.000381178	0.0015004738	0.040716942	0.28750214	0.3000981	0.36204883
à	3.6069076e-05	9.868493e-05	1.1939209e-05	2.1210994e-05	0.00015946692	0.0076087164	0.13021363	0.34154728	0.52030295
d	0.0022073858	0.003133178	0.0010191514	0.0011466893	0.001809278	0.024557311	0.16804297	0.4050193	0.39306465
r	1.28477595e-05	8.67251e-06	6.1391394e-05	4.8756156e-05	0.0021130824	0.0048382226	0.0436803	0.7163774	0.23285933
o	7.192138e-06	2.4068153e-05	4.3800963e-05	0.00015839598	6.618436e-05	0.0022306177	0.0777758	0.4554884	0.46420553
</S>	0.009413304	0.004216262	0.004809661	0.0036461088	0.00596739	0.037243407	0.079042144	0.20493878	0.6507229
