 	quando	venne	Giovanni	Anna	aveva	già	dormito	</S>
m	0.9897915	0.006875847	0.0028484252	0.0004715303	1.04523015e-05	1.3113092e-06	7.270871e-07	1.2937492e-07
ò	0.9333744	0.06393868	0.0025262216	0.00015305403	7.033035e-06	5.653054e-07	6.850631e-08	3.9604497e-08
t	0.88316774	0.11293102	0.0038942199	3.3103329e-06	3.242521e-06	3.3890046e-07	1.0978166e-08	4.0994582e-08
t	0.10370068	0.57877755	0.2889306	0.022720808	0.0040334747	0.0010575649	0.0005588332	0.00022047166
i	0.0629174	0.8446658	0.07123413	0.020362621	0.0007680936	4.008848e-05	8.141898e-06	3.726989e-06
ì	0.0028581687	0.9325531	0.064523995	4.9252158e-05	1.4581699e-05	7.830298e-07	5.7337665e-08	7.503416e-08
r	0.0005039872	0.82653666	0.17267713	0.00019676378	7.223171e-05	1.1119428e-05	7.1626613e-07	1.3564463e-06
t	0.006444504	0.5384421	0.42982012	0.018887652	0.004237597	0.0014383891	0.000530803	0.00019881493
e	0.00037038827	0.7849006	0.10567729	0.10723291	0.0015095398	0.00014568251	0.000107867956	5.572098e-05
o	0.00023035673	0.35128343	0.64362824	0.0042454856	0.000576091	3.11463e-05	2.3209634e-06	2.9185262e-06
G	0.0017539755	0.18024163	0.81642544	0.0014084902	0.00016292148	6.35425e-06	5.1595947e-07	6.527616e-07
i	6.677861e-05	0.48961505	0.3218433	0.18328305	0.00414209	0.0006068933	0.00029585007	0.00014694552
o	0.022321362	0.23428148	0.72595793	0.016352179	0.0010252068	4.894172e-05	6.8877553e-06	5.969451e-06
v	0.046339102	0.027462067	0.8960191	0.024266204	0.005588539	0.00030629867	5.373638e-06	1.3288154e-05
à	2.8102491e-05	0.009992688	0.41177016	0.5598093	0.012984811	0.0028547249	0.0016392024	0.00092098885
n	0.10750393	0.06255071	0.49165052	0.31858528	0.016673042	0.0019384063	0.000772094	0.00032598464
n	6.526444e-05	0.010224188	0.8688919	0.11098342	0.0063430048	0.0021817829	0.0008250253	0.0004854368
i	1.0034232e-06	7.220133e-05	0.03672583	0.9410868	0.014146382	0.0024791886	0.0037620196	0.0017265126
e	0.08070819	0.021390395	0.100352965	0.6485457	0.12228683	0.023548247	0.001313467	0.0018542632
A	0.056459893	0.00059188367	0.0033030852	0.513389	0.36099768	0.059378274	0.0015882691	0.004291899
n	0.055021223	9.5373114e-05	0.0010097979	0.25375596	0.4159183	0.22646753	0.011909004	0.035822835
n	1.6257874e-06	0.00021202062	0.037961274	0.6588583	0.18390174	0.07836401	0.030500619	0.010200383
a	4.9482054e-07	4.6920385e-07	1.9742289e-05	0.73330814	0.14417787	0.06494355	0.025316639	0.032233078
g	0.05335337	0.0012984982	0.0022635437	0.14942475	0.33201605	0.38633025	0.019932363	0.055381145
i	3.3725441e-06	0.00015175538	0.00051445223	0.49540186	0.14749901	0.15894209	0.13037464	0.0671129
à	0.015863659	5.1533836e-05	5.692266e-05	0.0102053555	0.1957273	0.66114813	0.028232656	0.08871443
ì	0.009430479	8.8957655e-05	0.00038914665	0.0094217425	0.116717346	0.70546615	0.046059944	0.11242616
c	0.0034107517	0.000107986634	0.0006863004	0.001089807	0.013336059	0.6007709	0.09402048	0.2865777
h	5.9862364e-06	0.000139033	0.0007943335	0.0037154632	0.02060147	0.43185914	0.36538893	0.17749563
e	2.130986e-05	9.3995535e-05	8.686536e-05	0.0009776081	0.00044559443	0.038725547	0.6541216	0.30552754
p	0.012857803	0.000439995	0.0015316965	0.0035485674	0.0039351196	0.061778754	0.38889223	0.5270158
l	3.8748873e-05	4.913859e-05	7.78437e-05	0.0055864453	0.0008896005	0.021752397	0.49858093	0.47302482
ò	2.744068e-06	8.368843e-06	7.011077e-05	0.00012393243	8.1681246e-05	0.0026624883	0.60194683	0.39510384
s	0.0038066197	0.0007921546	0.006955922	0.006585446	0.0016945436	0.008879739	0.6521218	0.31916374
o	6.741879e-05	0.00010649521	0.0002863478	0.0004805064	0.00019283422	0.021647323	0.67879826	0.29842085
n	0.006416081	0.0007207024	0.0023884543	0.0025535526	0.014934433	0.019293003	0.2525732	0.7011206
t	4.1279392e-05	4.8135444e-06	3.57111e-06	0.00026638067	0.0006991301	0.04385358	0.5536356	0.40149564
a	2.7921737e-06	9.433015e-07	3.070372e-06	3.5857713e-05	0.00064079073	0.0114850765	0.34474757	0.6430838
</S>	0.0023967817	0.00020725834	0.0010928214	0.003372611	0.005299167	0.015187964	0.309681	0.6627624
