 	il	medico	mi	ha	detto	di	non	mangiare	dolci	però	a	me	mi	piacciono	e	li	mangio	</S>
o	0.9856527	0.008357278	0.0029706124	0.0021226385	0.0008376449	3.7433703e-05	2.3153063e-06	1.3520766e-05	2.2689744e-06	2.0467219e-06	2.2467003e-07	1.2973226e-07	3.5587595e-07	8.908272e-07	2.4527964e-08	8.624341e-09	8.002743e-09	8.240745e-09
m	0.66090477	0.33754426	0.0011526553	0.00035546088	2.707525e-05	5.531407e-06	7.3780734e-07	7.671887e-07	8.445537e-06	1.9302163e-07	4.000487e-08	2.0444691e-08	2.5929339e-08	5.3634404e-09	6.8076638e-09	2.6922817e-09	1.2575463e-09	1.2637239e-08
e	0.39183107	0.5680807	0.036309328	0.0028490606	0.00072948914	9.9471144e-05	4.1975574e-05	3.5310826e-05	1.4678152e-05	1.7577091e-06	1.2134226e-06	9.2217033e-07	4.4487074e-06	1.9175219e-07	2.439978e-07	1.0956705e-08	1.5405955e-09	4.6052e-08
s	0.0784065	0.89417464	0.026112167	0.0012354038	6.518299e-05	4.3737778e-06	1.3222921e-06	3.1995137e-07	7.241746e-08	1.3233757e-08	1.2856031e-09	5.0616267e-10	1.8625452e-09	5.939624e-10	1.0416171e-10	5.114785e-12	1.9245746e-12	1.8424179e-11
s	0.069177635	0.844031	0.07058403	0.0099440245	0.0047291783	0.0008433836	0.00022228452	0.0002844641	8.705235e-05	2.2336606e-05	1.3690902e-05	9.332325e-06	4.5361805e-05	3.6413046e-06	1.8523729e-06	1.3973666e-07	4.7563997e-08	6.437689e-07
è	0.027713075	0.618644	0.14908275	0.1405804	0.054560162	0.0054992097	0.00072483486	0.0022325867	0.00049814314	0.00017911098	6.326398e-05	3.3895463e-05	0.00014351374	4.0062136e-05	3.9436122e-06	3.5320775e-07	1.4071571e-07	5.266244e-07
r	0.014521261	0.81142116	0.13748395	0.032769028	0.0034845243	0.00025599802	4.290528e-05	1.607626e-05	4.110339e-06	5.79089e-07	1.2707027e-07	4.859879e-08	1.8052818e-07	5.851342e-08	5.897659e-09	3.8828335e-10	4.3768428e-10	1.425748e-09
e	0.009314856	0.7020552	0.17676981	0.0644322	0.023423173	0.010025982	0.0011505466	0.0032977124	0.009032565	0.00018789762	0.00016017904	7.566106e-05	2.7320059e-05	1.5190568e-05	6.8896315e-06	4.8880156e-06	2.7559643e-06	1.7121092e-05
m	0.0019709463	0.11440252	0.78839856	0.06895569	0.02206564	0.0029684084	0.00087482034	0.00026185182	6.7083274e-05	1.9413272e-05	4.570249e-06	1.7665242e-06	7.363944e-06	1.0723649e-06	2.0805483e-07	1.0073235e-08	5.8581193e-09	5.992825e-08
u	0.0041554845	0.077569515	0.6120631	0.16778655	0.09697234	0.023271587	0.0053704935	0.008603313	0.0024799479	0.0004268364	0.00031196108	0.00018962284	0.00067022577	7.906783e-05	3.0778167e-05	3.9653346e-06	1.731058e-06	1.3434859e-05
p	0.010656078	0.002105201	0.3102558	0.5177352	0.15094696	0.006535732	0.0011714677	0.0005076728	5.9329934e-05	2.1926362e-05	2.0292043e-06	4.0925644e-07	1.7532233e-06	3.837513e-07	5.8005284e-08	1.9821986e-09	2.1885183e-09	2.4078858e-08
e	0.00023558411	0.0029485573	0.3539639	0.32486543	0.23133452	0.05282622	0.009315867	0.01752286	0.0041539823	0.0008869256	0.00056327414	0.00032888656	0.00072513544	0.00017388287	6.5153115e-05	1.5422063e-05	1.0359118e-05	6.395976e-05
n	0.021031165	0.0028158291	0.3469159	0.4254416	0.18645695	0.013218114	0.0028649494	0.0010588063	0.00012909454	4.8247337e-05	8.380405e-06	1.8279654e-06	7.639664e-06	1.2195039e-06	1.8165434e-07	8.425099e-09	7.797831e-09	5.0945903e-08
