 	volevo	trovare	un	forno	che	fa	un	rustico	buono	</S>
ì	0.990584	0.008739564	0.0004478338	0.00019400388	2.8471735e-05	4.9391133e-06	6.5813464e-07	4.125585e-07	8.225949e-08	4.028492e-08
s	0.41894212	0.5801666	0.0008883052	2.3520352e-06	3.6246146e-07	1.3519856e-07	1.0145972e-07	2.7587104e-09	4.907888e-09	1.0524169e-08
e	0.9456348	0.03776921	0.014318319	0.0017816181	0.0003543792	0.00011549202	2.0846961e-05	2.7771357e-06	1.3340253e-06	1.1924475e-06
l	0.013647846	0.977022	0.00930988	1.7787072e-05	2.010798e-06	3.6254005e-07	1.2878294e-07	4.832892e-09	1.9934538e-09	8.966186e-09
a	0.012461093	0.41532287	0.36940673	0.15072714	0.04044057	0.009985098	0.0010692924	0.00050316384	4.4255725e-05	3.9833703e-05
n	0.012155832	0.9413944	0.04565248	0.0006955975	9.0754475e-05	9.968982e-06	9.1331594e-07	4.4075172e-08	2.9583997e-09	9.223552e-09
a	0.0052944724	0.48147914	0.38266554	0.11456108	0.01275151	0.0029648927	0.00019099705	6.8283276e-05	4.587364e-06	1.9546142e-05
v	0.006921544	0.75632256	0.23449609	0.001981856	0.0002381467	3.4728164e-05	4.60128e-06	4.340151e-07	4.191032e-08	8.3432276e-08
r	0.00095258636	0.076164484	0.57591105	0.2998371	0.037162535	0.008274056	0.0008516613	0.0006659657	7.438597e-05	0.00010617281
ì	0.00837247	0.064301215	0.391878	0.42887205	0.08274112	0.021194989	0.0015838165	0.0006391268	7.459715e-05	0.0003426204
k	0.101343624	0.013637652	0.4409734	0.39526132	0.042459756	0.0058939215	0.00039067125	3.2410044e-05	2.6089594e-06	4.6636137e-06
o	1.6048538e-05	0.039962146	0.4031602	0.23545614	0.16218701	0.07335952	0.063060775	0.007601487	0.010656689	0.004540064
a	0.072381295	0.013933894	0.6427453	0.24300912	0.024799414	0.0026849539	0.00041149426	2.6877166e-05	1.7000666e-06	5.9519634e-06
f	0.037338283	0.036419585	0.40728202	0.30663574	0.1810953	0.025479537	0.005182854	0.00045050227	1.9812687e-05	9.627644e-05
ù	0.00022317415	5.983051e-05	0.030101387	0.7942539	0.12991038	0.034367066	0.00502146	0.0046157	0.00065984286	0.00078731606
r	0.2136059	0.0026966822	0.004919422	0.6242455	0.12951763	0.02366038	0.0010388549	0.0002608623	3.1501728e-05	2.3313092e-05
n	9.1056645e-05	2.4583172e-05	0.013311711	0.7896268	0.1449438	0.0407004	0.006320551	0.0036658142	0.00059934607	0.00071595237
o	2.3019975e-05	5.0833914e-06	0.0002577457	0.4351227	0.396519	0.1435115	0.011391559	0.009679275	0.0011879437	0.0023020918
k	0.03649165	0.0011923529	0.0002652812	0.018687341	0.6699988	0.22509134	0.04591786	0.0016591669	8.6105305e-05	0.00061004056
a	0.00011117874	3.6288977e-05	0.00051361683	0.20221567	0.43746746	0.2375468	0.05073431	0.054121885	0.00838614	0.00886664
k	0.070741616	0.00017218645	2.9787365e-05	0.0029722978	0.54315186	0.3247186	0.053603686	0.0033418634	0.0002737273	0.0009942914
a	9.7355085e-05	5.998948e-05	0.0003719949	0.06503267	0.34932542	0.33600768	0.09849945	0.103507675	0.02122413	0.025873685
n	0.088133626	0.00030766244	5.2865442e-05	0.0016924341	0.29404026	0.49441007	0.10699008	0.0107959425	0.00091197464	0.0026650876
n	1.0326667e-05	3.6184522e-06	1.4776194e-05	0.00469595	0.380618	0.43645227	0.08114249	0.05839616	0.012277982	0.02638847
i	1.081119e-06	2.4882317e-07	3.5095582e-07	0.00013031847	0.057357196	0.42163372	0.22455372	0.1536657	0.0483716	0.094285965
u	0.0012235787	1.40930715e-05	7.946617e-06	0.00021418995	0.030990927	0.3374478	0.56849766	0.037439063	0.004659764	0.019505026
n	0.0069838194	0.00011562689	3.0290548e-05	0.00017539361	0.0058055916	0.11811694	0.7217862	0.095102064	0.010845695	0.041038394
r	2.5265158e-06	3.355679e-07	4.9856817e-07	6.5669126e-05	0.0023427806	0.0677007	0.2445326	0.4167931	0.15103886	0.11752289
ù	4.0558066e-07	2.9337173e-07	3.5008614e-07	2.1080436e-05	0.0015032686	0.03021994	0.1584853	0.3260602	0.17578897	0.3079202
s	0.001149572	8.943741e-05	5.3467993e-05	0.00021508224	0.007867145	0.037743036	0.2272158	0.48567885	0.086856805	0.15313083
t	1.1256191e-05	3.1873034e-05	1.2919695e-05	0.00010641168	0.0020147348	0.04715274	0.26982898	0.2627241	0.17878847	0.23932849
i	3.2417307e-07	8.511384e-08	1.2252092e-07	5.629873e-06	7.6848024e-05	0.0049866573	0.07058684	0.41156703	0.2501862	0.26259026
k	0.0061941775	0.00045497864	0.00032201156	0.00029544087	0.007085802	0.027234765	0.17573032	0.39666373	0.08589572	0.30012304
o	3.0193884e-05	5.349337e-05	5.221694e-05	0.0002825148	0.00035528283	0.002155558	0.010814011	0.42542455	0.2728987	0.28793353
k	0.0035993983	0.0001968627	0.00019839045	0.00049176055	0.0010536703	0.0026407347	0.019316941	0.052851222	0.39816296	0.5214881
a	2.544932e-05	2.7730137e-05	2.2857921e-05	0.00011333641	0.00020885993	0.0012628823	0.0065353876	0.27882725	0.3265733	0.3864029
l	0.0037029472	0.00021140317	0.00019223528	0.00033026392	0.0014641354	0.0026528456	0.0077370745	0.048898976	0.42315975	0.5116504
ù	1.9873021e-05	1.1486013e-05	7.432693e-06	2.8554776e-05	9.5768686e-05	0.0006874138	0.0021320253	0.15395246	0.40020987	0.4428551
</S>	0.00615648	0.00043363674	0.0002553433	0.00028274927	0.00397183	0.0037253296	0.0036211966	0.05476107	0.4361491	0.49064317
