 	qualcuno	al	telefono	vuole	sapere	dell'	Anna	</S>
k	0.97872263	0.016441643	0.0043671425	0.00042108144	3.9696235e-05	5.3177896e-06	1.9227862e-06	5.749296e-07
a	0.8022404	0.19456989	0.0029312929	0.00023188279	2.3654502e-05	1.9136562e-06	8.373071e-07	1.6144804e-07
n	0.9159666	0.07893486	0.0050608506	3.589115e-05	1.58055e-06	1.16088586e-07	1.2349507e-07	8.644406e-08
è	0.037360113	0.9296751	0.029398674	0.003206923	0.00033427708	1.812762e-05	4.881635e-06	1.8274142e-06
n	0.41384804	0.5692517	0.016762221	0.00013191732	5.778012e-06	2.0763036e-07	1.1732314e-07	8.383547e-08
a	0.124959156	0.5253647	0.31290153	0.03407224	0.0021548364	0.00017562763	0.00026259365	0.000109299355
s	0.005157935	0.8721062	0.11936688	0.0031416607	0.00021954329	5.985857e-06	1.1572903e-06	6.5433e-07
t	0.0016431116	0.5371303	0.38284606	0.07043977	0.0072697015	0.0004295483	0.00017374182	6.778698e-05
o	0.0036673013	0.13667578	0.64440346	0.18170515	0.028168272	0.003755472	0.00075860263	0.0008659681
t	0.014959389	0.07628844	0.86720395	0.038638785	0.0027879481	0.00011062317	3.6275917e-06	7.209658e-06
e	0.0002615661	0.030649284	0.72638446	0.21455427	0.024303453	0.0022933665	0.0010540248	0.00049958506
l	0.018102108	0.008270995	0.7971794	0.1646311	0.011000697	0.0007509737	2.6604655e-05	3.8105194e-05
è	0.00013981774	0.021287175	0.71355146	0.22934024	0.028999245	0.0027130225	0.0031265076	0.0008425208
f	0.0027541197	0.0019224564	0.9385545	0.055441204	0.0012831858	2.65028e-05	1.4557335e-05	3.375126e-06
o	4.9654056e-05	0.0026667488	0.5324249	0.3749957	0.054312386	0.011999724	0.018659862	0.0048909686
n	0.010980381	0.00047407046	0.33231053	0.5695333	0.082919054	0.0033657963	0.00016537361	0.0002514611
o	8.290046e-06	2.5286408e-05	0.25994587	0.63300455	0.09032189	0.007981722	0.0066896295	0.002022766
t	0.0013997107	5.3038304e-05	0.004377044	0.7474359	0.21561924	0.02893586	0.0005865536	0.0015925837
è	6.419879e-06	8.116634e-06	0.0134483315	0.75367767	0.17632048	0.029157836	0.018323373	0.00905776
l	0.003925809	7.900799e-05	0.0024436375	0.6780144	0.2485568	0.05662778	0.0054931003	0.0048594656
i	0.00016891031	2.8388753e-05	0.036796004	0.70777804	0.14658935	0.033315446	0.057535607	0.017788243
n	0.00048190996	2.3722405e-05	0.00011619702	0.12928301	0.690109	0.16693537	0.0035727653	0.009477947
a	5.554867e-06	2.0248322e-06	0.00031554207	0.46418878	0.3797758	0.068535134	0.065592185	0.021585003
t	0.00017171558	1.4899052e-05	3.639505e-05	0.015432835	0.37983024	0.5584006	0.01335733	0.032756045
s	1.1497103e-05	4.222914e-06	5.7505917e-05	0.08251255	0.3084294	0.2765123	0.23008874	0.10238384
è	1.2210929e-06	2.3748574e-07	2.910093e-06	0.0040637497	0.07479945	0.51019716	0.20865214	0.20228311
r	6.216663e-05	7.4615573e-06	3.945045e-05	0.0047080084	0.27456462	0.61160475	0.037777364	0.07123618
i	0.0009283484	1.7790093e-05	0.00028070412	0.008765022	0.36835757	0.15143105	0.3815103	0.088709176
à	0.00021152785	5.3010666e-05	0.00010499047	0.0010449864	0.048519287	0.5881686	0.095614016	0.26628357
t	0.00037731466	2.285893e-05	4.5394216e-05	0.00013235092	0.0043151574	0.33896136	0.2411637	0.41498187
t	0.00012320853	7.9089557e-07	9.725813e-06	0.0014884232	0.04088514	0.16319375	0.5586053	0.23569363
i	3.388908e-07	1.2303391e-07	2.364666e-07	4.0070126e-06	0.0010740896	0.14238049	0.57697934	0.27956137
n	0.00048522284	9.440787e-05	0.0002504301	0.0023423256	0.04809462	0.2959422	0.21152776	0.441263
A	3.076205e-05	2.3040755e-06	2.0178084e-06	1.2755471e-05	0.0006293741	0.03920479	0.7056751	0.25444284
n	0.002840501	0.0001781218	0.00037413655	0.00031480828	0.0018300132	0.044636775	0.49499926	0.45482638
n	0.00018309309	6.669072e-07	3.9016e-06	0.00019053889	0.013127683	0.097133	0.4616093	0.4277518
a	1.1723945e-06	2.7311745e-07	4.6550207e-07	6.2030495e-06	0.00039491864	0.009681047	0.5769092	0.41300678
</S>	0.0009908044	0.0002496555	0.0006637359	0.0026077097	0.014777007	0.046857804	0.113301255	0.820552
