 	la	donna	è	capace	pulire	deve	pulire	la	casa	ogni	giorno	</S>
e	0.99206936	0.007352464	0.0004284752	0.00013160818	1.3507995e-05	3.2537134e-06	9.422904e-07	2.687244e-07	3.1853933e-08	1.3035777e-08	1.1096711e-08	1.6135214e-08
j	0.14376171	0.8537146	0.0025206238	2.238773e-06	7.627538e-07	6.2843895e-08	2.1062998e-08	2.2329123e-09	1.6369679e-09	5.2137933e-10	1.2018847e-10	1.5374898e-09
i	0.09077649	0.82867676	0.078915775	0.001585411	3.4254645e-05	9.53515e-06	1.3772692e-06	2.2880484e-07	2.878266e-08	2.6926905e-09	7.6880124e-10	4.5458187e-08
n	0.17236216	0.74024767	0.08718743	0.00018501804	1.6180533e-05	1.3992704e-06	1.0249858e-07	1.396917e-08	2.043194e-09	1.2924903e-10	6.279565e-11	7.1743106e-10
è	0.03667163	0.46901694	0.4462952	0.045447756	0.0019869977	0.00045238135	0.000105608335	1.5673315e-05	2.2779138e-06	3.8336776e-07	1.3071823e-07	5.0061203e-06
k	0.025259681	0.7672587	0.20613691	0.0011902992	0.00014532889	7.638239e-06	1.3066864e-06	9.523972e-08	1.5665782e-08	1.7543595e-09	7.6626655e-10	1.0271323e-08
a	0.004575357	0.25856954	0.5592668	0.13698831	0.02440758	0.00833166	0.0050226455	0.0010897708	0.000567343	0.00049317384	9.103214e-05	0.00059676147
è	0.0011577569	0.07197691	0.90590405	0.0185461	0.0022654554	0.0001252632	2.1943668e-05	1.952089e-06	3.014246e-07	2.0152594e-08	8.352966e-09	1.7675768e-07
n	0.00033997098	0.079581	0.87038016	0.046576917	0.002866631	0.00019102989	5.6037334e-05	5.3189306e-06	1.0455552e-06	1.617806e-07	4.4179796e-08	1.6707702e-06
e	4.9976104e-05	0.02184735	0.7020486	0.23867397	0.02525987	0.0071855527	0.0034586554	0.00063966063	0.00027331852	0.00017872434	3.7048565e-05	0.00034719717
k	0.0030242428	0.0112887435	0.51575464	0.39865375	0.067170665	0.003444278	0.0005983959	5.2222542e-05	7.356805e-06	5.751578e-07	2.9399897e-07	4.8431784e-06
a	0.00022289116	0.00017187203	0.1798813	0.7820107	0.0278606	0.006898811	0.0022869548	0.0005248736	4.7833397e-05	1.8453382e-05	7.561042e-06	6.821722e-05
p	0.030855654	0.010685799	0.15140323	0.6816434	0.11856048	0.005992221	0.0007799388	6.356736e-05	1.17308e-05	6.057367e-07	3.3779915e-07	3.0739502e-06
à	0.00014266331	3.7594575e-05	0.01783409	0.93240947	0.03725784	0.008806878	0.0026264295	0.0005898046	7.0417394e-05	3.145131e-05	1.7312967e-05	0.00017616668
c	0.017630378	0.005474253	0.016948687	0.8566877	0.09923247	0.0035528345	0.00043504068	3.1332787e-05	4.2983165e-06	3.5800775e-07	2.4207114e-07	2.4925573e-06
e	7.786582e-06	4.8027105e-05	0.068048246	0.6755458	0.16488726	0.05384705	0.02727683	0.005018837	0.0018870134	0.0011839435	0.00024292097	0.002006173
n	0.0045860396	0.005269929	0.0022413286	0.6230819	0.339195	0.021248214	0.0039125	0.00037684813	6.564451e-05	3.337463e-06	1.3529965e-06	1.7858729e-05
a	8.851272e-07	6.799816e-06	0.0012900375	0.87456006	0.09370288	0.02279007	0.0062532094	0.00095233414	0.00010019318	3.746096e-05	1.520127e-05	0.00029071543
p	0.0012602501	0.0005952393	8.8571585e-05	0.060755733	0.7718857	0.13259847	0.027447242	0.0042015067	0.0009856296	5.2240946e-05	1.14110535e-05	0.00011799047
u	3.4734134e-05	6.505672e-05	0.0002940734	0.6177255	0.25896394	0.08071197	0.02861814	0.008436013	0.0013072179	0.00068466377	0.00043175108	0.0027269714
l	0.038452707	0.00044160764	5.202315e-05	0.036072884	0.7766649	0.1258274	0.019510927	0.002335572	0.00056605536	2.2480926e-05	9.294118e-06	4.4048942e-05
i	2.331017e-05	5.650616e-05	0.00020379879	0.51457596	0.33055073	0.099376045	0.037696812	0.010624989	0.00148763	0.00086471165	0.0005651578	0.003974352
z	0.01311831	0.0003362421	4.2862448e-05	0.017651556	0.81542677	0.1280235	0.021713005	0.0028881815	0.0006960769	3.1118478e-05	1.1191792e-05	6.120306e-05
z	1.2700238e-05	6.0764894e-05	6.4854496e-05	0.40100953	0.4074943	0.12802632	0.04242541	0.0107356245	0.0024358667	0.0011258904	0.0007401225	0.005868617
è	1.3366385e-06	1.9538855e-05	1.6358332e-05	0.0042073326	0.52701414	0.27466998	0.10949149	0.039350267	0.019470172	0.006891656	0.0049339985	0.013933774
s	0.014667592	0.001632288	0.00024512227	0.0054933853	0.76692015	0.16661909	0.03749078	0.005362683	0.0013732245	7.401377e-05	3.3009965e-05	8.8608234e-05
s	7.798652e-06	0.00030915433	6.669246e-05	0.17242981	0.49115908	0.19951075	0.087080285	0.025320306	0.00779743	0.005106077	0.0017614923	0.009451136
i	1.1307059e-05	2.316892e-05	6.124533e-06	0.005100311	0.49115074	0.32635796	0.13010155	0.032293607	0.0058484613	0.0017261099	0.0008208883	0.0065599554
è	0.0013608577	0.00021331312	1.2653693e-05	3.518876e-05	0.1795012	0.46316648	0.28038642	0.057526752	0.01546753	0.0006839665	0.00015480471	0.0014908658
n	0.0004970963	0.00026255607	1.351432e-05	2.0935662e-05	0.033966884	0.44784433	0.321598	0.12945645	0.050776623	0.004690652	0.00093258906	0.009940306
a	1.5252772e-06	3.6000405e-05	8.120274e-06	0.00059215014	0.23924908	0.33470514	0.26188785	0.076412976	0.025582742	0.017993616	0.005998589	0.037532255
p	0.00035349993	5.6918903e-05	1.3000735e-05	1.597959e-05	0.011720028	0.20107917	0.46443456	0.22135887	0.08342289	0.0062232134	0.0020197805	0.009302037
u	8.2033344e-05	0.00018788474	4.3385477e-05	0.002971014	0.02967278	0.121677294	0.42438698	0.20933641	0.05533833	0.03157422	0.021271035	0.1034586
l	0.0016694667	2.535667e-05	1.1299182e-05	1.5892818e-05	0.003053134	0.0926571	0.41894293	0.2981473	0.16027218	0.00997792	0.0047894767	0.010437979
i	3.9554332e-05	0.00028956638	6.7896806e-05	0.0029455097	0.02101279	0.07578639	0.39432836	0.21661715	0.055661816	0.042608667	0.032530725	0.15811154
z	0.0009167695	3.3626748e-05	1.8755234e-05	1.886016e-05	0.0036275955	0.04874302	0.4492227	0.29692882	0.16887158	0.012937854	0.0060105356	0.012669815
z	2.8431585e-05	3.841888e-05	6.818337e-06	0.00015732598	0.011290807	0.068113446	0.35743394	0.21911849	0.085681126	0.057300307	0.044511188	0.1563197
è	9.902476e-07	5.125458e-06	3.2051546e-06	1.233075e-05	0.0009973497	0.0024736014	0.07499191	0.12863645	0.21763586	0.16958036	0.15679282	0.24887004
s	0.008063135	0.0015736698	0.00078473176	0.00070646236	0.018282356	0.010233588	0.21570054	0.235474	0.34313452	0.07440959	0.04807058	0.043566868
