 	ho	scritto	una	lettera	al	mio	fratello	</S>
è	0.9687543	0.023144037	0.0066841138	0.0011504312	0.00025634607	8.944984e-06	1.4115022e-06	4.1871573e-07
g	0.9962663	0.0004766765	0.0032451085	3.6722008e-06	3.6590286e-06	2.963833e-06	4.6729022e-07	1.1282964e-06
r	0.39657032	0.5868984	0.015767176	0.00038424175	0.00027835483	1.8769779e-05	1.6124088e-05	6.667811e-05
a	0.05460208	0.9342945	0.010276612	0.0007300763	9.087519e-05	1.454826e-06	2.0684604e-06	2.3378007e-06
t	0.0013508283	0.039513547	0.9542037	0.0030290522	0.0017553881	8.6891254e-05	2.1086886e-05	3.964242e-05
s	0.0047839405	0.6458065	0.25890884	0.07705424	0.01306445	0.00022152402	7.361399e-05	8.69636e-05
a	0.06446945	0.2958462	0.40489396	0.20133172	0.032417305	0.0007769057	0.00013429917	0.00013018708
è	0.00962458	0.004310234	0.9515223	0.018720957	0.015161118	0.00051227515	8.4462255e-05	6.41259e-05
n	0.0022209557	0.0042004366	0.9610725	0.017590055	0.01246758	0.0014082654	0.0002947789	0.00074537855
a	0.00012765963	0.0022568945	0.65102756	0.21634802	0.11613256	0.0076331412	0.0023004203	0.0041737463
n	0.031039244	0.009802764	0.31341338	0.22181259	0.39491263	0.023010163	0.0031254762	0.0028836902
g	5.950162e-05	0.0006640067	0.09710789	0.70065534	0.19336133	0.0051179705	0.0015192191	0.0015147489
r	7.574311e-06	4.0011855e-05	0.003583074	0.5581361	0.3790155	0.037127353	0.011200595	0.01088975
à	1.0586744e-05	4.441503e-05	0.005229124	0.58309287	0.36527774	0.02919198	0.0039558397	0.0131974425
m	0.0017123868	0.0003824986	0.0008752959	0.035491347	0.8752438	0.06654456	0.012568881	0.0071812496
m	1.3860745e-05	9.843378e-05	0.03980771	0.22232454	0.50214255	0.10776888	0.07017709	0.057666898
a	0.0014182209	0.00897527	0.00034080303	0.09012311	0.6823333	0.108404025	0.07154526	0.036859967
a	0.057306677	0.0014084761	0.00049852947	0.0010734574	0.115949064	0.6777612	0.08330744	0.06269507
d	0.0118786935	0.0008279054	5.5816312e-05	9.098222e-05	0.004864172	0.92473704	0.0053770817	0.052168254
r	0.00078952516	0.0031271565	0.0007062007	0.04742433	0.11288318	0.20088436	0.29355887	0.34062648
e	3.849767e-06	7.569288e-06	9.2756294e-05	0.005511001	0.035492446	0.37961033	0.2727501	0.30653197
f	0.0037745114	0.00021450955	0.00021226575	0.0006724403	0.0047382005	0.3863944	0.35119662	0.25279707
ù	7.4539996e-05	0.00022593887	5.5939046e-05	0.0047309482	0.011265879	0.31638166	0.3400799	0.32718515
m	0.0082217185	0.00040412365	0.0014673432	0.0006293403	0.0045686625	0.081711486	0.79972285	0.10327447
m	8.506806e-05	7.117154e-06	0.00019026532	0.00077188155	0.0056293574	0.16272542	0.61143464	0.2191563
u	0.000264017	4.6582394e-05	0.0002739421	0.0033002426	0.0015443575	0.0035947475	0.91521937	0.07575675
</S>	0.027854772	0.0031236578	0.0090023	0.002605288	0.0068638893	0.057320993	0.19831654	0.6949125
