 	il	muro	vuole	uno	specchio	</S>
o	0.99146783	0.0082119405	0.00026849835	4.6759757e-05	3.0130152e-06	1.9413512e-06
t	0.091157556	0.8948436	0.013749968	1.849998e-05	8.380941e-05	0.00014665826
ì	0.2886914	0.69673026	0.014201901	0.0003672939	1.3557365e-06	7.8503035e-06
c	0.008553923	0.96569186	0.025069457	7.68948e-05	0.00040033244	0.0002074691
h	0.44023648	0.55150187	0.007966871	0.00019181556	1.7715465e-05	8.5298685e-05
o	0.76079035	0.23753169	0.0015678293	8.4519874e-05	6.023419e-06	1.9656565e-05
t	0.003328403	0.7070708	0.2838783	0.0018929244	0.00083277473	0.002996713
è	0.002724856	0.642689	0.3009604	0.052244138	0.00042107608	0.0009606006
l	0.01107288	0.30450726	0.6649411	0.008416455	0.007725226	0.0033371558
i	0.0023304485	0.10698222	0.7534886	0.11830181	0.0059581245	0.012938796
è	0.0036232795	0.025415517	0.9463886	0.0096720345	0.0068744617	0.008026076
n	0.0067335893	0.001263781	0.39505988	0.41885218	0.031073391	0.14701721
a	2.4298379e-05	0.00058367796	0.30883104	0.64098287	0.023484623	0.026093516
n	0.034614164	0.0028919687	0.020631704	0.30393073	0.28656456	0.35136685
j	4.6243673e-05	5.3162323e-05	0.008626308	0.9095666	0.030898243	0.05080955
a	0.033913407	0.0016759166	0.0019867641	0.5400961	0.054878738	0.36744907
l	0.023843931	5.5395114e-05	2.2215228e-05	0.01062427	0.9282964	0.037157852
ì	0.00020015879	7.374464e-05	0.0016220897	0.8199802	0.06317885	0.11494499
</S>	0.006430033	0.0006047947	0.00014160833	0.0005173942	0.74702525	0.24528085
