 	quando	Giovanni	è	arrivato	è	arrivato	alla	casa	o	a	casa	ancora	e	cucina	</S>
s	0.99315506	0.005038261	0.0008887048	0.0005914306	0.00023276472	7.448971e-05	7.0726664e-06	4.5256043e-06	6.832696e-06	3.012057e-07	8.998513e-08	4.021792e-07	5.232034e-08	3.2705405e-08	2.057329e-08
à	0.983967	0.015985914	2.7705428e-05	1.7868038e-05	5.28644e-07	7.862844e-07	7.8086394e-08	2.199132e-08	2.858733e-08	3.3356935e-09	1.1025386e-09	2.0896542e-09	4.492381e-10	1.5725438e-10	2.0318076e-10
t	0.91161746	0.08798176	9.7100594e-05	0.0002903265	1.0701334e-06	1.2249446e-05	5.7887732e-08	2.6423537e-08	1.931572e-09	1.6920573e-09	1.1966987e-09	4.5693366e-10	2.9192035e-10	1.189473e-10	3.577966e-10
t	0.46514162	0.34750065	0.057832878	0.11101958	0.003075404	0.01425137	0.0007459162	0.0002533514	3.3178447e-05	8.9431145e-05	2.4122714e-05	8.921371e-06	3.973999e-06	1.6683869e-05	2.8563702e-06
e	0.33790588	0.5031537	0.12108447	0.028003244	0.007423212	0.0021372426	0.00015973147	6.312753e-05	6.546602e-05	1.5536534e-06	2.157496e-07	1.9226052e-06	1.3051948e-07	9.0540226e-08	8.335652e-08
o	0.024149073	0.97077304	0.0021338358	0.002894937	3.7247828e-06	4.5158955e-05	1.777335e-07	5.1932023e-08	4.1288737e-09	6.0821055e-09	5.079309e-09	2.2748419e-09	1.3434693e-09	1.9540767e-09	3.3343213e-09
G	0.002265969	0.99547833	0.0019783962	0.00026980948	3.3757717e-06	4.041526e-06	9.61115e-08	3.6376633e-08	4.7203317e-09	1.7295713e-09	9.617099e-10	9.059778e-10	4.111353e-10	7.439755e-11	1.2326945e-10
i	0.008984126	0.81243587	0.11857459	0.04751248	0.0057835807	0.00490194	0.0011811996	0.00025327544	0.00025530814	5.4117463e-05	1.5506983e-05	2.9504134e-05	7.974944e-06	7.232396e-06	3.1934678e-06
o	0.0063977656	0.9484428	0.04333689	0.0014291963	0.00033129676	5.1247076e-05	9.072446e-06	1.5408375e-06	2.1934632e-07	2.1023505e-08	4.7888853e-09	1.5771727e-08	1.8886577e-09	2.7417751e-10	9.523522e-10
v	0.0012617953	0.9712928	0.026729204	0.00046854294	0.00019889322	3.7414506e-05	7.360688e-06	3.6363413e-06	2.5962552e-07	7.27859e-08	3.2193128e-08	8.8325764e-09	6.8014656e-09	1.487997e-10	7.383509e-10
à	9.6354954e-05	0.39575955	0.3064724	0.23360795	0.027907383	0.028549088	0.004807795	0.0009825676	0.0011315346	0.00025761343	8.685226e-05	0.00018181148	4.157571e-05	8.508e-05	3.2493277e-05
n	0.017003689	0.660347	0.22066833	0.090598166	0.006540868	0.0045345826	0.00025566437	3.0527037e-05	1.5275307e-05	9.668738e-07	1.6210143e-07	4.492933e-06	1.2432945e-07	1.0067084e-07	1.1579013e-07
