 	avete	cucinato	le	verdure	</S>
e	0.97753817	0.021640422	0.00061146583	0.00019938809	1.0550466e-05
m	0.99022675	0.009175952	0.00056020764	1.0053298e-07	3.69286e-05
a	0.10890313	0.87399685	0.016952544	0.00013457	1.2961374e-05
r	0.8283591	0.1600307	0.011434364	8.6095133e-07	0.00017493783
è	0.007560627	0.95690936	0.03492037	0.0002215953	0.00038811672
s	0.009067485	0.8234769	0.1549846	9.097441e-06	0.012461862
s	0.008093547	0.72147495	0.25268036	0.0013072193	0.01644395
a	0.0018059486	0.90325135	0.091171265	0.00053852174	0.0032330079
t	0.0010799911	0.05403853	0.9071357	0.0001348605	0.037610848
o	0.00015484389	0.028673291	0.79937017	0.14465608	0.027145619
t	0.04465304	0.036661576	0.4961624	0.0033417325	0.4191812
a	9.550651e-05	0.001738336	0.39405873	0.5503476	0.053759757
l	0.08172681	0.003131696	0.058353733	0.01272114	0.8440667
à	0.0001084309	0.0010695369	0.19227189	0.7613651	0.045185015
c	0.011321047	6.0548293e-05	0.0011374741	0.0015100632	0.9859709
h	2.280407e-05	0.00029045728	0.05682286	0.90136474	0.04149913
a	1.2041043e-06	7.0015994e-06	0.00038064897	0.97200227	0.027608896
n	0.039890613	0.001215182	0.00076466374	0.033314537	0.92481494
a	1.2737013e-05	1.9824487e-05	2.5912683e-05	0.9870042	0.012937316
</S>	0.8670199	0.012146178	0.000965027	0.055250984	0.06461799
