 	devo	comprare	il	pane	ogni	ogni	giorno	</S>
è	0.9713688	0.024148632	0.003846725	0.00059174164	3.8464696e-05	3.2043322e-06	1.3103333e-06	1.0892838e-06
n	0.98294526	0.016924093	8.1661645e-05	3.7619116e-05	8.939857e-06	1.4873597e-06	5.581691e-07	4.3548428e-07
a	0.8267812	0.15679207	0.014678986	0.001492677	0.00010202395	2.277765e-05	4.4146805e-06	0.00012587971
v	0.47011763	0.5083634	0.019619979	0.001627084	0.00020724884	3.3684697e-05	1.0549996e-05	2.0314039e-05
o	0.0015742469	0.7798898	0.20719805	0.010646301	0.00056557934	4.4198576e-05	2.257088e-06	7.957694e-05
r	0.009629362	0.80018336	0.18600908	0.0038644036	0.00027409897	3.0703734e-05	6.164816e-06	2.8137213e-06
à	0.0004214241	0.6804179	0.28955647	0.027958307	0.0013244969	6.946005e-05	6.3230073e-06	0.00024569122
s	0.0050971694	0.19979869	0.6006129	0.16936088	0.022639206	0.0021255035	0.00022448666	0.00014124077
o	0.00050507096	0.7066419	0.27038357	0.019834947	0.0012118767	0.00020803453	2.0477946e-05	0.0011940957
o	0.014921764	0.028240968	0.6509676	0.26703912	0.033508588	0.003947919	0.0005146869	0.0008594153
t	0.024365218	0.014482281	0.18104121	0.5871629	0.17184503	0.017030222	0.001740872	0.002332247
s	6.4013955e-05	0.0014915585	0.16732262	0.69122326	0.11087462	0.014842061	0.0019944871	0.012187319
o	5.211425e-06	5.1617273e-05	0.010572338	0.65996593	0.23167248	0.03441869	0.012112693	0.051201012
m	0.0019063511	0.00013846115	0.0033131507	0.516388	0.4170936	0.044903666	0.0054927655	0.010764071
ì	0.015079086	0.016568623	0.021238247	0.7406217	0.15323494	0.015564931	0.0027606736	0.03493183
k	0.021390315	0.00012618385	0.00062654214	0.098599665	0.71429384	0.12719445	0.019854233	0.017914752
u	3.1602573e-05	0.000116669944	0.0016991664	0.31395215	0.35354513	0.1211836	0.010850045	0.19862162
à	0.000850126	8.055165e-06	4.264951e-05	0.0050583975	0.4488768	0.4390962	0.0563432	0.0497246
i	0.00036551908	4.7251315e-06	1.2473402e-05	0.0006213575	0.21467431	0.61482143	0.09504101	0.074459165
k	0.0010273082	1.7220375e-05	2.7115024e-05	0.00024360901	0.04680669	0.6460287	0.20154023	0.1043091
u	0.00015371197	7.745356e-05	0.00046486052	0.0010977638	0.016455116	0.198178	0.16308178	0.6204913
à	0.0009718996	2.0513924e-05	6.0060207e-05	0.000109165434	0.0027079545	0.24420811	0.6834123	0.06850995
i	0.00045068096	1.3431168e-05	3.2386917e-05	0.0002724721	0.00937902	0.29351765	0.5620893	0.13424511
m	0.0054675424	0.0001551407	0.00024543607	0.00077912887	0.00330319	0.092280716	0.80443436	0.09333449
è	0.00048032444	8.70055e-05	0.00013094822	0.00016651097	0.0009926305	0.027130207	0.20612359	0.76488876
r	0.013533564	0.00074716314	0.0024138833	0.007883887	0.027996585	0.06158688	0.72284615	0.16299185
i	0.0040480467	0.001789327	0.0026456849	0.0016505289	0.0009909952	0.018303217	0.42368624	0.54688597
</S>	0.07568367	0.0071565937	0.019789863	0.047145497	0.14584735	0.10628578	0.3586909	0.2394004
