 	voleva	un	bar	con	un	forno	che	fa	buoni	rustici	</S>
ì	0.9625352	0.026181716	0.0050447737	0.004314756	0.0017363355	0.0001762647	8.184662e-06	2.2160286e-06	3.9042922e-07	8.889069e-08	7.493203e-08
t	0.5301838	0.4695439	0.0002612091	4.6475934e-06	6.0890034e-06	1.4697432e-07	1.2079936e-07	4.0171958e-08	2.0110466e-08	4.942835e-09	1.656948e-08
e	0.89053595	0.091754936	0.013002687	0.0022218388	0.001772824	0.00043126606	0.00021796658	4.2072592e-05	1.3556864e-05	3.4108923e-06	3.3920098e-06
l	0.04388482	0.95459765	0.0014400205	5.0682436e-05	2.6323256e-05	3.9473062e-07	1.4287023e-07	2.5761548e-08	5.568648e-09	1.3728824e-09	7.907885e-09
a	0.018261496	0.25310043	0.65082484	0.059380386	0.012277885	0.0049541947	0.0009965219	0.00017345266	2.1756117e-05	4.019246e-06	5.0280405e-06
è	0.02411704	0.9219697	0.04446976	0.008766516	0.00064175716	3.1911437e-05	3.1269497e-06	2.3838302e-07	2.38242e-08	7.2436057e-10	3.5932133e-09
n	0.0008915047	0.8889981	0.10087593	0.006335358	0.0027425287	0.00011788041	3.0215495e-05	6.38536e-06	1.1876292e-06	1.4790584e-07	7.6848653e-07
a	0.0003669498	0.31069058	0.26063767	0.15355304	0.20014052	0.040928967	0.023324907	0.006214351	0.0017311518	0.0010924154	0.0013194624
b	0.0064449827	0.09833262	0.351568	0.39993718	0.1352525	0.007541357	0.0008211434	9.053392e-05	9.00739e-06	4.5014835e-07	2.2317681e-06
a	0.0012699394	0.010634857	0.50249404	0.3578906	0.085921355	0.037337255	0.003790001	0.0005731729	5.25509e-05	8.237962e-06	2.7974378e-05
r	0.019116597	0.0145381335	0.032076024	0.58383816	0.32631198	0.02249492	0.001509472	0.00010344805	9.206561e-06	3.3657415e-07	1.811521e-06
m	0.00015928251	0.000207849	0.12914868	0.52338845	0.19771782	0.13159823	0.014719051	0.0022629814	0.0003515196	7.038938e-05	0.00037573403
è	0.00078493374	0.00018327899	0.0028481076	0.11865266	0.77990055	0.08456916	0.011608953	0.0010426367	0.00022673757	3.3627883e-05	0.00014937411
n	0.12262273	0.0024069194	0.0037778183	0.49570316	0.23134199	0.13887021	0.0047662375	0.00045080596	4.8722366e-05	2.1662263e-06	9.124173e-06
a	0.000102766644	0.0003519266	0.063244715	0.4482257	0.30509898	0.14696957	0.02831831	0.0057904623	0.00089821935	0.00034330116	0.000656058
f	0.014782756	0.0033049744	0.000100241654	0.00632392	0.5826238	0.280802	0.10275632	0.008072988	0.0010148152	2.969871e-05	0.00018840787
ù	1.829921e-05	3.2784672e-05	0.00055118906	0.030189628	0.2800403	0.5616486	0.08431887	0.030732794	0.006428871	0.0029836358	0.0030549907
r	0.014747753	0.00076081004	3.642219e-05	0.0024139765	0.27437413	0.5777424	0.11872896	0.009900483	0.0010478203	6.0327515e-05	0.00018690916
n	1.9538167e-05	3.627812e-05	0.000131783	0.03132634	0.20751595	0.6038497	0.108157784	0.033057183	0.0063848556	0.00363495	0.0058855736
o	1.0307966e-06	4.3989422e-07	8.099632e-07	0.00034598878	0.07045427	0.66043574	0.19231878	0.055971477	0.010719224	0.0033341155	0.006418162
n	0.007368115	0.0001914741	2.2754717e-05	5.3815977e-05	0.005576058	0.122462645	0.7508482	0.09588518	0.014424432	0.00033483317	0.0028324781
a	8.366677e-06	3.2348216e-06	1.0299417e-05	0.00017091159	0.04238555	0.19200493	0.4964476	0.18863882	0.039653227	0.016892122	0.023785029
k	0.0018319511	5.2779887e-05	2.9516563e-05	0.00013740812	0.0015197725	0.011965022	0.7473423	0.19774914	0.032061126	0.0014079907	0.0059030624
à	1.6358936e-05	3.251148e-05	1.162596e-05	0.00021503014	0.0031395275	0.13151221	0.31924218	0.28341937	0.10999936	0.070037566	0.08237424
n	0.0066517717	0.00015549583	5.628164e-05	0.00031741423	0.0035843262	0.013699409	0.52299064	0.3492741	0.08072279	0.0068966066	0.015651096
i	6.1450287e-06	4.068348e-05	1.4585064e-06	3.667358e-05	0.0020210107	0.2247304	0.29947984	0.25125206	0.067571096	0.060563866	0.09429682
k	0.0014045553	0.00013410357	0.00012751203	0.00031764555	0.0014645681	0.0043049087	0.18132615	0.44839382	0.2763818	0.018071633	0.06807322
a	1.5027619e-05	3.7051326e-05	5.9191107e-06	5.524065e-05	0.00041643725	0.017837735	0.10632222	0.37051117	0.21250874	0.14849599	0.14379443
l	0.0018526319	0.00016232826	0.00029136974	0.00089480693	0.001136154	0.0030338962	0.039926637	0.2597646	0.5065015	0.05745369	0.1289824
ò	1.8934341e-05	2.4250485e-05	4.871393e-06	2.7685786e-05	0.0002049534	0.0044232015	0.023819424	0.18531147	0.26456338	0.25450385	0.267098
r	0.0046825116	0.00042734222	0.0005054914	0.0019209587	0.008632818	0.004289544	0.016927274	0.09345209	0.44950658	0.19263469	0.2270207
ù	2.0341446e-05	8.840928e-05	2.8946213e-06	2.6590735e-05	9.4325944e-05	0.0074615763	0.013070794	0.22500819	0.26801592	0.25810754	0.22810343
s	0.0097444225	0.00075333647	0.0013511918	0.0044267806	0.005252402	0.0028321075	0.0061670076	0.022898795	0.27120593	0.33951893	0.33584902
t	7.880974e-06	1.4215018e-05	3.8025652e-07	8.955212e-07	3.0946114e-05	0.0005181128	0.011767881	0.17084202	0.17747048	0.29348302	0.34586424
i	2.6685197e-07	1.6738328e-07	8.2396485e-07	5.0682147e-06	2.7570652e-06	2.6140051e-05	0.00012751781	0.014457836	0.22299361	0.5182048	0.24418107
k	0.003379737	0.0010152766	0.0008820221	0.0020421208	0.013736805	0.006736978	0.021340681	0.05598945	0.37116992	0.17225812	0.3514488
u	4.780311e-05	2.696318e-05	7.0745873e-06	7.1817753e-06	4.6195764e-05	0.00029828577	0.00044351126	0.0068218186	0.07444131	0.49228448	0.4255754
</S>	0.0036446764	0.0011320633	0.005364316	0.01893393	0.0056631244	0.0065939818	0.0017398286	0.007421198	0.08377513	0.57902664	0.28670514
