 	ti	dico	una	cosa	però	non	parlare	di	queste	cose	con	Maria	</S>
s	0.98944294	0.00549441	0.0040664086	0.00049825787	0.00044434765	6.4166325e-06	4.1922623e-05	4.4942944e-06	5.460023e-07	9.632616e-08	5.790888e-08	1.4295306e-07	3.7751377e-08
u	0.96831715	0.02649185	0.0049295565	0.00021579294	3.8930342e-05	3.6364477e-06	2.1621213e-06	7.5452886e-07	1.5471514e-07	2.5158325e-08	1.9527475e-08	3.113637e-09	1.1705377e-08
l	0.8485108	0.10745456	0.043797743	0.00019318637	4.1316292e-05	1.849802e-06	5.74527e-07	3.3401644e-08	3.4843002e-09	1.688449e-09	3.2380248e-10	3.7625633e-10	4.94774e-10
è	0.3723437	0.38753578	0.20077701	0.035852328	0.0012743457	0.0011593603	0.0005595025	0.0003211225	0.0001660399	3.1781153e-06	5.1978996e-06	2.5651337e-07	2.2412885e-06
o	0.15428694	0.3832484	0.44756266	0.013824963	0.0009162062	0.00013538815	2.3504484e-05	1.614413e-06	1.6690397e-07	5.1954746e-08	4.394238e-08	7.3356548e-09	1.3598961e-08
è	0.020268708	0.30148417	0.6678361	0.007801639	0.0024624988	0.00011217819	3.1363117e-05	2.8125073e-06	2.5891393e-07	1.16747174e-07	3.4616704e-08	1.1645078e-08	2.854175e-08
n	0.0009084763	0.16664678	0.7829778	0.032921694	0.016116992	0.00020310408	0.0001862409	1.7550385e-05	1.35951905e-05	4.9191676e-06	1.106101e-06	7.4142355e-07	1.1381626e-06
a	0.00014534661	0.19658259	0.4017804	0.3481801	0.022824202	0.0016744848	0.014191534	0.0024698477	0.010695514	0.0008927928	0.0003179334	0.00017395166	7.125813e-05
p	0.0023528289	0.016723122	0.44863093	0.28023636	0.24107964	0.0069303783	0.0035711157	0.00042561037	3.0307287e-05	1.072048e-05	3.7818572e-06	1.091704e-06	4.058014e-06
r	0.0014572054	0.00317824	0.39122635	0.5324221	0.03621879	0.014091987	0.01278573	0.0060942564	0.002298936	8.482932e-05	7.904413e-05	5.1946568e-06	5.7352096e-05
à	6.464035e-05	0.00012505133	0.028823437	0.4420323	0.33071697	0.059231717	0.0902148	0.029448776	0.013654576	0.002627062	0.0012141846	0.0003957444	0.0014507986
m	0.0011546427	0.0016194527	0.009329858	0.4928696	0.44839218	0.031294998	0.014065227	0.0012232178	2.3009481e-05	1.8971394e-05	1.8854903e-06	2.1259305e-06	4.7420026e-06
a	5.315617e-06	0.00033459446	0.05338005	0.68299234	0.10841398	0.007975863	0.06666438	0.0147093	0.055949926	0.005047429	0.002635647	0.0014019016	0.0004892448
