 	l'	anno	che	viene	mia	sorella	sta	per	sta	per	studiare	medicina	</S>
t	0.9804984	0.018847799	0.00043914124	0.00016090962	4.1853305e-05	1.1055724e-05	7.279964e-07	1.3993707e-07	3.4350336e-08	5.435479e-09	1.0626486e-09	1.6107995e-09	1.0581607e-09
o	0.8695832	0.12876166	0.0015889195	4.6917066e-05	1.4477455e-05	3.894945e-06	6.6830415e-07	1.3104298e-07	8.739298e-08	8.804629e-09	8.1393897e-10	3.4089864e-10	1.4821044e-09
c	0.0065167914	0.9870091	0.0063262503	0.00013597426	1.1601632e-05	2.7648224e-07	1.520419e-08	2.4635144e-08	1.4029823e-09	8.511092e-10	7.447598e-11	3.4647563e-11	1.253099e-10
h	0.030985504	0.9388812	0.028295357	0.0015397817	0.0002675177	2.2653332e-05	6.1104615e-06	7.5602475e-07	1.1003422e-06	3.778015e-08	3.878007e-09	1.0293232e-09	8.273815e-09
r	0.08745219	0.83898675	0.04611431	0.023402248	0.0032920144	0.00063864037	8.810416e-05	1.7208904e-05	7.560146e-06	6.509945e-07	1.590967e-07	8.759231e-08	1.6120313e-07
ò	0.058816288	0.9250318	0.014480469	0.0015424431	0.000111028574	1.4520759e-05	2.2500026e-06	5.152953e-07	6.2862114e-07	3.0615066e-08	4.554517e-09	5.068307e-10	1.4137717e-08
n	0.007017724	0.8266791	0.14762615	0.015920408	0.0024246234	0.00026601905	3.955238e-05	2.2667125e-05	3.3805995e-06	4.2458484e-07	2.3141752e-08	3.3345722e-09	3.1518283e-08
o	0.109714046	0.6022355	0.24203661	0.029530795	0.012489573	0.0027780798	0.0010165229	0.00010036343	8.628303e-05	8.262369e-06	1.3570354e-06	1.0012433e-06	1.6277701e-06
k	0.0015488381	0.051499076	0.6042783	0.3020886	0.03724674	0.0030755256	0.00018744222	6.3688305e-05	1.0853523e-05	8.1701467e-07	3.8332697e-08	8.822972e-09	1.2875154e-07
a	0.0028511505	0.030247862	0.75786865	0.13552286	0.054529298	0.0133414585	0.0047518383	0.00032244067	0.00046343642	4.7699676e-05	1.7471119e-05	1.6423275e-05	1.9384668e-05
m	0.005359979	0.041698936	0.52248365	0.3868797	0.040293995	0.0031433725	0.0001064751	3.1399806e-05	2.310542e-06	1.6757745e-07	6.5277628e-09	4.7699684e-09	2.834817e-08
b	0.0012965648	0.0049533	0.62728435	0.2253959	0.10411745	0.026781196	0.0087168235	0.0005790898	0.00072593073	7.2959905e-05	2.4439672e-05	2.13427e-05	3.0655447e-05
è	0.0010692594	0.0015760638	0.05693321	0.6833194	0.20832294	0.041199762	0.0047541335	0.002340449	0.00038403244	6.661821e-05	1.2896338e-05	4.8036477e-06	1.645699e-05
n	0.020901192	0.044028204	0.24264833	0.47708964	0.17800236	0.035256956	0.0015727592	0.00046831963	2.78791e-05	3.7528755e-06	1.4488141e-07	5.161385e-08	4.914446e-07
n	0.0028525577	0.01660399	0.59588045	0.23341915	0.12101585	0.02153475	0.007138175	0.00091458164	0.0005096617	8.224506e-05	1.4648623e-05	1.8055129e-05	1.5900565e-05
i	0.0037487815	0.0011216353	0.22612886	0.33846512	0.3014383	0.09658217	0.027685352	0.0023188596	0.0022672073	0.00016551791	2.3555907e-05	1.247818e-05	4.2179658e-05
t	0.006073113	0.0020041522	0.004636154	0.2977968	0.6055454	0.063066244	0.012541496	0.0071556196	0.0010408317	0.0001266125	6.132781e-06	5.959553e-07	6.774103e-06
i	0.000118987846	4.910634e-06	0.0030355547	0.321393	0.5330746	0.05973031	0.07013708	0.00600045	0.0054585347	0.0005895229	0.00014592355	0.000110425484	0.00020069904
n	0.004315907	0.00020226117	5.9893984e-05	0.035300218	0.7055534	0.14080472	0.06582984	0.042679347	0.0047162343	0.00049576565	2.3754348e-05	2.015839e-06	1.6534506e-05
a	0.00026372683	6.2607496e-06	0.00018708954	0.12399751	0.5856041	0.11467599	0.14571877	0.013327466	0.01312685	0.0015618035	0.00051962724	0.00038120936	0.00062962866
d	0.0026939742	0.00012690657	1.9194153e-05	0.012811213	0.6369554	0.11693028	0.13488789	0.08623214	0.008448747	0.0008039412	4.861707e-05	9.094769e-06	3.2706386e-05
r	0.00018391715	5.201998e-05	0.00033309954	0.01277194	0.30256993	0.4823807	0.16075377	0.0155803375	0.017403712	0.0031561195	0.0015027702	0.0014762362	0.0018353981
e	7.6234653e-07	1.8283243e-06	1.2221298e-05	0.002692888	0.15157525	0.5594532	0.20233512	0.04981822	0.024896795	0.004961773	0.0014831797	0.0006562379	0.002112608
f	0.001047602	6.409279e-05	1.1881554e-05	0.00037461173	0.038225867	0.64195937	0.23239031	0.07520322	0.009300481	0.0013282697	5.9933587e-05	3.5012251e-06	3.0831223e-05
f	6.393129e-05	2.067481e-05	9.0654714e-05	0.004257106	0.17201266	0.55752623	0.20314176	0.023680959	0.026363403	0.0051216106	0.0025786106	0.0023739918	0.0027684406
ì	2.6817767e-07	1.9117402e-05	4.291123e-05	0.00092066074	0.02364987	0.6096125	0.18167993	0.13025428	0.027754275	0.012849238	0.0055767694	0.0034169918	0.0042231577
m	0.002936949	0.0083633745	0.0012723013	0.0009429906	0.019030822	0.8856783	0.06926902	0.011231227	0.0011126616	0.00014321896	7.518642e-06	2.224194e-06	9.354817e-06
m	1.2375855e-06	7.782327e-05	0.0002395222	0.0039198184	0.24663399	0.33724052	0.22044209	0.08289291	0.060023233	0.024795596	0.009510959	0.010872925	0.0033493598
u	2.4128535e-06	1.6764343e-05	2.1970676e-05	7.956937e-05	0.0027192722	0.45982412	0.39879942	0.04636991	0.07188395	0.009628014	0.0042256517	0.0032461917	0.0031828159
è	0.00273331	0.0003090423	1.8777095e-05	5.37327e-05	0.0007930375	0.06028177	0.4736697	0.34077802	0.10286685	0.016888464	0.00097139226	4.822065e-05	0.00058762595
n	0.0009704816	0.00047351656	3.6486035e-05	2.4270566e-05	0.0001583458	0.008777564	0.16803895	0.59421945	0.17514811	0.043791328	0.0042787003	0.00056462875	0.003518093
