 	dopo	Giovanni	é	tornato	a	casa	</S>
d	0.9801717	0.018735513	0.00087816647	0.00020834882	3.3673111e-06	2.0917444e-06	8.586336e-07
ò	0.98872536	0.011117089	0.00014895927	7.875227e-06	6.2541733e-07	3.807408e-08	1.584527e-07
p	0.7333042	0.26577267	0.0008924353	2.1328058e-05	7.942792e-06	7.998864e-07	6.118746e-07
u	0.27342802	0.49742565	0.1765378	0.021207578	0.019575842	0.0033363919	0.008488737
o	0.11429468	0.85886717	0.026096513	0.0006498275	8.0327394e-05	4.906811e-06	6.5289296e-06
G	0.0007208198	0.98707366	0.012091618	0.00010954819	3.3585807e-06	5.4179833e-07	3.8258744e-07
i	0.026551193	0.82076746	0.14454803	0.006723617	0.0006634377	9.648249e-05	0.0006497698
o	0.040900145	0.92177594	0.035385594	0.001863353	6.799744e-05	3.4599987e-06	3.578362e-06
v	0.0061523286	0.93775946	0.052971788	0.003035143	6.963069e-05	7.164829e-06	4.5626502e-06
à	0.009031581	0.5602678	0.4066445	0.0193258	0.0020839088	0.00041548163	0.0022309667
n	0.038913403	0.14651191	0.61333084	0.18053024	0.01940086	0.0005138383	0.0007989354
n	0.0010218179	0.7202921	0.27122414	0.005481101	0.0007506134	0.0002005853	0.0010296161
i	0.00012806966	0.054085024	0.63954985	0.2460493	0.022656176	0.0066995295	0.030832004
j	0.014656566	0.011925214	0.3448667	0.57280594	0.04497313	0.0038036946	0.00696875
ù	0.0051612025	0.0060752383	0.7228843	0.2114718	0.023659304	0.0020185555	0.02872961
r	0.0046122707	0.00027924043	0.02769139	0.82834387	0.10799166	0.012407858	0.01867364
i	0.00012510303	0.0003783427	0.17814104	0.53437245	0.10531794	0.017569235	0.1640959
s	0.001414531	0.000436175	0.0030343027	0.4119303	0.48443237	0.040747005	0.058005314
e	2.5508429e-05	2.99851e-05	0.017448997	0.5045745	0.21330051	0.067203425	0.19741714
è	0.0006360295	1.1252779e-05	0.00020974907	0.10801649	0.63097614	0.14271237	0.11743801
s	0.0002301309	8.111364e-05	0.00034111907	0.032638554	0.6261453	0.19906706	0.14149663
s	8.021232e-06	0.00011233793	0.0024717248	0.0969511	0.34499043	0.21602337	0.33944303
u	6.7349015e-07	1.9803501e-07	1.4205783e-05	0.0034970015	0.16568792	0.3689743	0.46182573
</S>	0.0006577614	0.0001560867	0.00087284454	0.0042797294	0.0839412	0.6326895	0.2774029
