 	mia	sorella	quest'	anno	che	vienne	studierà	per	medico	</S>
i	0.9759828	0.019467385	0.0037857306	0.0007288517	2.721361e-05	7.38801e-06	4.122796e-07	1.3777145e-07	4.3405244e-08	6.9422e-08
a	0.99877316	0.0006315806	0.0005468852	4.5282348e-05	1.1332215e-06	8.6340947e-07	1.0892473e-06	2.276658e-08	1.6975245e-09	1.236587e-08
d	0.96252835	0.02832254	0.009020636	0.00012375301	2.0458542e-06	9.800261e-07	1.6852892e-06	2.820687e-08	3.0455747e-09	3.301745e-08
e	0.2436167	0.7046769	0.047456022	0.0035695455	0.0006243076	4.3084656e-05	9.450292e-06	1.4237265e-06	4.1909527e-07	2.0833575e-06
r	0.35046193	0.6146963	0.03358409	0.0012098196	4.4898512e-05	2.8765962e-06	8.198075e-08	7.0329165e-09	9.40329e-10	3.7501944e-09
f	0.019545604	0.8619453	0.10482847	0.012243242	0.0013103457	0.000102300546	1.4482843e-05	1.8018544e-06	8.481377e-07	7.557264e-06
ì	0.0018085956	0.1437151	0.64270705	0.19354498	0.015523555	0.0024108202	0.00022191383	3.6717767e-05	1.0698368e-05	2.0621408e-05
m	0.0010034541	0.7394634	0.17868753	0.064364076	0.016171603	0.00028079914	2.5793011e-05	2.3460505e-06	2.390405e-07	6.997339e-07
m	0.0009699565	0.19635978	0.5898331	0.12783226	0.03376176	0.011363546	0.03340397	0.0045618294	0.00062694895	0.0012868722
u	0.0019137553	0.7930564	0.16664189	0.028684452	0.008168927	0.0011671139	0.00022543818	7.8626355e-05	2.7337386e-05	3.6097397e-05
f	0.002732525	0.1730624	0.67704546	0.12603605	0.018594502	0.0023192477	0.00018720672	1.1469529e-05	1.6751201e-06	9.580555e-06
è	0.0002708329	0.032177456	0.7662061	0.16122119	0.03433147	0.0036484078	0.0015864843	0.00025156973	7.80161e-05	0.00022848087
t	0.01695033	0.007570567	0.60573435	0.33082226	0.03714761	0.0016974626	6.769671e-05	5.0150734e-06	1.042288e-06	3.5658982e-06
i	0.00014566987	0.10052832	0.74439937	0.12054187	0.022260292	0.0025751598	0.008858975	0.0002887054	4.2641106e-05	0.0003589863
p	0.0031224815	0.00053618825	0.11377154	0.6754705	0.17563733	0.030021453	0.0013124298	6.700432e-05	9.427112e-06	5.1586576e-05
ò	8.9920904e-05	0.00047471767	0.4831479	0.39279085	0.107046336	0.010676286	0.0040887585	0.00065072	0.00022875381	0.00080583565
r	0.005301635	0.00013256742	0.026902366	0.6455019	0.28463638	0.03597463	0.0013722475	9.359967e-05	1.7046352e-05	6.76724e-05
k	2.3272576e-05	0.00019836286	0.088239536	0.5940221	0.2577062	0.02793318	0.02636833	0.0020648646	0.0005627363	0.002881439
e	0.00038299657	0.0017803294	0.0056364187	0.27923676	0.4750747	0.14573438	0.060489934	0.016941274	0.0059582884	0.008764877
t	0.013005972	0.00014523468	0.00011527883	0.028841803	0.5873152	0.3387938	0.027188532	0.0025866362	0.00031039616	0.0016970921
e	1.2595046e-05	4.202527e-05	0.0010833954	0.19476289	0.59901094	0.13394783	0.040260646	0.009195855	0.004451263	0.017232496
e	0.0005153549	1.6938608e-05	1.2205263e-05	0.0022174665	0.20836833	0.7220716	0.060351104	0.004132963	0.00039241294	0.0019215918
n	0.00039149463	1.9839517e-05	1.818248e-05	0.0007883078	0.055473216	0.82059	0.11377048	0.005432631	0.0005443208	0.002971413
a	4.1380154e-06	1.4690167e-05	1.0562621e-05	0.0026744455	0.15004498	0.44936526	0.19322316	0.09388125	0.045741323	0.065040186
s	0.00024328985	1.331042e-05	2.6543987e-05	0.0004258524	0.019474478	0.7269583	0.22517154	0.018543163	0.0022396897	0.0069037452
