 	io	voglio	che	Maria	venga	qui	</S>
e	0.99479216	0.004315223	0.00051935174	0.0003590233	1.3174562e-05	7.024379e-07	5.1996244e-07
v	0.9615882	0.036364302	0.0015153382	0.00053000095	5.180008e-07	4.0814365e-07	1.1910774e-06
ò	0.058107644	0.79079616	0.15016587	0.00074874103	0.00014715716	1.4445758e-05	2.0077632e-05
t	0.031122727	0.87067986	0.09645616	0.00152049	0.00020223843	1.2874668e-05	5.6663803e-06
è	0.17973746	0.6549041	0.15771604	0.0069447886	0.00030019702	0.00018602524	0.00021136772
l	0.0039045312	0.5074979	0.4276537	0.051606063	0.009092617	0.00014768924	9.761011e-05
o	0.0065584974	0.5770581	0.3782755	0.03436224	0.00039797527	0.0015865208	0.001761202
n	0.0043301075	0.16479582	0.7264399	0.09291267	0.010995464	0.00024062084	0.00028537554
a	0.00063999015	0.31629482	0.66273993	0.015286581	0.0034676653	0.00065982534	0.00091114955
r	0.0041894363	0.0043059397	0.24321623	0.70677334	0.03883359	0.0013367335	0.00134468
t	0.0009214414	0.037177484	0.8842317	0.054033726	0.01390288	0.0034273858	0.006305473
i	0.0010437014	0.00061892014	0.12823467	0.66763234	0.15998623	0.01378838	0.028695771
e	0.052159715	0.0006021232	0.009797983	0.7152747	0.20932935	0.008019337	0.0048167217
M	0.020938374	0.0002255515	0.0017526419	0.80059767	0.16299833	0.004688193	0.008799187
a	0.0036982943	0.005472046	0.13865232	0.53841025	0.18027365	0.05909477	0.07439864
r	0.041421097	0.0017029225	0.005098233	0.6781803	0.24232894	0.02527056	0.0059979134
ì	0.00013962321	0.00014981785	0.001954486	0.39893994	0.3427735	0.084277086	0.17176563
a	0.19543853	0.011973237	0.0036983273	0.024532719	0.51788896	0.21788816	0.028580027
e	0.012933829	0.00012062772	0.00015378723	0.009798664	0.47681698	0.2978457	0.20233032
t	0.017795606	0.0003168923	0.00014580347	0.0035695091	0.17371117	0.30369675	0.5007643
t	2.1690737e-05	6.813496e-06	1.5789183e-05	0.000789157	0.04253924	0.50088614	0.45574117
ù	7.397254e-06	1.146513e-06	2.448333e-06	8.257213e-05	0.014340096	0.4517578	0.5338085
</S>	0.0009671311	0.00013890018	0.0006948918	0.005896585	0.053281594	0.24722785	0.6917931
